X,Y,FID,objectid,provincia,municipio,localidad,codigo_po,direccion,margen,longitud,latitud,precio_gas,precio_g_1,precio_g_2,precio_bio,precio_nue,precio_b_1,f__ester_,f__bioalco,precio_g_3,precio_g_4,precio_g_5,precio_g_6,rotulo,tipo_venta,rem_,horario,horario00,z,fecha
-8.588,42.590972,6991,6218335,PONTEVEDRA,MORAÑA,SANTA LUCIA DE MORAÑA,36660,"CALLE RUA UNO, 41",N,-8.588,42.590972,1.379,1.275,0, ,1.349000, , , , , , , ,REPSOL,P,dm,"L-V: 07:30-23:00; S-D: 08:30-23:00","L-V: 07:30-23:00; S-D: 08:30-23:00", ,2019/04/29 00:00:00+00
-8.595361,42.236639,6992,6218336,PONTEVEDRA,MOS,POMBAL,36415,CARRETERA REDONDELA-PORRIÑO N-550 KM. 148,I,-8.595361,42.236639,1.425,1.329,0, ,1.379000, , , ,1.565000, , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.595722,42.236611,6993,6218337,PONTEVEDRA,MOS,POMBAL,36415,CARRETERA REDONDELA - PORRIÑO N-550 KM. 148,D,-8.595722,42.236611,1.425,1.329,0, ,1.379000, , , ,1.565000, , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.665083,42.156917,6994,6218338,PONTEVEDRA,MOS,PARDELLAS,36311,"ESTRADA PORRIÑO-GOMDOMAR,200,",D,-8.665083,42.156917,1.379,1.279,0, , , , , ,1.519000, , , ,"E.S.TUY,S,L.(ANELI) SAN COSME-MOS",P,dm,"L-V: 07:00-22:30; S-D: 07:30-22:30","L-V: 07:00-22:30; S-D: 07:30-22:30", ,2019/04/29 00:00:00+00
-8.625028,42.189944,6995,6218339,PONTEVEDRA,MOS,VEIGADAÑA,36416,"POLIGONO RUA ANEL DO PERRAL, 21",D,-8.625028,42.189944,1.349,1.269,0, , , , , , , , , ,PEINADOR,P,dm,L-D: 06:00-23:30,L-D: 06:00-23:30, ,2019/04/29 00:00:00+00
-8.625944,42.167972,6996,6218340,PONTEVEDRA,MOS,MOS,36418,"BARRIO SANGUIÑEDA, 139",N,-8.625944,42.167972,1.389,1.309,0, , , , , , , , , ,FEGOBLAN SL-VALCARCE,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.611028,42.185861,6997,6218341,PONTEVEDRA,MOS,MOS,36418,"ESTRADA ESTRADA PORRIÑO- REDONDELA, 76",D,-8.611028,42.185861,1.394,1.309,0, , , , , ,1.509000, , , ,EL SOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.650583,42.211917,6998,6218342,PONTEVEDRA,MOS,TAMEIGA (SAN MARTIÑO),36416,"AVENIDA PEINADOR, 49",D,-8.650583,42.211917,1.409,1.329,0, ,1.379000, , , ,1.549000, , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.651722,42.193444,6999,6218343,PONTEVEDRA,MOS,TAMEIGA (SAN MARTIÑO),36416,AUTOVIA A-55 KM. 10,D,-8.651722,42.193444,1.389,1.305,0, ,1.365000, , , ,1.504000, , , ,EXGA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.651694,42.193861,7000,6218344,PONTEVEDRA,MOS,TAMEIGA (SAN MARTIÑO),36416,AUTOVIA A-55 KM. 10,I,-8.651694,42.193861,1.389,1.305,0, ,1.365000, , , ,1.504000, , , ,EXGA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.422778,42.092083,7001,6218345,PONTEVEDRA,NEVES (AS),NEVES (AS),36440,"CARRETERA PO 400 KM 5.2 KM. 5,2",D,-8.422778,42.092083,1.389,1.299,0, ,1.369000, , , ,1.529000, , , ,PETRONOR,P,OM,L-D: 07:00-22:00,L-D: 07:00-22:00, ,2019/04/29 00:00:00+00
-8.801444,42.162306,7002,6218346,PONTEVEDRA,NIGRÁN,PRIEGUE,36391,"CR PO-552 ,P.K. 7,400",I,-8.801444,42.162306,1.419,1.335,0, ,1.385000, , , ,1.539000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.883571,42.031931,7003,6218347,PONTEVEDRA,OIA,VILLADESUSO,36309,"CR PO-552  P.K. 30,50 D",D,-8.883571,42.031931,1.369,1.269,0, ,1.329000, , , ,1.509000, , , ,CAMPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.673583,42.436472,7004,6218348,PONTEVEDRA,POIO,POIO,36994,"AVENIDA ENCOIRADOS, S/N",I,-8.673583,42.436472,1.399,1.319,0, ,1.379000, , , ,1.529000, , , ,REPSOL,P,dm,L-D: 06:30-00:00,L-D: 06:30-00:00, ,2019/04/29 00:00:00+00
-8.653444,42.434361,7005,6218349,PONTEVEDRA,POIO,POIO DE ARRIBA,36163,AV. DOMINGO FONTAN LOCAL 4 2,N,-8.653444,42.434361,1.348,1.268,0, , , , , , , , , ,GALP,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.744917,42.409667,7006,6218350,PONTEVEDRA,POIO,RAXO,36992,"CARRETERA ILLA DA TOXA, KM 10,8 KM. 10,8",N,-8.744917,42.409667,1.399,1.319,0, ,1.399000, , , ,1.529000, , , ,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.491861,42.387444,7007,6218351,PONTEVEDRA,PONTE CALDELAS,PONTECALDELAS,36820,PAZOS S/N (NACIONAL 255 km 1),I,-8.491861,42.387444,1.389,1.299,0, ,1.379000, , , ,1.529000, , , ,REPSOL,P,OM,L: 7:00-23:00,L: 7:00-23:00, ,2019/04/29 00:00:00+00
-8.583556,42.404333,7008,6218352,PONTEVEDRA,PONTE CALDELAS,TOURON,36828,"POLIGONO O CAMPIÑO, 6",D,-8.583556,42.404333,1.329,1.259,0, , , , , , , , , ,JLLOWCOST,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.500111,42.170389,7009,6218353,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,CARRETERA REDONDELA KM. 1,D,-8.500111,42.170389,1.348,1.258,0, ,1.338000, , , , , , , ,CARBUNOR,P,dm,L-D: 06:30-23:00,L-D: 06:30-23:00, ,2019/04/29 00:00:00+00
-8.496028,42.175472,7010,6218354,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,"CR N-120   (LUGAR LAMAZANES), 643,5",I,-8.496028,42.175472,1.389,1.309,0, ,1.379000, , , ,1.489000, , , ,REPSOL,P,OM,L-D: 07:00-00:00,L-D: 07:00-00:00, ,2019/04/29 00:00:00+00
-8.476417,42.145444,7011,6218355,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,AUTOVIA A52 km 292,I,-8.476417,42.145444,1.394,1.309,0, ,1.369000, , , ,1.509000, , , ,CEPSA,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30, ,2019/04/29 00:00:00+00
-8.495694,42.176389,7012,6218356,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,"CR N-120, 643,5",D,-8.495694,42.176389,1.389,1.309,0, ,1.379000, , , ,1.489000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.508389,42.177917,7013,6218357,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,CARRETERA N-120 KM. 1,D,-8.508389,42.177917,1.349,1.259,0, , , , , , , , , ,LPB,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.651139,42.712417,7014,6218358,PONTEVEDRA,PONTECESURES,PONTECESURES,36640,"RUA REDONDO, 56",D,-8.651139,42.712417,1.349,1.279,0, ,1.359000, , , ,1.479000, , , ,A PALMEIRA,P,dm,L: 06:00-00:00,L: 06:00-00:00, ,2019/04/29 00:00:00+00
-8.652861,42.72575,7015,6218359,PONTEVEDRA,PONTECESURES,PONTECESURES,36640,JOSE NOVO S/N (NACIONAL 550 km 89),I,-8.652861,42.72575,1.399,1.319,0, ,1.399000, , , ,1.539000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.653237,42.464042,7016,6218360,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36157,"C-531 PONTEVEDRA-VILLAGARCÍA km 3,5",I,-8.653237,42.464042,1.388,1.308,0, ,1.368000, , , ,1.508000, , , ,CAMPAÑO,P,dm,"L-S: 06:30-11:00; D: 08:00-11:00","L-S: 06:30-11:00; D: 08:00-11:00", ,2019/04/29 00:00:00+00
-8.652709,42.463903,7017,6218361,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36157,"C-531 PONTEVEDRA-VILLAGARCÍA km 3,5",D,-8.652709,42.463903,1.388,1.308,0, ,1.368000, , , ,1.508000, , , ,CAMPAÑO,P,dm,"L-S: 06:30-00:00; D: 08:00-00:00","L-S: 06:30-00:00; D: 08:00-00:00", ,2019/04/29 00:00:00+00
-8.600306,42.422333,7018,6218362,PONTEVEDRA,PONTEVEDRA,PINO BORA,36154,CARRETERA LA HERMIDA -MARCON KM. 3,D,-8.600306,42.422333,1.399,1.319,0, ,1.389000, , , ,1.539000, , , ,REPSOL,P,OM,"L-V: 07:00-23:00; S: 07:30-23:00; D: 08:00-23:00","L-V: 07:00-23:00; S: 07:30-23:00; D: 08:00-23:00", ,2019/04/29 00:00:00+00
-8.636444,42.398583,7019,6218363,PONTEVEDRA,PONTEVEDRA,SALCEDO (SAN MARTIÑO),36143,"CR N-550, 126,4",D,-8.636444,42.398583,1.399,1.319,0, ,1.399000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.636361,42.398417,7020,6218364,PONTEVEDRA,PONTEVEDRA,SALCEDO (SAN MARTIÑO),36143,"CR N-550, 126,4",I,-8.636361,42.398417,1.399,1.319,0, ,1.399000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.644889,42.417167,7021,6218365,PONTEVEDRA,PONTEVEDRA,SALCEDO (SAN MARTIÑO),36143,"RUA SAN BLAS,",N,-8.644889,42.417167,1.359,1.289,0, ,1.319000, , , ,1.489000, , , ,CARREFOUR,P,dm,L-S: 06:30-22:30,L-S: 06:30-22:30, ,2019/04/29 00:00:00+00
-8.627417,42.453194,7022,6218366,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36001,"LUGAR O ARCO, 39",N,-8.627417,42.453194,1.359,1.279,0, ,1.339000, , , ,1.479000, , , ,ERE AREA DE SERVICIO,P,dm,L-D: 07:00-00:00,L-D: 07:00-00:00, ,2019/04/29 00:00:00+00
-8.659778,42.421333,7023,6218367,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36001,"RUA ROSALIA DE CASTRO, 125",I,-8.659778,42.421333,1.389,1.299,0, ,1.359000, , , ,1.499000, , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.643972,42.436444,7024,6218368,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36005,"AVENIDA DOMINGO FONTAN, S/N",D,-8.643972,42.436444,1.399,1.319,0, ,1.369000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.625194,42.430444,7025,6218369,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36004,"AVENIDA LUGO, 46",I,-8.625194,42.430444,1.399,1.319,0, ,1.379000, , , ,1.514000, , , ,CEPSA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.678694,42.407,7026,6218370,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36153,"LIÑARES, 5 - LOURIZAN (C-550 km 4,3)",I,-8.678694,42.407,1.389,1.309,0, ,1.369000, , , ,1.504000, , , ,HAFESA OIL AREA AS MARISMAS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.626639,42.444,7027,6218371,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36162,"URBANIZACIÓN MONTEPORREIRO PARCELA CC-2 C/ITALIA CON C/ FRANCIA, S/N",D,-8.626639,42.444,1.379,1.299,0, ,1.359000, , , ,1.494000, , , ,CEPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.602528,42.443694,7028,6218372,PONTEVEDRA,PONTEVEDRA,MOURENTE,36164,"CARRETERA N-541 KM. 89,2",D,-8.602528,42.443694,1.369,1.289,0, ,1.359000, , , ,1.509000, , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.641306,42.488667,7029,6218373,PONTEVEDRA,PONTEVEDRA,ERMIDA (A),36152,"CALLE HERMIDA N-550 KM 111,9, 2",I,-8.641306,42.488667,1.409,1.319,0, ,1.399000, , , ,1.549000, , , ,CAMPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.587833,42.170444,7030,6218374,PONTEVEDRA,PORRIÑO (O),PORRIÑO (O),36400,CARRETERA NACIONAL 120 KM. 651,I,-8.587833,42.170444,1.409,1.319,0.995, ,1.369000, , , ,1.539000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.617694,42.118167,7031,6218375,PONTEVEDRA,PORRIÑO (O),PORRIÑO (O),36400,"POLIGONO POL. IND. A GRANXA, SUR PPI 6, SECTOR 2, PARCELAS 14, 15 Y 16, 2",D,-8.617694,42.118167,1.388,1.287,0, ,1.368000, , , , , , , ,STAROIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.620389,42.108778,7032,6218376,PONTEVEDRA,PORRIÑO (O),PORRIÑO (O),36470,PG INDUSTRIAL A GRANXA SN,I,-8.620389,42.108778,1.409,1.319,0, ,1.369000, , , ,1.539000, , , ,REPSOL,P,dm,"L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00","L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00", ,2019/04/29 00:00:00+00
-8.622528,42.147389,7033,6218377,PONTEVEDRA,PORRIÑO (O),ATIOS,36418,CARRETERA ATIOS KM. 555,D,-8.622528,42.147389,1.409,1.319,0, ,1.369000, , , ,1.539000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.615,42.126889,7034,6218378,PONTEVEDRA,PORRIÑO (O),ATIOS,36418,"CARRETERA PO-510 KM. 1,2",I,-8.615,42.126889,1.399,1.319,0, ,1.369000, , , ,1.539000, , , ,REPSOL,P,dm,"L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00","L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00", ,2019/04/29 00:00:00+00
-8.671833,42.5625,7035,6218379,PONTEVEDRA,PORTAS,SALNES,36658,AUTOPISTA A-9 KM. 114,D,-8.671833,42.5625,1.369,1.289,0, ,1.349000, , , ,1.479000, , , ,GALP,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-8.67225,42.562583,7036,6218380,PONTEVEDRA,PORTAS,SALNES,36658,AUTOPISTA A-9 KM. 114,D,-8.67225,42.562583,1.369,1.289,0, ,1.349000, , , , , , , ,GALP,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-8.607722,42.290361,7037,6218381,PONTEVEDRA,REDONDELA,REDONDELA,36800,"AVENIDA SANTA MARINA, 98",I,-8.607722,42.290361,1.429,1.339,0, ,1.389000, , , ,1.569000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.60775,42.290389,7038,6218382,PONTEVEDRA,REDONDELA,REDONDELA,36800,"AVENIDA SANTA MARINA, 98",D,-8.60775,42.290389,1.429,1.339,0, ,1.389000, , , ,1.569000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.657778,42.283139,7039,6218383,PONTEVEDRA,REDONDELA,TRASMAÑO,36811,"CALLE CABANAS, 5",I,-8.657778,42.283139,1.399,1.335,0, ,1.395000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.777111,42.519583,7040,6218384,PONTEVEDRA,RIBADUMIA,CABANELAS,36636,"RUA GRENLA-RIBADUMIA, S/N",N,-8.777111,42.519583, ,0,0, , , , , , , , , ,REPSOL BUTANO,P,OM,"L-V: 09:00-14:00 y 16:00-20:30; S: 09:00-14:00","L-V: 09:00-14:00 y 16:00-20:30; S: 09:00-14:00", ,2019/04/29 00:00:00+00
-8.767139,42.503028,7041,6218385,PONTEVEDRA,RIBADUMIA,RIBADUMIA,36636,"AVENIDA CARRETERA CALDAS REYES A NOALLA, 7,5",I,-8.767139,42.503028,1.372,1.299,0.965, ,1.355000, , , ,1.455000, , , ,BARRANTES,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-7.941611,42.64675,7042,6218386,PONTEVEDRA,RODEIRO,RODEIRO,36530,CARRETERA PO-533 KM. 16,I,-7.941611,42.64675,1.309,1.189,0.799, , , , , , , , , ,O RODO,P,dm,L: 08:00-00:00,L: 08:00-00:00, ,2019/04/29 00:00:00+00
-7.95325,42.649639,7043,6218387,PONTEVEDRA,RODEIRO,RODEIRO,36530,CRTA. A GUDIÑA-LALÍN  (C-533) km 171,D,-7.95325,42.649639,1.369,1.269,0.919, ,1.299000, , , , , , , ,MEROIL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.569083,42.102639,7044,6218388,PONTEVEDRA,SALCEDA DE CASELAS,SALCEDA DE CASELAS,36473,"CARRERA LUGAR DE PARDERRUBIAS, S/N",I,-8.569083,42.102639,1.399,1.319,1.024, ,1.369000, , , , , , , ,PETRONOR,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30, ,2019/04/29 00:00:00+00
-8.462,42.141917,7045,6218389,PONTEVEDRA,SALVATERRA DE MIÑO,SALVATERRA DE MIÑO,36459,"A-52 SALIDA 291, CTRA PONTEAREAS- AS NEVES, km PO-9006",I,-8.462,42.141917,1.379,1.299,0, ,1.349000, , , ,1.473000, , , ,GEDAS - A QUEIMADIÑA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.496806,42.084444,7046,6218390,PONTEVEDRA,SALVATERRA DE MIÑO,SALVATERRA DE MIÑO,36450,"RUA ROSALIA DE CASTRO, 56",D,-8.496806,42.084444,1.389,1.309,0, ,1.369000, , , ,1.504000, , , ,CEPSA,P,dm,"L-S: 08:00-22:00; D: 09:00-20:00","L-S: 08:00-22:00; D: 09:00-20:00", ,2019/04/29 00:00:00+00
-8.530944,42.100417,7047,6218391,PONTEVEDRA,SALVATERRA DE MIÑO,GRIXO,36458,CARRETERA ATIOS A SALVATIERRA DE MIÑO KM. 10,D,-8.530944,42.100417,1.389,1.289,0.989, ,1.359000, , , ,1.500000, , , ,CEPSA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00, ,2019/04/29 00:00:00+00
-8.832556,42.443222,7048,6218392,PONTEVEDRA,SANXENXO,SANXENXO,36960,"PUENTE Nº 38 - VILLALONGA (CTRA. 550 VILLAGARCIA A EL GRO km 22,8)",I,-8.832556,42.443222,1.389,1.299,0.929, ,1.379000, , , ,1.499000, , , ,MEROIL,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.813639,42.411417,7049,6218393,PONTEVEDRA,SANXENXO,SANXENXO,36960,"CARRETERA PO-504 KM. 0,42",I,-8.813639,42.411417,1.399,1.319,0, ,1.399000, , , , , , , ,CEPSA,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-8.813111,42.411056,7050,6218394,PONTEVEDRA,SANXENXO,SANXENXO,36960,"CARRETERA PO-504 KM. 0,42",D,-8.813111,42.411056,1.399,1.319,0, ,1.399000, , , ,1.529000, , , ,CEPSA,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-8.812722,42.415417,7051,6218395,PONTEVEDRA,SANXENXO,SANXENXO,36960,"LUGAR FONTOIRA-PADRIÑAN, 42",D,-8.812722,42.415417,1.399,1.319,0, ,1.399000, , , ,1.529000, , , ,REPSOL,P,dm,"L-J: 07:00-23:00; V-S: 07:00-00:00; D: 07:00-23:00","L-J: 07:00-23:00; V-S: 07:00-00:00; D: 07:00-23:00", ,2019/04/29 00:00:00+00
-8.744972,42.498528,7052,6218396,PONTEVEDRA,SANXENXO,SANXENXO,36637,"VÍA RAPIDA G 41 km 5,580",D,-8.744972,42.498528,1.359,1.269,0, ,1.309000, , , ,1.529000, , , ,GALP,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.300833,42.716389,7053,6218397,PONTEVEDRA,SILLEDA,SILLEDA,36453,"AP-53 km 28,000",N,-8.300833,42.716389,1.389,1.299,0, ,1.359000, , , ,1.529000, , , ,GALP,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.240194,42.696083,7054,6218398,PONTEVEDRA,SILLEDA,SILLEDA,36540,"C/ FERIAL, 1 (N-525 km 301,5)",D,-8.240194,42.696083,1.389,1.299,0.911, ,1.368000, , , ,1.529000, , , ,CEPSA,P,dm,L: 07:00-00:00,L: 07:00-00:00, ,2019/04/29 00:00:00+00
-8.250833,42.691028,7055,6218399,PONTEVEDRA,SILLEDA,SILLEDA,36540,"CARRETERA PO-2205 KM. 21,4",N,-8.250833,42.691028,1.249,1.179,0.839, , , , , , , , , ,COBIDEZA,P,dm,L-S: 09:00-14:00 y 16:00-20:00,L-S: 09:00-14:00 y 16:00-20:00, ,2019/04/29 00:00:00+00
-8.253111,42.688083,7056,6218400,PONTEVEDRA,SILLEDA,SILLEDA,36540,CARRETERA DE SIADOR KM. 1,N,-8.253111,42.688083,1.239,1.169,0.829, , , , , , , , , ,AIRA SILLEDA,P,dm,"L-V: 09:00-14:00 y 15:00-20:00; S-D: 10:00-14:00 y 16:00-20:00","L-V: 09:00-14:00 y 15:00-20:00; S-D: 10:00-14:00 y 16:00-20:00", ,2019/04/29 00:00:00+00
-8.301694,42.728194,7057,6218401,PONTEVEDRA,SILLEDA,BANDEIRA,36570,"CR N-525   P.K. 309,10 D",D,-8.301694,42.728194,1.309,1.199,0, ,1.259000, , , ,1.389000, , , ,ESTACION DE SERVICIO BANDEIRA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.750028,41.972833,7058,6218402,PONTEVEDRA,TOMIÑO,TOMIÑO,36740,CARRETERA PO-550 KM. 184,D,-8.750028,41.972833,1.399,1.279,0, ,1.329000, , , ,1.529000, , , ,CEPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.749556,41.972528,7059,6218403,PONTEVEDRA,TOMIÑO,TOMIÑO,36740,CARRETERA PO-550 KM. 186,I,-8.749556,41.972528,1.399,1.279,0, , , , , , , , , ,CEPSA,P,dm,L: 06:30-22:30,L: 06:30-22:30, ,2019/04/29 00:00:00+00
-8.64775,42.041444,7060,6218404,PONTEVEDRA,TUI,TUI,36700,"CL AVENIDA DE PORTUGAL, S.N.",I,-8.64775,42.041444,1.369,1.239,0, ,1.309000, , , ,1.529000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.643556,42.048722,7061,6218405,PONTEVEDRA,TUI,TUI,36700,"CALZADA CALVO SOTELO, S/N",D,-8.643556,42.048722,1.379,1.289,0, , , , , , , , , ,REPSOL,P,OM,"L-S: 07:00-22:00; D: 08:00-14:00","L-S: 07:00-22:00; D: 08:00-14:00", ,2019/04/29 00:00:00+00
-8.662,42.041278,7062,6218406,PONTEVEDRA,TUI,ANTA,36711,"POLIGONO AREAS, 53",N,-8.662,42.041278,1.329,1.209,0, , , , , , , , , ,OUTLETUI,P,dm,L-D: 08:00-23:00,L-D: 08:00-23:00, ,2019/04/29 00:00:00+00
-8.631472,42.069528,7063,6218407,PONTEVEDRA,TUI,PUENTE NUEVO,36720,"CTRA. NACIONAL 550, KM. 167,2",I,-8.631472,42.069528,1.365,1.275,0, , , , , ,1.525000, , , ,SERTUY,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.631987,42.069626,7064,6218408,PONTEVEDRA,TUI,PUENTE NUEVO,36720,"CTRA. NACIONAL 550, KM. 167,2",D,-8.631987,42.069626,1.365,1.275,0, ,1.335000, , , ,1.525000, , , ,SERTUY,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.733278,42.233611,7065,6218409,PONTEVEDRA,VIGO,VIGO,36202,"AVENIDA BEIRAMAR, 53",D,-8.733278,42.233611,1.429,1.338,0, ,1.379000, , , ,1.569000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.717917,42.238472,7066,6218410,PONTEVEDRA,VIGO,VIGO,36201,"CALLE REPUBLICA ARGENTINA, 8",D,-8.717917,42.238472,1.429,1.339,0, ,1.379000, , , ,1.549000, , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.754778,42.202528,7067,6218411,PONTEVEDRA,VIGO,VIGO,36213,"CALLE SAN ANDRES DE COMESAÑA, 16",D,-8.754778,42.202528,1.419,1.335,0, ,1.385000, , , ,1.539000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.761444,42.203917,7068,6218412,PONTEVEDRA,VIGO,VIGO,36213,"AVENIDA RICARDO MELLA, S/N",I,-8.761444,42.203917,1.419,1.329,0, ,1.379000, , , ,1.539000, , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.718806,42.194333,7069,6218413,PONTEVEDRA,VIGO,VIGO,36213,"CALLE RAMIRO PASCUAL, 18",D,-8.718806,42.194333,1.419,1.329,0, ,1.379000, , , ,1.529000, , , ,REPSOL,P,OM,"L-V: 06:00-23:00; S-D: 07:00-23:00","L-V: 06:00-23:00; S-D: 07:00-23:00", ,2019/04/29 00:00:00+00
-8.719972,42.228889,7070,6218414,PONTEVEDRA,VIGO,VIGO,36203,"PLAZA DE ESPAÑA, 0",N,-8.719972,42.228889,1.425,1.329,0, ,1.379000, , , ,1.565000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.708083,42.221778,7071,6218415,PONTEVEDRA,VIGO,VIGO,36204,"AVDA DE MADRID, 110",N,-8.708083,42.221778,1.419,1.329,0, ,1.379000, , , ,1.559000, , , ,SHELL,P,dm,L-D: 07:00-00:00,L-D: 07:00-00:00, ,2019/04/29 00:00:00+00
