X,Y,FID,objectid,provincia,municipio,localidad,codigo_po,direccion,margen,longitud,latitud,precio_gas,precio_g_1,precio_g_2,precio_bio,precio_nue,precio_b_1,f__ester_,f__bioalco,precio_g_3,precio_g_4,precio_g_5,precio_g_6,rotulo,tipo_venta,rem_,horario,horario00,z,fecha
-8.398472,43.378917,2578,6214324,CORUÑA (A),CORUÑA (A),CORUÑA (A),15002,"C/ PLAZA DEL PARQUE, S.N.",D,-8.398472,43.378917,1.379000,1.275,0, , , , , , , , , ,REPSOL,P,dm,"L-S: 08:00-22:00; D: 08:00-14:30","L-S: 08:00-22:00; D: 08:00-14:30", ,2019/04/29 00:00:00+00
-8.393111,43.354333,2579,6214325,CORUÑA (A),CORUÑA (A),CORUÑA (A),15006,CL AVDA.DEL EJERCITO S/N,D,-8.393111,43.354333,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.389139,43.33925,2580,6214326,CORUÑA (A),CORUÑA (A),CORUÑA (A),15006,"AVENIDA PASAJE, S/N",I,-8.389139,43.33925,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.40375,43.365389,2581,6214327,CORUÑA (A),CORUÑA (A),CORUÑA (A),15006,"AVENIDA ALFEREZ PROVISIONAL, 10",D,-8.40375,43.365389,1.389000,1.289,0, ,1.349000, , , ,1.504000, , , ,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.413417,43.366833,2582,6214328,CORUÑA (A),CORUÑA (A),CORUÑA (A),15004,"AVENIDA CALVO SOTELO, 5",D,-8.413417,43.366833,1.389000,1.305,0, ,1.385000, , , , , , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.407944,43.339889,2583,6214329,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CALLE FRANCISCO PÉREZ CARBALLO, 5",N,-8.407944,43.339889,1.319000,1.239,0, ,1.269000, , , ,1.479000, , , ,CARREFOUR,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.402139,43.333694,2584,6214330,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CR AC-11 P.K. 2,30 D",D,-8.402139,43.333694,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.423111,43.357167,2585,6214331,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"AVENIDA FINISTERRE, 265",D,-8.423111,43.357167,1.349000,1.259,0, ,1.339000, , , ,1.489000, , , ,SHELL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.433139,43.350583,2586,6214332,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CALLE NEWTON, 14",N,-8.433139,43.350583,1.319000,1.229,0, ,1.319000, , , ,1.469000, , , ,SHELL,P,OM,"L-S: 07:30-21:30; D: 09:30-21:30","L-S: 07:30-21:30; D: 09:30-21:30", ,2019/04/29 00:00:00+00
-8.425944,43.344306,2587,6214333,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CAMINO MARTINETE, 52",D,-8.425944,43.344306,1.288000,1.178,0, ,1.178000, , , , , , , ,EASYGAS,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.420611,43.357278,2588,6214334,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CALLE ISAAC PERAL, 6",N,-8.420611,43.357278,1.279000,1.179,0, ,1.229000, , , ,1.359000, , , ,MIRAMAR OIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.419694,43.347278,2589,6214335,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"AVENIDA ENRIQUE SALGADO TORRES, 9",D,-8.419694,43.347278,1.279000,1.179,0, ,1.229000, , , ,1.359000, , , ,CARBUGAL A GRELA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.408833,43.340389,2590,6214336,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CALLE FRANCISCO PEREZ CARBALLO, S/N",D,-8.408833,43.340389,1.249000,1.149,0, ,1.179000, , , ,1.329000, , , ,CARBUGAL COLISEUM,P,dm,L-D: 08:00-23:00,L-D: 08:00-23:00, ,2019/04/29 00:00:00+00
-8.405778,43.349056,2591,6214337,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CL SALVADOR DE MADARIAGA, S.N.",D,-8.405778,43.349056,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,CAMPSA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.407194,43.353222,2592,6214338,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"AVENIDA ALFONSO MOLINA, S/N",D,-8.407194,43.353222,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.417333,43.350417,2593,6214339,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CALLE TORRES QUEVEDO, 30",D,-8.417333,43.350417,1.389000,1.295,0, ,1.355000, , , ,1.505000, , , ,CEPSA,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.418889,43.347528,2594,6214340,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CL AVENIDA JOAQUIN PLANELLES, 51",D,-8.418889,43.347528,1.379000,1.299,0, ,1.379000, , , ,1.519000, , , ,REPSOL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.417306,43.354444,2595,6214341,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CALLE ISAAC PERAL, 44",D,-8.417306,43.354444,1.269000,1.168,0, , , , , , , , , ,AUTONET&OIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.429389,43.351417,2596,6214342,CORUÑA (A),CORUÑA (A),CORUÑA (A),15008,"CALLE SEVERO OCHOA, 39",D,-8.429389,43.351417,1.289000,1.199,0, , , , , , , , , ,SBC,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.424722,43.357222,2597,6214343,CORUÑA (A),CORUÑA (A),CORUÑA (A),15010,"AVENIDA FINISTERRE, P.KM. 1,500, S/N",D,-8.424722,43.357222,1.389000,1.305,0, ,1.365000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.427917,43.373167,2598,6214344,CORUÑA (A),CORUÑA (A),CORUÑA (A),15011,"AVENIDA GRAN CANARIA(PG. ROSALE), SN",D,-8.427917,43.373167,1.389000,1.309,0, ,1.389000, , , ,1.519000, , , ,PETRONOR,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.418917,43.365639,2599,6214345,CORUÑA (A),CORUÑA (A),CORUÑA (A),15011,"CALLE GREGORIO HERNANDEZ, 12,14",D,-8.418917,43.365639,1.389000,1.289,0, ,1.349000, , , ,1.504000, , , ,CEPSA,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.414722,43.368194,2600,6214346,CORUÑA (A),CORUÑA (A),CORUÑA (A),15011,"AVENIDA HABANA, S/N",D,-8.414722,43.368194,1.389000,1.305,0, , , , , , , , , ,REPSOL,P,OM,L-S: 08:00-22:00,L-S: 08:00-22:00, ,2019/04/29 00:00:00+00
-8.397806,43.343,2601,6214347,CORUÑA (A),CORUÑA (A),CORUÑA (A),15009,"AVENIDA MONELOS, S/N",D,-8.397806,43.343,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.389778,43.328528,2602,6214348,CORUÑA (A),CORUÑA (A),PALAVEA,15170,"CALLE LUIS LÓPEZ CASANEGRA, 1",D,-8.389778,43.328528,1.389000,1.309,0, ,1.389000, , , ,1.529000, , , ,PETRONOR,P,OM,"L-V: 08:30-21:30; S: 09:30-21:30","L-V: 08:30-21:30; S: 09:30-21:30", ,2019/04/29 00:00:00+00
-8.416333,43.336528,2603,6214349,CORUÑA (A),CORUÑA (A),MESOIRO,15190,"CARRETERA DE POCOMACO KM. 1,5",I,-8.416333,43.336528,1.389000,1.305,0, ,1.385000, , , ,1.529000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.427083,43.328528,2604,6214350,CORUÑA (A),CORUÑA (A),MESOIRO,15190,"CARRETERA DE FEANS, S/N -BARRIO RESIDENCIAL NUEVO MESOIRO, S/N KM. SN",D,-8.427083,43.328528,1.389000,1.295,0, ,1.355000, , , ,1.504000, , , ,CEPSA,P,OM,L-D: 06:00-23:59,L-D: 06:00-23:59, ,2019/04/29 00:00:00+00
-8.422556,43.334861,2605,6214351,CORUÑA (A),CORUÑA (A),FEANS,15190,CARRETERA MESOIRO KM. 16,D,-8.422556,43.334861, ,0,0, , , , , , , , , ,REPSOL BUTANO,P,dm,"L-V: 08:00-13:00 y 15:00-20:00; S-D: 09:00-12:00","L-V: 08:00-13:00 y 15:00-20:00; S-D: 09:00-12:00", ,2019/04/29 00:00:00+00
-8.362444,43.298389,2606,6214352,CORUÑA (A),CULLEREDO,ALVEDRO,15180,"POLIGONO CALLE  C, 21",D,-8.362444,43.298389,1.289000,1.189,0, , , , , , , , , ,ORTEGAL OIL,P,dm,L-D: 08:00-22:00,L-D: 08:00-22:00, ,2019/04/29 00:00:00+00
-8.365167,43.311944,2607,6214353,CORUÑA (A),CULLEREDO,BURGO (O),15670,AUTOPISTA AP-9 KM. 6,I,-8.365167,43.311944,1.395000,1.309,1.003, ,1.369000, , , ,1.515000, , , ,REPSOL,P,OM,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.374278,43.318833,2608,6214354,CORUÑA (A),CULLEREDO,ACEA DE AMA,15670,"AVENIDA ACEA DE AMA, 25",N,-8.374278,43.318833,1.379000,1.299,0, ,1.349000, , , ,1.495000, , , ,GALP,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.381111,43.324139,2609,6214355,CORUÑA (A),CULLEREDO,FONTECULLER,15174,"AVENIDA DE FONTECULLER, SN",D,-8.381111,43.324139,1.385000,1.309,0, ,1.389000, , , ,1.525000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.369889,43.294056,2610,6214356,CORUÑA (A),CULLEREDO,CULLEREDO,15189,"CARRETERA N 550 KM. 9,400",D,-8.369889,43.294056,1.389000,1.299,0, ,1.379000, , , ,1.519000, , , ,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.407444,43.271056,2611,6214357,CORUÑA (A),CULLEREDO,LEDOÑO,15189,"POLIGONO CENTRO LOGÍSTICO DE TRANSPORTES DE CULLEREDO, 138",N,-8.407444,43.271056,1.379000,1.289,0.979, ,1.369000, , , ,1.499000, , , ,REPSOL,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00, ,2019/04/29 00:00:00+00
-8.00375,43.157694,2612,6214358,CORUÑA (A),CURTIS,TEIJEIRO,15310,CARRETERA N-634 KM. 663,D,-8.00375,43.157694,1.389000,1.289,0.992, ,1.359000, , , , , , , ,REPSOL,P,OM,"L-S: 07:00-23:00; D: 09:00-23:00","L-S: 07:00-23:00; D: 09:00-23:00", ,2019/04/29 00:00:00+00
-7.967889,43.18125,2613,6214359,CORUÑA (A),CURTIS,CURTIS,15310,CARRETERA N-634 KM. 659,D,-7.967889,43.18125,1.399000,1.309,0.972, ,1.369000, , , ,1.514000, , , ,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.036278,43.134167,2614,6214360,CORUÑA (A),CURTIS,CURTIS,15310,"CARRERA NACIONAL 634 PK 666+580, 8",D,-8.036278,43.134167,1.369000,1.279,0.949, ,1.279000, , , , , , , ,VALCARCE - E.S. TISCO,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.695889,42.714833,2615,6214361,CORUÑA (A),DODRO,DODRIÑO,15981,"CARRETERA AC-305 KM. 2,1",D,-8.695889,42.714833,1.385000,1.289,0.989, ,1.379000, , , ,1.499000, , , ,GALP,P,dm,"L-V: 07:00-23:00; S-D: 07:30-23:00","L-V: 07:00-23:00; S-D: 07:30-23:00", ,2019/04/29 00:00:00+00
-8.7295,42.707639,2616,6214362,CORUÑA (A),DODRO,DODRIÑO,15981,"AUTOVIA BARBANZA KM. 7,7",D,-8.7295,42.707639,1.369000,1.279,0, ,1.349000, , , ,1.479000, , , ,SHELL,P,dm,L: 07:00-00:00,L: 07:00-00:00, ,2019/04/29 00:00:00+00
-9.112972,43.032611,2617,6214363,CORUÑA (A),DUMBRÍA,CAMPO DE BERDEOGAS,15151,"LUGAR BERDEOGAS, S/N",I,-9.112972,43.032611,1.399000,1.299,1.009, ,1.369000, , , , , , , ,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.170111,43.449944,2618,6214364,CORUÑA (A),FENE,FENE,15500,"POLIGONO VILAR DO COLO. AVDA ASTANO PARC B-3, S/N",D,-8.170111,43.449944,1.279000,1.185,0, ,1.245000, , , ,1.369000, , , ,ORTEGAL OIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.166556,43.450889,2619,6214365,CORUÑA (A),FENE,FENE,15500,"CARRETERA N-651 KM. 27,2",I,-8.166556,43.450889,1.279000,1.185,0, ,1.245000, , , ,1.369000, , , ,ORTEGAL OIL,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.161639,43.472361,2620,6214366,CORUÑA (A),FENE,FENE,15500,"CR N-651, 30  I",I,-8.161639,43.472361,1.389000,1.289,0, ,1.349000, , , ,1.489000, , , ,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00, ,2019/04/29 00:00:00+00
-8.170167,43.450389,2621,6214367,CORUÑA (A),FENE,FENE,15500,"POLIGONO ESTRADA VILAR COLO, S/N",D,-8.170167,43.450389, ,0,0, , , , , , , ,0.810000, ,HAM VILAR DO COLO,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.220528,43.519333,2622,6214368,CORUÑA (A),FERROL,FERROL,15405,"CARRETERA CATABOIS KM. 3,900",D,-8.220528,43.519333,1.379000,1.289,0, ,1.379000, , , ,1.489000, , , ,GALP,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.205056,43.504111,2623,6214369,CORUÑA (A),FERROL,FERROL,15405,"RUA BUQUE ESCUELA GIRALDA, S/N",N,-8.205056,43.504111,1.349000,1.249,0, ,1.279000, , , , , , , ,CARREFOUR,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.209278,43.493778,2624,6214370,CORUÑA (A),FERROL,FERROL,15404,"CARRETERA CASTILLA, 318 KM. 1",D,-8.209278,43.493778,1.389000,1.299,0, ,1.359000, , , ,1.504000, , , ,CEPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.207194,43.490667,2625,6214371,CORUÑA (A),FERROL,FERROL,15407,"POLIGONO LA GANDARA, S/N",N,-8.207194,43.490667,1.241000,1.15,0, ,1.177000, , , ,1.359000, , , ,ALCAMPO FERROL,P,dm,"L-S: 06:00-00:00; D: 08:00-00:00","L-S: 06:00-00:00; D: 08:00-00:00", ,2019/04/29 00:00:00+00
-8.24925,43.494861,2626,6214372,CORUÑA (A),FERROL,CABANA (A),15590,"CARRETERA CABANA KM. 1,33",I,-8.24925,43.494861,1.379000,1.279,0, ,1.339000, , , ,1.489000, , , ,CEPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.2195,43.512167,2627,6214373,CORUÑA (A),FERROL,CATABOIS,15405,CARRETERA CATABOIS KM. 646,D,-8.2195,43.512167,1.389000,1.289,0, ,1.339000, , , ,1.499000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.221861,43.502861,2628,6214374,CORUÑA (A),FERROL,CATABOIS,15405,CARRETERA C-646 KM. 2,D,-8.221861,43.502861,1.389000,1.289,0, ,1.339000, , , ,1.499000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-9.265167,42.917722,2629,6214375,CORUÑA (A),FISTERRA,FISTERRA,15155,CARRETERA C-552 CORUÑA-FINISTERRE KM. 107,D,-9.265167,42.917722,1.359000,1.279,0, ,1.349000, , , ,1.469000, , , ,CAMPSA,P,OM,L-D: 07:00-22:00,L-D: 07:00-22:00, ,2019/04/29 00:00:00+00
-8.237417,43.028083,2630,6214376,CORUÑA (A),FRADES,PONTE CARREIRA,15686,CARRETERA N-634 KM. 688,D,-8.237417,43.028083,1.379000,1.285,1.01, ,1.355000, , , , , , , ,REPSOL,P,OM,L-D: 07:00-22:00,L-D: 07:00-22:00, ,2019/04/29 00:00:00+00
-8.058444,43.284917,2631,6214377,CORUÑA (A),IRIXOA,PAZO DE IRIXOA (O),15313,"MUNICIPIO O CRUCE, 5",D,-8.058444,43.284917,1.419000,1.309,0.799, , , , , , , , , ,E.S. IRIXOA,P,dm,"L-S: 07:00-23:00; D: 08:00-23:00","L-S: 07:00-23:00; D: 08:00-23:00", ,2019/04/29 00:00:00+00
-8.557889,43.253417,2632,6214378,CORUÑA (A),LARACHA (A),PAYOSACO,15145,"CARRETERA CARRETERA CORUÑA-FINISTERRE KM. 17,400",D,-8.557889,43.253417,1.369000,1.289,0.961, ,1.349000, , , ,1.479000, , , ,PETRONOR,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.467889,43.230611,2633,6214379,CORUÑA (A),LARACHA (A),CORGO,15145,"LUGAR CORGO ARRIBA, 10",I,-8.467889,43.230611,1.310000,1.21,0.88, , , , , ,1.390000, , , ,LOW COST ATENDIDO O CORGO,P,dm,L-S: 07:00-22:00,L-S: 07:00-22:00, ,2019/04/29 00:00:00+00
-8.579889,43.225528,2634,6214380,CORUÑA (A),LARACHA (A),LARACHA,15145,"CARRETERA LARACHA A LA SILVA KM. 3,317",I,-8.579889,43.225528,1.348000,1.259,0.889, ,1.379000, , , ,1.488000, , , ,E.S VIDUEIROS,P,dm,"L-V: 07:00-23:00; S-D: 08:00-23:00","L-V: 07:00-23:00; S-D: 08:00-23:00", ,2019/04/29 00:00:00+00
-8.614528,43.250472,2635,6214381,CORUÑA (A),LARACHA (A),LARACHA,15145,CARRETERA C-552 LG.CABOVILAÑO KM. 22,I,-8.614528,43.250472,1.359000,1.289,0.899, ,1.324000, , , , , , , ,E.S. SAN MARCOS,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.577333,43.246889,2636,6214382,CORUÑA (A),LARACHA (A),TORAS,15145,"AVENIDA FINISTERRE, 4",D,-8.577333,43.246889,1.379000,1.295,0, ,1.379000, , , ,1.489000, , , ,AVIA,P,dm,L: 06:00-23:00,L: 06:00-23:00, ,2019/04/29 00:00:00+00
-8.997389,43.2135,2637,6214383,CORUÑA (A),LAXE,LAXE,15117,"CARRETERA AC-431 KM. 5,1",I,-8.997389,43.2135,1.359000,1.279,1.029, ,1.359000, , , ,1.479000, , , ,PETRONOR,P,OM,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.8015,43.287528,2638,6214384,CORUÑA (A),MALPICA DE BERGANTIÑOS,MALPICA,15113,CARRETERA AC-414 KM. 2,I,-8.8015,43.287528,1.359000,1.259,0.899, , , , , ,1.419000, , , ,CERQUEDA SL,P,dm,"L-V: 06:15-23:00; S: 07:00-00:00; D: 07:00-23:00","L-V: 06:15-23:00; S: 07:00-00:00; D: 07:00-23:00", ,2019/04/29 00:00:00+00
-8.955222,42.910528,2639,6214385,CORUÑA (A),MAZARICOS,PINO VAL (MAZARICOS),15258,"CARRETERA LC-403 KM. 93,6",D,-8.955222,42.910528,1.389000,1.295,0.942, ,1.355000, , , , , , , ,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.911611,42.995944,2640,6214386,CORUÑA (A),MAZARICOS,SAN CIPRIANO,15837,"PARQUE ANTES, 43",I,-8.911611,42.995944,1.379000,1.299,1.04, ,1.379000, , , , , , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.006167,42.912222,2641,6214387,CORUÑA (A),MELIDE,MELIDE,15800,"AVENIDA LUGO, 94,96",I,-8.006167,42.912222,1.369000,1.279,0.939, ,1.329000, , , ,1.479000, , , ,CEPSA,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.018694,42.898917,2642,6214388,CORUÑA (A),MELIDE,ALTO,15807,"CARRETERA AC-840 KM. 52,350",D,-8.018694,42.898917,1.319000,1.229,0, , , , , , , , , ,YETHI,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.203694,43.341389,2643,6214389,CORUÑA (A),MIÑO,MIÑO,15630,"CARRETERA N-651 KM. 9,5",I,-8.203694,43.341389,1.389000,1.299,0, ,1.379000, , , ,1.499000, , , ,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.187972,43.373222,2644,6214390,CORUÑA (A),MIÑO,MIÑO,15630,"AUTOPISTA AP-9 KM. 15,5",I,-8.187972,43.373222,1.409000,1.329,0, ,1.409000, , , ,1.519000, , , ,REPSOL,P,dm,L: 06:00-12:00,L: 06:00-12:00, ,2019/04/29 00:00:00+00
-8.021861,43.565417,2645,6214391,CORUÑA (A),MOECHE,SAN RAMON,15563,AC-862 km 24,I,-8.021861,43.565417,1.379000,1.259,0.86, ,1.349000, , , , , , , ,ORTEGAL OIL,P,dm,"L-S: 07:00-23:00; D: 08:00-23:00","L-S: 07:00-23:00; D: 08:00-23:00", ,2019/04/29 00:00:00+00
-8.205667,43.442306,2646,6214392,CORUÑA (A),MUGARDOS,MUGARDOS,15620,"LUGAR A GALLADA-SAN XOAN DE PIÑEIRO, 0",I,-8.205667,43.442306, ,1.219,0, ,1.259000, , , ,1.429000, , , ,LA GALLADA,P,dm,L-D: 08:00-21:30,L-D: 08:00-21:30, ,2019/04/29 00:00:00+00
-9.072028,42.785278,2647,6214393,CORUÑA (A),MUROS,MUROS,15250,"POLIGONO DE MUROS - VENTIN, S/N",D,-9.072028,42.785278,1.409000,1.299,0, ,1.359000, , , ,1.529000, , , ,REPSOL,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-9.049167,42.771667,2648,6214394,CORUÑA (A),MUROS,MUROS,15250,CARRETERA C-550 KM. 34,D,-9.049167,42.771667,1.389000,1.295,0, ,1.355000, , , ,1.504000, , , ,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-9.055806,42.787361,2649,6214395,CORUÑA (A),MUROS,MUROS,15250,"CALLE PORTOCARRAL, 1",D,-9.055806,42.787361,1.391000,1.299,0, ,1.359000, , , ,1.519000, , , ,SHELL,P,dm,L: 07:00-23:00,L: 07:00-23:00, ,2019/04/29 00:00:00+00
-9.214806,43.103083,2650,6214396,CORUÑA (A),MUXÍA,MUXIA,15124,"MUELLE MARINA MUXIA, SN",D,-9.214806,43.103083, ,1.299,0, , , , , , , , , ,SHELL,P,dm,L-D: 08:00-22:00,L-D: 08:00-22:00, ,2019/04/29 00:00:00+00
-8.197694,43.498139,2651,6214397,CORUÑA (A),NARÓN,NARON,15320,CARRETERA CASTILLA KM. 624,D,-8.197694,43.498139,1.377000,1.281,0, ,1.372000, , , ,1.519000, , , ,BP NARON,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.196611,43.488944,2652,6214398,CORUÑA (A),NARÓN,NARON,15320,"RUA LUIS SEOANE, 147",D,-8.196611,43.488944,1.319000,1.229,0, , , , , ,1.429000, , , ,CONFORT AUTO,P,dm,"L-V: 08:00-21:00; S: 09:00-14:00","L-V: 08:00-21:00; S: 09:00-14:00", ,2019/04/29 00:00:00+00
-8.196944,43.533639,2653,6214399,CORUÑA (A),NARÓN,NARON,15320,AVD. DOS FERREIROS 1-3 POL. IND. RIO DO POZO 15578 NARON,D,-8.196944,43.533639, ,1.279,0, , , , , , , , , ,"TRANSPORTES ALMACENES TRANSITARIOS,S.A.",P,dm,L-V: 09:00-13:00 y 15:30-19:30,L-V: 09:00-13:00 y 15:30-19:30, ,2019/04/29 00:00:00+00
-8.206333,43.489139,2654,6214400,CORUÑA (A),NARÓN,GANDARA,15570,"RUA NICASIO PEREZ LOPEZ, 57",D,-8.206333,43.489139,1.389000,1.299,0, ,1.359000, , , ,1.504000, , , ,CEPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.200111,43.488583,2655,6214401,CORUÑA (A),NARÓN,GANDARA,15570,"AVENIDA DO MAR, 94",D,-8.200111,43.488583,1.269000,1.149,0, , , , , , , , , ,SBC,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.21575,43.534194,2656,6214402,CORUÑA (A),NARÓN,CAMPO DAS RATAS,15540,"LUGAR CAMPO DAS RATAS, S/N",D,-8.21575,43.534194,1.379000,1.279,0, ,1.329000, , , ,1.489000, , , ,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.196972,43.490167,2657,6214403,CORUÑA (A),NARÓN,CADAVAL,15570,"AVENIDA MAR, 105",D,-8.196972,43.490167,1.264000,1.144,0, , , , , , , , , ,PETROPRIX,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.199778,43.489111,2658,6214404,CORUÑA (A),NARÓN,GANDARA DE ABAJO,15570,"AVENIDA DEL MAR, 96",I,-8.199778,43.489111,1.389000,1.299,0, ,1.359000, , , ,1.504000, , , ,CEPSA,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
-8.158361,43.51625,2659,6214405,CORUÑA (A),NARÓN,XUBIA,15570,"CARRETERA CASTILLA KM. 6,30",I,-8.158361,43.51625,1.379000,1.289,0, ,1.359000, , , ,1.499000, , , ,E.S. SANTA RITA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00, ,2019/04/29 00:00:00+00
-8.19625,43.532,2660,6214406,CORUÑA (A),NARÓN,O'VAL-NARÓN,15578,"AVENIDA GONZALO NAVARRO, 129",D,-8.19625,43.532,1.361000,1.246,0, ,1.296000, , , , , , , ,VALCARCE,P,dm,L-D: 24H,L-D: 24H, ,2019/04/29 00:00:00+00
