provincia,municipio,localidad,codigo_po,direccion,longitud,latitud
ALAVA,ZUIA,ALTUBE,1139,"AU AP-68, 36",-2.873583,42.966471999999996
ALAVA,ZUIA,ALTUBE,1139,"AU AP-68, 36",-2.870083,42.966111
ALAVA,ZUIA,MURGIA,1130,"N-622 km 20,3",-2.827722,42.961583000000005
ALBACETE,ABENGIBRE,ABENGIBRE,2250,"AVENIDA CASTILLA LA MANCHA, 26",-1.539167,39.211417
ALBACETE,ALATOZ,ALATOZ,2152,"CR CM-332, 46,4",-1.346083,39.100389
ALBACETE,ALBACETE,ALBACETE,2001,"AVENIDA 1o DE MAYO, S/N",-1.8685,38.985667
ALBACETE,ALBACETE,ALBACETE,2001,"CALLE PRINCIPE DE ASTURIAS (POLIGONO DE ROMICA), 5",-1.8319999999999999,39.054694
ALBACETE,ALBACETE,ALBACETE,2001,"CALLE FEDERICO GARCIA LORCA, 1",-1.8498330000000003,39.000861
ALBACETE,ALBACETE,ALBACETE,2005,"AVENIDA MENENDEZ PIDAL, 58",-1.864917,39.003333000000005
ALBACETE,ALBACETE,ALBACETE,2005,"CL PASEO DE LA CUBA, 15",-1.854556,38.999722
ALBACETE,ALBACETE,ALBACETE,2005,"PASEO CUBA (LA), 36",-1.8599169999999998,39.005083
ALBACETE,ALBACETE,ALBACETE,2002,"CALLE HERMANOS FALCO, 2",-1.849028,38.98925
ALBACETE,ALBACETE,ALBACETE,2006,"CALLE CTRA. DE JAEN, 79",-1.883694,38.988110999999996
ALBACETE,ALBACETE,ALBACETE,2006,"CALLE ALMANSA, 2",-1.8470830000000003,38.984139
ALBACETE,ALBACETE,ALBACETE,2006,"CR N-322, 337,8",-2.031861,38.925833000000004
ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA N-322 KM. 359,-1.8450830000000003,39.033139
ALBACETE,ALBACETE,ALBACETE,2006,"CR N-301, 244",-1.892972,39.027778000000005
ALBACETE,ALBACETE,ALBACETE,2006,"AVDA. DE LOS TOREROS, S/N",-1.869889,38.998222
ALBACETE,ALBACETE,ALBACETE,2006,"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N",-1.847361,38.988972
ALBACETE,ALBACETE,ALBACETE,2006,"AVENIDA 1o DE MAYO, S/N",-1.8668060000000002,38.985194
ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA JAEN KM. 2,-1.871722,38.994667
ALBACETE,ALBACETE,ALBACETE,2006,"PG CAMPOLLANO-P. 2-CT, S.N.",-1.874972,39.012583
ALBACETE,ALBACETE,ALBACETE,2006,"AVDA. DE ESPANA (PROX. A C/ SAN JUAN), S/N",-1.8533060000000001,38.982167
ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA NACIONAL 322 PTO KM 347 KM. 347,-1.9355,38.965639
ALBACETE,ALBACETE,ALBACETE,2099,CARRETERA NACIONAL 301 KM. 256,-1.831639,38.929389
ALBACETE,ALBACETE,ALBACETE,2004,CARRETERA N-322 KM. 349,-1.919778,38.970167
ALBACETE,ALBACETE,SANTA ANA,2328,"AVENIDA PRINCIPE, 2",-1.994028,38.900944
ALBACETE,ALBACETE,SALOBRAL (EL),2140,"CM. 3203 km 14,1",-1.9205,38.867556
ALBACETE,ALBACETE,AGUAS NUEVAS,2049,"AVDA. ALBACETE, S/N (AB-2 km 5)",-1.9156939999999998,38.923889
ALBACETE,ALBACETE,ALBACETE,2007,"MADRID-CARTAGENA km 248,5",-1.845278,38.971722
ALBACETE,ALBACETE,ALBACETE,2007,"MADRID-CARTAGENA km 248,5",-1.8453060000000001,38.971778
ALBACETE,ALBACETE,ALBACETE,2007,AUTOVIA A-31 KM. 69,-1.891361,39.031528
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67",-1.8865560000000001,39.021583
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA PRIMERA, S/N",-1.8820560000000002,39.022139
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA 0, 48",-1.886278,39.021778000000005
ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO CAMPOLLANO, 55",-1.871361,39.015444
ALBACETE,ALBACETE,ALBACETE,2007,"CARRETERA C-M 332 KM. 2,6",-1.831611,38.998111
ALBACETE,ALBACETE,ALBACETE,2007,"POLIGONO AVDA. 3a, ESQUINA C/AUTOVIA, 69",-1.8743330000000002,39.018
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA PRIMERA, 94",-1.8939439999999998,39.016360999999996
ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA 3a ESQUINA C/ F No3, 3",-1.8856939999999998,39.009417
ALBACETE,ALBACETE,ALBACETE,2080,"POLIGONO No 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N",-1.823639,38.969361
ALBACETE,ALBACETE,ALBACETE,2080,"CARRETERA DE LAS PENAS KM 0+238 KM. 0,238",-1.8731939999999998,38.970778
ALBACETE,ALBACETE,ALBACETE,2080,"AUTOVIA A-30 KM. 239,4",-1.93325,39.059806
ALBACETE,ALBACETE,ALBACETE,2080,"AUTOVIA A-30 KM. 239,4",-1.933056,39.060528000000005
ALBACETE,ALCADOZO,ALCADOZO,2124,"CM-3203 km 41,9",-1.9789169999999998,38.646833
ALBACETE,ALCALA DEL JUCAR,ALCALA DEL JUCAR,2210,"CARRETERA CM-3201 47,1 KM. 47,1",-1.433222,39.203167
ALBACETE,ALCARAZ,ALCARAZ,2300,"CR N-322 276,5",-2.492222,38.673111
ALBACETE,ALCARAZ,JARDIN (EL),2330,"CR N-322, 302,8",-2.327639,38.808528
ALBACETE,ALMANSA,ALMANSA,2640,AUTOVIA A-31 KM. 140,-1.17575,38.875028
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA CIRCUNVALACION, 26",-1.08475,38.859944
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA MADRID, 11",-1.1079999999999999,38.871556
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA CIRCUNVALACION, 9",-1.098889,38.879166999999995
ALBACETE,ALMANSA,ALMANSA,2640,"CALLE INFANTE DON JUAN MANUEL, 4",-1.10125,38.874583
ALBACETE,ALMANSA,ALMANSA,2640,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594,-1.027694,38.850278
ALBACETE,ALMANSA,ALMANSA,2640,"AVENIDA CIRCUNVALACION, 17",-1.089278,38.874083
ALBACETE,ALMANSA,ALMANSA,2640,"AUTOVIA A-31 KM. 143,350",-1.143722,38.878278
ALBACETE,ALMANSA,ALMANSA,2640,"CL AVDA. DE AYORA, S.N. A",-1.1005280000000002,38.874583
ALBACETE,ALPERA,ALPERA,2690,"BONETE, S/No",-1.236552,38.958875
ALBACETE,BALAZOTE,BALAZOTE,2320,"N-322 km 326,2",-2.150639,38.878028
ALBACETE,BARRAX,BARRAX,2639,"CALLE ALBACETE, 57",-2.1951389999999997,39.043139000000004
ALBACETE,BARRAX,BARRAX,2639,CAMINO DE LOS GONZALOS SN,-2.192996,39.051235999999996
ALBACETE,BONETE,BONETE,2691,"CR N-430, 566,3",-1.331611,38.876111
ALBACETE,BONETE,BONETE,2691,AUTOVIA A-31 KM. 126,-1.3315,38.875861
ALBACETE,BONILLO (EL),BONILLO (EL),2610,"CALLE CARRETERA MUNERA, 2",-2.535056,38.953361
ALBACETE,CASAS DE JUAN NUNEZ,CASAS DE JUAN NUNEZ,2151,"AVDA. ALBACETE, 33",-1.560857,39.100792
ALBACETE,CASAS-IBANEZ,CASAS-IBANEZ,2200,CARRETERA ALBACETE KM. 94,-1.477806,39.283944
ALBACETE,CAUDETE,CAUDETE,2660,AUTOVIA A-31 KM. 172,-0.933861,38.721917
ALBACETE,CAUDETE,CAUDETE,2660,"CR N-344 DIRC.VALENCIA, KM.  118.3",-0.943,38.727472
ALBACETE,CAUDETE,CAUDETE,2660,"AVENIDA VALENCIA DE, 16",-0.9821110000000001,38.708944
ALBACETE,CAUDETE,CAUDETE,2660,"CR N-330, 71,4",-0.955833,38.756417
ALBACETE,CAUDETE,CAUDETE,2660,"CARRETERA N-344 KM. 114,500",-0.974778,38.710861
ALBACETE,CAUDETE,CAUDETE,2660,CARRETERA D-12 ESTACION KM. 32,-0.9716389999999999,38.711694
ALBACETE,CHINCHILLA DE MONTE-ARAGON,CHINCHILLA DE MONTE-ARAGO,2520,AUTOVIA A-31 KM. 86,-1.758,38.937583000000004
ALBACETE,CHINCHILLA DE MONTE-ARAGON,CHINCHILLA DE MONTE-ARAGO,2520,AUTOVIA A-31 KM. 86,-1.757611,38.938611
ALBACETE,CHINCHILLA DE MONTE-ARAGON,CHINCHILLA DE MONTE-ARAGO,2520,"Ctra. AB-430 KM 530,3",-1.726278,38.915972
ALBACETE,CHINCHILLA DE MONTE-ARAGON,VILLAR DE CHINCHILLA,2695,"CARRETERA NACIONAL 430 AUTOVIA KM. 548,5",-1.5836940000000002,38.921583
ALBACETE,CHINCHILLA DE MONTE-ARAGON,VILLAR DE CHINCHILLA,2695,AUTOVIA A31 KM. 111,-1.5028059999999999,38.898306
ALBACETE,ELCHE DE LA SIERRA,ELCHE DE LA SIERRA,2430,"CL BOLEA, 36 (CM-412 km 235,65)",-2.044778,38.451306
ALBACETE,FUENTE-ALAMO,FUENTE-ALAMO,2651,"AVDA. DOCTOR PEREZ GIL, 25",-1.433306,38.689833
ALBACETE,FUENTEALBILLA,FUENTEALBILLA,2260,N-322 (CORDOBA-VALENCIA) km 399,-1.5486389999999999,39.269971999999996
ALBACETE,GINETA (LA),GINETA (LA),2110,"CR N-301, 231,8",-1.9901939999999998,39.107667
ALBACETE,GINETA (LA),GINETA (LA),2110,"CR A-31, 235",-1.963944,39.086278
ALBACETE,GOLOSALVO,GOLOSALVO,2253,CARRETERA NACIONAL 322 KM. 390,-1.635111,39.238110999999996
ALBACETE,HELLIN,HELLIN,2400,CARRETERA N-301 KM. 316,-1.7030560000000001,38.524444
ALBACETE,HELLIN,HELLIN,2400,CARRETERA MURCIA KM. 33,-1.6878330000000001,38.506806
ALBACETE,HELLIN,HELLIN,2400,"POLIGONO SAN RAFAEL 3a FASE, SN",-1.705389,38.545111
ALBACETE,HELLIN,HELLIN,2400,CARRETERA CM 412 KM. 273,-1.6948889999999999,38.532389
ALBACETE,HELLIN,HELLIN,2400,"CARRETERA POZOHONDO KM. 0,900",-1.7069720000000002,38.528306
ALBACETE,HELLIN,HELLIN,2400,CARRETERA JAEN KM. 47,-1.7145560000000002,38.502889
ALBACETE,HELLIN,HELLIN,2400,"CARRETERA A-30 KM. 328,2",-1.571667,38.417305999999996
ALBACETE,HELLIN,HELLIN,2400,"AUTOVIA A-30 KM. 322,5",-1.596722,38.46425
ALBACETE,HELLIN,HELLIN,2400,CARRETERA TORREUCHEA KM. 1,-1.6363889999999999,38.495971999999995
ALBACETE,HELLIN,HELLIN,2400,"MELCHOR  DE MACANAZ, 66",-1.6969720000000001,38.511222
ALBACETE,HELLIN,HELLIN,2400,CARRETERA N 301-A KM. S/N,-1.6776939999999998,38.502528000000005
ALBACETE,HELLIN,ISSO,2420,CARRETERA DE HELLIN KM. 104,-1.741111,38.491861
ALBACETE,LETUR,LETUR,2434,"CARRETERA A 45 KM. 39,8",-2.111056,38.356556
ALBACETE,LEZUZA,LEZUZA,2160,"PASEO LIBERTAD, 62",-2.354861,38.948471999999995
ALBACETE,MADRIGUERAS,MADRIGUERAS,2230,"AVENIDA LEVANTE, 15",-1.7994720000000002,39.233056
ALBACETE,MADRIGUERAS,MADRIGUERAS,2230,CARRETERA C-3222 KM. 9,-1.800611,39.226611
ALBACETE,MINAYA,MINAYA,2620,"CARRERA N-301, 195,2",-2.330333,39.276056
ALBACETE,MONTEALEGRE DEL CASTILLO,MONTEALEGRE DEL CASTILLO,2650,"CALLE CAPATAZ SANTIAGO, 23",-1.33025,38.785917
ALBACETE,MUNERA,MUNERA,2612,"CALLE POZO (EL), 106",-2.485028,39.043806
ALBACETE,NERPIO,NERPIO,2530,"CR AB-702, 45,6",-2.293444,38.151167
ALBACETE,ONTUR,ONTUR,2652,CAMINO DE HELLIN S/N,-1.508333,38.609556
ALBACETE,OSSA DE MONTIEL,OSSA DE MONTIEL,2611,CARRETERA N 430 KM. 429,-2.7515,38.967166999999996
ALBACETE,PENAS DE SAN PEDRO,PENAS DE SAN PEDRO,2120,"AVENIDA GUARDIA CIVIL, S/N",-1.990278,38.724028000000004
ALBACETE,PETROLA,PETROLA,2692,CARRETERA FUENTEALAMO KM. 36,-1.5536940000000001,38.828806
ALBACETE,POZO CANADA,POZO CANADA,2099,"CALLE ANTONIO MACHADO, 2",-1.736389,38.805278
ALBACETE,POZOHONDO,POZOHONDO,2141,"CR CM-313 61,7",-1.91075,38.717556
ALBACETE,POZO-LORENTE,POZO-LORENTE,2154,"POLIGONO PARAJE RECIAL, 2",-1.5126110000000001,39.081278000000005
ALBACETE,POZUELO,POZUELO,2327,CARRETERA M 313 KM. 50,-2.098778,38.804722
ALBACETE,RIOPAR,RIOPAR,2450,"CARRETERA CM-412 KM. 199,5",-2.411444,38.493528000000005
ALBACETE,ROBLEDO,ROBLEDO,2340,CARRETERA NACIONAL 320 KM. 289,-2.450028,38.771194
ALBACETE,RODA (LA),RODA (LA),2630,"CARRETERA AB101 KM. 0,2",-2.158028,39.218389
ALBACETE,RODA (LA),RODA (LA),2630,"CALLE ALFREDO ATIENZA, 156",-2.149,39.201667
ALBACETE,RODA (LA),RODA (LA),2630,AUTOVIA A-31 KM. 40,-2.166444,39.212972
ALBACETE,RODA (LA),RODA (LA),2630,MARTIRES 209,-2.1717779999999998,39.212861
ALBACETE,RODA (LA),RODA (LA),2630,CARRETERA A-31 KM. 50,-2.05125,39.143972
ALBACETE,RODA (LA),RODA (LA),2630,"CR NACIONAL 301, KM 209,5",-2.1710279999999997,39.212361
ALBACETE,RODA (LA),RODA (LA),2630,"AUTOVIA A-31 KM. 34,50",-2.186083,39.225
ALBACETE,RODA (LA),RODA (LA),2630,"CARRETERA CM-3114 KM. 0,1",-2.1566669999999997,39.213722
ALBACETE,SOCOVOS,SOCOVOS,2435,"AVENIDA DE LA PAZ, 3",-1.981861,38.331361
ALBACETE,TARAZONA DE LA MANCHA,TARAZONA DE LA MANCHA,2100,"AVENIDA ALBACETE, 35",-1.912194,39.256194
ALBACETE,TARAZONA DE LA MANCHA,TARAZONA DE LA MANCHA,2100,"CL AVENIDA DE LA RODA, 1",-1.911389,39.25975
ALBACETE,TOBARRA,TOBARRA,2500,"AVENIDA GUARDIA CIVIL, 162",-1.6808330000000002,38.601721999999995
ALBACETE,TOBARRA,TOBARRA,2500,"CAMINO CAMINO DEL GUIJARRAL, 0",-1.6940830000000002,38.603305999999996
ALBACETE,TOBARRA,TOBARRA,2500,"AVENIDA GUARDIA CIVIL, 233",-1.6809169999999998,38.602278000000005
ALBACETE,TOBARRA,TOBARRA,2500,"AVENIDA GUARDIA CIVIL, 114",-1.6854169999999997,38.594639
ALBACETE,VALDEGANGA,VALDEGANGA,2150,"C/. FEDERICO GARCIA LORCA, 47",-1.679528,39.131944
ALBACETE,VILLALGORDO DEL JUCAR,VILLALGORDO DEL JUCAR,2636,"CARRETERA CM-3114 KM. 12,7",-2.067639,39.302389
ALBACETE,VILLAMALEA,VILLAMALEA,2270,"CARRETERA CM-3201 KM. 22,70",-1.592778,39.366861
ALBACETE,VILLAPALACIOS,VILLAPALACIOS,2350,"CR N-322, 258,8",-2.6262220000000003,38.581722
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"AVENIDA REYES CATOLICOS, 133",-2.5917220000000003,39.277056
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"AVENIDA REYES CATOLICOS, 108",-2.5941110000000003,39.272056
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"CARRETERA NACIONAL 310 KM. 137,7",-2.567139,39.293721999999995
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,CARRETERA OSSA DE MONTIEL KM. 21,-2.613778,39.257528
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"AVENIDA REYES CATOLICOS, S/N",-2.5900279999999998,39.276944
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,CARRETERA DE LAS MESAS KM. 005,-2.617083,39.27225
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"CALLE DOS DE MAYO, 167",-2.602028,39.278222
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,AUTOVIA A-43 KM. 129,-2.586778,39.258778
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"AVENIDA REYES CATOLICOS, 26",-2.599417,39.261472
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,AUTOVIA A-43 KM. 390,-2.708528,39.205194
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"CARRETERA N-310 KM. 120,5",-2.713722,39.198
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,2600,"AVENIDA REYES CATOLICOS (APARCAMIENTO DEL CARREFOUR), S/N",-2.579639,39.285722
ALBACETE,YESTE,YESTE,2480,CARRETERA DE HELLIN KM. 42,-2.314667,38.368666999999995
ALBACETE,YESTE,YESTE,2480,"CARRETERA CM 3206 KM. 27,4",-2.30225,38.368278000000004
ALICANTE,AGOST,AGOST,3698,AUTOPISTA AP 7 KM. 696,-0.5999720000000001,38.406528
ALICANTE,AGOST,AGOST,3698,AUTOPISTA AP 7 KM. 696,-0.599444,38.408861
ALICANTE,AGOST,AGOST,3698,CARRETERA SAN VICENTE - AGOST KM. 11,-0.63725,38.434416999999996
ALICANTE,AGOST,AGOST,3698,CARRETERA AGOST-NOVELDA KM 2 KM. 2,-0.66225,38.429417
ALICANTE,ALBATERA,ALBATERA,3340,"CARRETERA N-340 KM. 696,7",-0.89475,38.165222
ALICANTE,ALBATERA,ALBATERA,3340,"N-340 km 696,7",-0.848722,38.199417
ALICANTE,ALBATERA,ALBATERA,3340,"CARRETERA N-340 KM. 702,1",-0.848833,38.199389000000004
ALICANTE,ALBATERA,ALBATERA,3340,"CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5",-0.889167,38.168110999999996
ALICANTE,ALBATERA,ALBATERA,3340,"CARRETERA CATRAL-ALBATERA KM. 4,2",-0.8540559999999999,38.175028000000005
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3801,"CALLE ALICANTE, 62",-0.47961099999999995,38.688639
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3801,"CALLE ALICANTE, 58",-0.48013900000000004,38.689389
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3801,"CALLE ALICANTE, 62",-0.47969399999999995,38.689083000000004
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3800,"CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1",-0.46625,38.711556
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3800,"PG COTES BAIXES,CALLE C,PARC.1, 0",-0.462528,38.714361
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3800,"AVENIDA TIRANT, S/N",-0.47255600000000003,38.70875
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3800,"N-340 km 131,000",-0.47130600000000006,38.683389
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3800,"Alicante, 1 - P.I. Beniata",-0.477972,38.695083000000004
ALICANTE,ALCOY/ALCOI,ALCOY/ALCOI,3800,"CL OLIVER, S.N.",-0.48961099999999996,38.691889
ALICANTE,ALFAS DEL PI (L'),ALFAS DEL PI (L'),3580,CL AVDA. DEL PAIS VALENCIANO S.N.,-0.10538900000000001,38.581361
ALICANTE,ALFAS DEL PI (L'),ALFAS DEL PI (L'),3581,"AP-1535 km 2,000",-0.082972,38.567721999999996
ALICANTE,ALGORFA,ALGORFA,3169,"POLIGONO SECTOR VIII - EL ZOCO, S/N",-0.7466109999999999,38.058389
ALICANTE,ALGUENA,ALGUENA,3668,"CALLE SAN JUAN, 32",-0.9982219999999999,38.339222
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3004,"CL PLAZA SAN ANTONIO, 9",-0.487472,38.351361
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3013,"AVENIDA DENIA, 75",-0.46736099999999997,38.359667
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3013,"AVENIDA DENIA, 80",-0.466972,38.359278
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3013,"AVENIDA PADRE ESPLA, 36",-0.47675,38.357
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3009,"CALLE FORTUNY, S/N",-0.49944399999999994,38.375333000000005
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3009,"AVENIDA DE LA UNIVERSIDAD, SN",-0.508861,38.376194
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3009,"CALLE JATIVA, S/N",-0.504722,38.377722
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3009,"AVENIDA UNIVERSIDAD, S/N",-0.506833,38.374139
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3009,"AVENIDA NOVELDA, 179",-0.4975,38.370222
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3010,"AVENIDA NOVELDA, 70",-0.494306,38.364222
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3010,"AVENIDA ALCOY, 2",-0.487889,38.355528
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3012,"AVENIDA JIJONA, 88",-0.483944,38.358556
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3014,"AVENIDA GASTON CASTELLO, 58",-0.48694399999999993,38.375111
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3015,"AVENIDA ANTONIO RAMOS CARRATALA, 56",-0.46680600000000005,38.370694
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3540,"AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7)",-0.43455600000000005,38.363639
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3016,"AVENIDA DENIA, 150",-0.45380600000000004,38.375471999999995
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3016,"AVENIDA DENIA, 60",-0.47230600000000006,38.355389
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3016,"VIAL CONEXION N-332 Y A-7, S/N",-0.446667,38.37
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3016,"VIAL FLORA DE ESPANA, 28",-0.44477799999999995,38.369111
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3112,CARRETERA A-214 KM. 5,-0.47775,38.400999999999996
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3112,"CL PINTOR GASTON CASTELLO, 34",-0.48819399999999996,38.378083000000004
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3112,"CALLE MUSICO JOSE TORREGROSA, 33",-0.48975,38.383583
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3011,"AVENIDA NOVELDA, 216",-0.499722,38.376944
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3011,"AVENIDA PINTOR GASTON CASTELLO, 1",-0.48661099999999996,38.370083
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3011,"AVENIDA NOVELDA, 204",-0.498972,38.375972
ALICANTE,ALICANTE/ALACANT,SANTA FAZ,3559,"AVENIDA DE DENIA, 183",-0.44997200000000004,38.385639000000005
ALICANTE,ALICANTE/ALACANT,SANTA FAZ,3559,"CARRETERA 112,6 KM. N-332",-0.447417,38.38625
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3006,CARRETERA MADRID ESQ.RIO JUCAR KM. 19,-0.522944,38.344611
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3006,"AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE",-0.517889,38.345583000000005
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3006,"CARRETERA N-330A KM. 407,7",-0.545111,38.343610999999996
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3006,"POLIGONO PLA VALLONGA CALLE 8, PARCELA 15",-0.555389,38.34825
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3006,"AVENIDA NEPTUNO, 4",-0.5241939999999999,38.344
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3006,CARRETERA N-330 KM. 409,-0.523167,38.344944
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3006,"CALLE OCANA, 16",-0.522278,38.345056
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3008,"POL. IND. BABEL C/ ARTES GR?FICAS, 89",-0.512472,38.335861
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3008,"AVENIDA ELCHE, 150",-0.521389,38.303611
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3008,"AVENIDA ELCHE (N-332 P.K. 102), 16",-0.5003890000000001,38.337778
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3008,"AVENIDA RAMON GOMEZ SEMPERE, 4",-0.5135,38.330583000000004
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3007,Rosa de los Vientos (esq. Camino Viejo de Elche),-0.523139,38.337778
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3007,"CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N",-0.51775,38.340028000000004
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3007,CARRETERA OCANA KM. 7,-0.518333,38.344916999999995
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3007,"N-330-P.K. 409,1 P.I. El Espartal",-0.520556,38.34525
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3007,"AVENIDA ALCALDE LORENZO CARBONELL, 71",-0.516,38.338611
ALICANTE,ALICANTE/ALACANT,BACAROT (EL),3114,"POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N",-0.5384720000000001,38.344139
ALICANTE,ALICANTE/ALACANT,FONT-CALENT,3113,CARRETERA N-330 A KM. 401,-0.607083,38.342361
ALICANTE,ALICANTE/ALACANT,MORALET,3699,"CARRETERA CV 820 KM. 1,4",-0.565972,38.411
ALICANTE,ALICANTE/ALACANT,MORALET,3699,"CARRETERA CV 820 KM. 1,3",-0.565444,38.4115
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3114,"AVENIDA ANTIGUA PESETA, 75",-0.564806,38.339667
ALICANTE,ALICANTE/ALACANT,ALICANTE/ALACANT,3114,"CALLE DEL RUBLO PARC R75, 75",-0.566472,38.338278
ALICANTE,ALMORADI,ALMORADI,3160,"CARRETERA C-3321 KM. 38,1",-0.781806,38.123556
ALICANTE,ALMORADI,ALMORADI,3160,"Principe De EspanA, 10",-0.78875,38.115139
ALICANTE,ALMORADI,ALMORADI,3160,"AVENIDA ORIHUELA, 17",-0.797083,38.104778
ALICANTE,ALMORADI,ALMORADI,3160,"AVENIDA COMUNIDAD EUROPEA, 1",-0.796528,38.099361
ALICANTE,ALMORADI,ALMORADI,3160,"CALLE PARTIDA DE LA ERA ALTA, 57",-0.783083,38.122583
ALICANTE,ALTEA,ALTEA,3590,"Carrer De La Mar, 157",-0.054916999999999994,38.593222
ALICANTE,ALTEA,ALTEA,3590,"CARRETERA N-332 KM. 155,5",-0.064694,38.586556
ALICANTE,ALTEA,ALTEA,3590,"CARRETERA LA NUCIA KM. 2,8",-0.078472,38.605917
