Ciudades;Distance
San Sebastian2Vitoria1;103978
San Sebastian2Vitoria2;101162
San Sebastian2Zamora1;432226
San Sebastian2Zamora2;430635
San Sebastian2Zaragoza1;260859
Santander1A Coru̱a1;451145
Santander1A Coru̱a2;451806
Santander1Albacete1;698295
Santander1Albacete2;698138
Santander1Alicante1;861456
Santander1Alicante2;861456
Santander1Almeria1;997817
Santander1Almeria2;997817
Santander1Avila1;382257
Santander1Avila2;381759
Santander1Badajoz1;662188
Santander1Badajoz2;696961
Santander1Barcelona1;700186
Santander1Barcelona2;710104
Santander1Bilbao1;101495
Santander1Bilbao2;98007
Santander1Burgos1;180335
Santander1Burgos2;218305
Santander1Caceres1;573534
Santander1Caceres2;574430
Santander1Cadiz1;945482
Santander1Cadiz2;945428
Santander1Castellon1;717246
Santander1Castellon2;717107
Santander1Ciudad Real1;640287
Santander1Ciudad Real2;657893
Santander1Cordoba1;848743
Santander1Cordoba2;848462
Santander1Cuenca1;609786
Santander1Cuenca2;609789
Santander1Girona1;784739
Santander1Girona2;786784
Santander1Granada1;870950
Santander1Granada2;868051
Santander1Guadalajara1;475722
Santander1Guadalajara2;475660
Santander1Huelva1;914394
Santander1Huelva2;912761
Santander1Huesca1;468019
Santander1Huesca2;467899
Santander1Jaen1;786062
Santander1Jaen2;788296
Santander1Leon1;265178
Santander1Leon2;264790
Santander1Lerida1;547794
Santander1Lerida2;546225
Santander1Logrono1;234136
Santander1Logrono2;233407
Santander1Lugo1;412598
Santander1Lugo2;416807
Santander1Madrid1;455117
Santander1Madrid2;453374
Santander1Malaga1;990985
Santander1Malaga2;990410
Santander1Murcia1;840400
Santander1Murcia2;840400
Santander1Ourense1;543274
Santander1Ourense2;543653
Santander1Oviedo1;192625
Santander1Oviedo2;192572
Santander1Palencia1;199725
Santander1Palencia2;199782
Santander1Pamplona1;251407
Santander1Pamplona2;252986
Santander1Pontevedra1;554662
Santander1Pontevedra2;554275
Santander1Salamanca1;361132
Santander1Salamanca2;363815
Santander1San Sebastian1;196784
Santander1San Sebastian2;196784
Santander1Santander1;0
Santander1Santander2;649
Santander1Segovia1;360145
Santander1Segovia2;358689
Santander1Sevilla1;829104
Santander1Sevilla2;826139
Santander1Soria1;328961
Santander1Soria2;327225
Santander1Tarragona1;631855
Santander1Tarragona2;630599
Santander1Teruel1;570795
Santander1Teruel2;570795
Santander1Toledo1;524444
Santander1Toledo2;521438
Santander1Valencia1;710312
Santander1Valencia2;713549
Santander1Valladolid1;247570
Santander1Valladolid2;247090
Santander1Vitoria1;162443
Santander1Vitoria2;159626
Santander1Zamora1;344027
Santander1Zamora2;342436
Santander1Zaragoza1;397799
Santander2A Coru̱a1;450954
Santander2A Coru̱a2;451616
Santander2Albacete1;698104
Santander2Albacete2;697947
Santander2Alicante1;861265
Santander2Alicante2;861265
Santander2Almeria1;997626
Santander2Almeria2;997626
Santander2Avila1;382066
Santander2Avila2;381568
Santander2Badajoz1;661997
Santander2Badajoz2;696770
Santander2Barcelona1;699995
Santander2Barcelona2;709913
Santander2Bilbao1;101304
Santander2Bilbao2;97816
Santander2Burgos1;180144
Santander2Burgos2;218114
Santander2Caceres1;573344
Santander2Caceres2;574239
Santander2Cadiz1;945291
Santander2Cadiz2;945237
Santander2Castellon1;717055
Santander2Castellon2;716916
Santander2Ciudad Real1;640096
Santander2Ciudad Real2;657702
Santander2Cordoba1;848552
Santander2Cordoba2;848271
Santander2Cuenca1;609595
Santander2Cuenca2;609599
Santander2Girona1;784548
Santander2Girona2;786593
Santander2Granada1;870759
Santander2Granada2;867860
Santander2Guadalajara1;475531
Santander2Guadalajara2;475469
Santander2Huelva1;914203
Santander2Huelva2;912570
Santander2Huesca1;467828
Santander2Huesca2;467708
Santander2Jaen1;785871
Santander2Jaen2;788106
Santander2Leon1;264987
Santander2Leon2;264600
Santander2Lerida1;547603
Santander2Lerida2;546034
Santander2Logrono1;233945
Santander2Logrono2;233216
Santander2Lugo1;412407
Santander2Lugo2;416616
Santander2Madrid1;454926
Santander2Madrid2;453183
Santander2Malaga1;990794
Santander2Malaga2;990219
Santander2Murcia1;840209
Santander2Murcia2;840209
Santander2Ourense1;543083
Santander2Ourense2;543462
Santander2Oviedo1;192435
Santander2Oviedo2;192381
Santander2Palencia1;199534
Santander2Palencia2;199591
Santander2Pamplona1;251216
Santander2Pamplona2;252795
Santander2Pontevedra1;554471
Santander2Pontevedra2;554084
Santander2Salamanca1;360941
Santander2Salamanca2;363624
Santander2San Sebastian1;196593
Santander2San Sebastian2;196593
Santander2Santander1;466
Santander2Santander2;0
Santander2Segovia1;359954
Santander2Segovia2;358498
Santander2Sevilla1;828913
Santander2Sevilla2;825948
Santander2Soria1;328770
Santander2Soria2;327034
Santander2Tarragona1;631665
Santander2Tarragona2;630408
Santander2Teruel1;570604
Santander2Teruel2;570604
Santander2Toledo1;524253
Santander2Toledo2;521247
Santander2Valencia1;710121
Santander2Valencia2;713358
Santander2Valladolid1;247379
Santander2Valladolid2;246899
Santander2Vitoria1;162252
Santander2Vitoria2;159435
Santander2Zamora1;343836
Santander2Zamora2;342245
Santander2Zaragoza1;397608
Segovia1A Coru̱a1;524670
Segovia1A Coru̱a2;525331
Segovia1Albacete1;351530
Segovia1Albacete2;351373
Segovia1Alicante1;514691
Segovia1Alicante2;514691
Segovia1Almeria1;632930
Segovia1Almeria2;632930
Segovia1Avila1;64102
Segovia1Avila2;63604
Segovia1Badajoz1;476636
Segovia1Badajoz2;471811
Segovia1Barcelona1;706596
Segovia1Barcelona2;716514
Segovia1Bilbao1;356161
Segovia1Bilbao2;358434
Segovia1Burgos1;207308
Segovia1Burgos2;201351
Segovia1Caceres1;303975
Segovia1Caceres2;304871
Segovia1Cadiz1;720331
Segovia1Cadiz2;720278
Segovia1Castellon1;513142
Segovia1Castellon2;513003
Segovia1Ciudad Real1;275400
Segovia1Ciudad Real2;293006
Segovia1Cordoba1;483856
Segovia1Cordoba2;483575
Segovia1Cuenca1;259133
Segovia1Cuenca2;259137
Segovia1Girona1;791148
Segovia1Girona2;793193
Segovia1Granada1;506063
Segovia1Granada2;503164
Segovia1Guadalajara1;148064
Segovia1Guadalajara2;150059
Segovia1Huelva1;689244
Segovia1Huelva2;687611
Segovia1Huesca1;474429
Segovia1Huesca2;474309
Segovia1Jaen1;421175
Segovia1Jaen2;423409
Segovia1Leon1;271274
Segovia1Leon2;270887
Segovia1Lerida1;554203
Segovia1Lerida2;552634
Segovia1Logrono1;331820
Segovia1Logrono2;331091
Segovia1Lugo1;434958
Segovia1Lugo2;433662
Segovia1Madrid1;94777
Segovia1Madrid2;96458
Segovia1Malaga1;626098
Segovia1Malaga2;625523
Segovia1Murcia1;493635
Segovia1Murcia2;493635
Segovia1Ourense1;436635
Segovia1Ourense2;437014
Segovia1Oviedo1;384898
Segovia1Oviedo2;382166
Segovia1Palencia1;171204
Segovia1Palencia2;173253
Segovia1Pamplona1;406830
Segovia1Pamplona2;408409
Segovia1Pontevedra1;547320
Segovia1Pontevedra2;546933
Segovia1Salamanca1;168729
Segovia1Salamanca2;170093
Segovia1San Sebastian1;412001
Segovia1San Sebastian2;412001
Segovia1Santander1;366309
Segovia1Santander2;366007
Segovia1Segovia1;0
Segovia1Segovia2;2155
Segovia1Sevilla1;603954
Segovia1Sevilla2;600989
Segovia1Soria1;194342
Segovia1Soria2;194129
Segovia1Tarragona1;638265
Segovia1Tarragona2;637008
Segovia1Teruel1;395113
Segovia1Teruel2;395113
Segovia1Toledo1;159557
Segovia1Toledo2;156551
Segovia1Valencia1;447746
Segovia1Valencia2;447813
Segovia1Valladolid1;120656
Segovia1Valladolid2;120462
Segovia1Vitoria1;311836
Segovia1Vitoria2;315404
Segovia1Zamora1;188871
Segovia1Zamora2;187280
Segovia1Zaragoza1;403791
Segovia2A Coru̱a1;523219
Segovia2A Coru̱a2;523880
Segovia2Albacete1;352754
Segovia2Albacete2;352597
Segovia2Alicante1;515916
Segovia2Alicante2;515916
Segovia2Almeria1;634155
Segovia2Almeria2;634155
Segovia2Avila1;63446
Segovia2Avila2;62949
Segovia2Badajoz1;391973
Segovia2Badajoz2;473035
Segovia2Barcelona1;707820
Segovia2Barcelona2;717738
Segovia2Bilbao1;357386
Segovia2Bilbao2;359659
Segovia2Burgos1;208533
Segovia2Burgos2;202576
Segovia2Caceres1;303320
Segovia2Caceres2;304215
Segovia2Cadiz1;721556
Segovia2Cadiz2;721502
Segovia2Castellon1;514367
Segovia2Castellon2;514228
Segovia2Ciudad Real1;276625
Segovia2Ciudad Real2;294231
Segovia2Cordoba1;485081
Segovia2Cordoba2;484800
Segovia2Cuenca1;260358
Segovia2Cuenca2;260361
Segovia2Girona1;792373
Segovia2Girona2;794418
Segovia2Granada1;507287
Segovia2Granada2;504388
Segovia2Guadalajara1;149288
Segovia2Guadalajara2;151283
Segovia2Huelva1;690469
Segovia2Huelva2;688835
Segovia2Huesca1;475653
Segovia2Huesca2;475534
Segovia2Jaen1;422400
Segovia2Jaen2;424634
Segovia2Leon1;269823
Segovia2Leon2;269436
Segovia2Lerida1;555428
Segovia2Lerida2;553859
Segovia2Logrono1;333045
Segovia2Logrono2;332316
Segovia2Lugo1;433506
Segovia2Lugo2;432211
Segovia2Madrid1;96001
Segovia2Madrid2;97683
Segovia2Malaga1;627322
Segovia2Malaga2;626747
Segovia2Murcia1;494859
Segovia2Murcia2;494859
Segovia2Ourense1;435183
Segovia2Ourense2;435562
Segovia2Oviedo1;383446
Segovia2Oviedo2;380715
Segovia2Palencia1;164402
Segovia2Palencia2;166451
Segovia2Pamplona1;408055
Segovia2Pamplona2;409634
Segovia2Pontevedra1;545868
Segovia2Pontevedra2;545481
Segovia2Salamanca1;151127
Segovia2Salamanca2;152491
Segovia2San Sebastian1;413226
Segovia2San Sebastian2;413226
Segovia2Santander1;359507
Segovia2Santander2;359205
Segovia2Segovia1;1456
Segovia2Segovia2;0
Segovia2Sevilla1;605178
Segovia2Sevilla2;602213
Segovia2Soria1;195567
Segovia2Soria2;195353
Segovia2Tarragona1;639490
Segovia2Tarragona2;638233
Segovia2Teruel1;396338
Segovia2Teruel2;396338
Segovia2Toledo1;160782
Segovia2Toledo2;157776
Segovia2Valencia1;448971
Segovia2Valencia2;449038
Segovia2Valladolid1;113855
Segovia2Valladolid2;113660
Segovia2Vitoria1;313061
Segovia2Vitoria2;316628
Segovia2Zamora1;187419
Segovia2Zamora2;185829
Segovia2Zaragoza1;405015
Sevilla1A Coru̱a1;921480
Sevilla1A Coru̱a2;922141
Sevilla1Albacete1;520049
Sevilla1Albacete2;519893
Sevilla1Alicante1;594844
Sevilla1Alicante2;594844
Sevilla1Almeria1;405852
Sevilla1Almeria2;405852
Sevilla1Avila1;498798
Sevilla1Avila2;498301
Sevilla1Badajoz1;212254
Sevilla1Badajoz2;210176
Sevilla1Barcelona1;992068
Sevilla1Barcelona2;997077
Sevilla1Bilbao1;861591
Sevilla1Bilbao2;863864
Sevilla1Burgos1;720440
Sevilla1Burgos2;706986
Sevilla1Caceres1;257999
Sevilla1Caceres2;257649
Sevilla1Cadiz1;127796
Sevilla1Cadiz2;127742
Sevilla1Castellon1;718368
Sevilla1Castellon2;718229
Sevilla1Ciudad Real1;325555
Sevilla1Ciudad Real2;322651
Sevilla1Cordoba1;139650
Sevilla1Cordoba2;139369
Sevilla1Cuenca1;563150
Sevilla1Cuenca2;589592
Sevilla1Girona1;1086642
Sevilla1Girona2;1088688
Sevilla1Granada1;247264
Sevilla1Granada2;247682
Sevilla1Guadalajara1;576079
Sevilla1Guadalajara2;575768
Sevilla1Huelva1;98888
Sevilla1Huelva2;97255
Sevilla1Huesca1;900373
Sevilla1Huesca2;900254
Sevilla1Jaen1;240277
Sevilla1Jaen2;240619
Sevilla1Leon1;668084
Sevilla1Leon2;667696
Sevilla1Lerida1;980148
Sevilla1Lerida2;978579
Sevilla1Logrono1;837250
Sevilla1Logrono2;836521
Sevilla1Lugo1;831767
Sevilla1Lugo2;830471
Sevilla1Madrid1;534178
Sevilla1Madrid2;535719
Sevilla1Malaga1;213322
Sevilla1Malaga2;212747
Sevilla1Murcia1;523093
Sevilla1Murcia2;523093
Sevilla1Ourense1;789229
Sevilla1Ourense2;789608
Sevilla1Oviedo1;781707
Sevilla1Oviedo2;778976
Sevilla1Palencia1;633897
Sevilla1Palencia2;635946
Sevilla1Pamplona1;912260
Sevilla1Pamplona2;913839
Sevilla1Pontevedra1;750663
Sevilla1Pontevedra2;750275
Sevilla1Salamanca1;463012
Sevilla1Salamanca2;462671
Sevilla1San Sebastian1;917431
Sevilla1San Sebastian2;917431
Sevilla1Santander1;829002
Sevilla1Santander2;828700
Sevilla1Segovia1;604323
Sevilla1Segovia2;605656
Sevilla1Sevilla1;0
Sevilla1Sevilla2;5538
Sevilla1Soria1;743900
Sevilla1Soria2;746168
Sevilla1Tarragona1;902889
Sevilla1Tarragona2;901195
Sevilla1Teruel1;662751
Sevilla1Teruel2;662751
Sevilla1Toledo1;473157
Sevilla1Toledo2;475085
Sevilla1Valencia1;652972
Sevilla1Valencia2;653039
Sevilla1Valladolid1;584935
Sevilla1Valladolid2;583068
Sevilla1Vitoria1;817266
Sevilla1Vitoria2;820833
Sevilla1Zamora1;530095
Sevilla1Zamora2;529039
Sevilla1Zaragoza1;829735
Sevilla2A Coru̱a1;917348
Sevilla2A Coru̱a2;918009
Sevilla2Albacete1;526515
Sevilla2Albacete2;526358
Sevilla2Alicante1;605149
Sevilla2Alicante2;605149
Sevilla2Almeria1;416156
Sevilla2Almeria2;416156
Sevilla2Avila1;494666
Sevilla2Avila2;494169
Sevilla2Badajoz1;208122
Sevilla2Badajoz2;206044
Sevilla2Barcelona1;998534
Sevilla2Barcelona2;1003542
Sevilla2Bilbao1;857459
Sevilla2Bilbao2;859732
Sevilla2Burgos1;716308
Sevilla2Burgos2;702854
Sevilla2Caceres1;253867
Sevilla2Caceres2;253517
Sevilla2Cadiz1;122596
Sevilla2Cadiz2;122542
Sevilla2Castellon1;724834
Sevilla2Castellon2;724695
Sevilla2Ciudad Real1;332021
Sevilla2Ciudad Real2;329117
Sevilla2Cordoba1;146116
Sevilla2Cordoba2;145835
Sevilla2Cuenca1;569615
Sevilla2Cuenca2;596058
Sevilla2Girona1;1093108
Sevilla2Girona2;1095153
Sevilla2Granada1;257568
Sevilla2Granada2;257986
Sevilla2Guadalajara1;585467
Sevilla2Guadalajara2;585155
Sevilla2Huelva1;93878
Sevilla2Huelva2;92245
Sevilla2Huesca1;909761
Sevilla2Huesca2;909641
Sevilla2Jaen1;246742
Sevilla2Jaen2;247084
Sevilla2Leon1;663952
Sevilla2Leon2;663564
Sevilla2Lerida1;989536
Sevilla2Lerida2;987967
Sevilla2Logrono1;833118
Sevilla2Logrono2;832389
Sevilla2Lugo1;827635
Sevilla2Lugo2;826339
Sevilla2Madrid1;530046
Sevilla2Madrid2;531587
Sevilla2Malaga1;223627
Sevilla2Malaga2;223051
Sevilla2Murcia1;533398
Sevilla2Murcia2;533398
Sevilla2Ourense1;785097
Sevilla2Ourense2;785476
Sevilla2Oviedo1;777575
Sevilla2Oviedo2;774844
Sevilla2Palencia1;629765
Sevilla2Palencia2;631814
Sevilla2Pamplona1;908128
Sevilla2Pamplona2;909707
Sevilla2Pontevedra1;746531
Sevilla2Pontevedra2;746143
Sevilla2Salamanca1;458880
Sevilla2Salamanca2;458539
Sevilla2San Sebastian1;913299
Sevilla2San Sebastian2;913299
Sevilla2Santander1;824870
Sevilla2Santander2;824568
Sevilla2Segovia1;600191
Sevilla2Segovia2;601524
Sevilla2Sevilla1;6265
Sevilla2Sevilla2;0
Sevilla2Soria1;753288
Sevilla2Soria2;755556
Sevilla2Tarragona1;909355
Sevilla2Tarragona2;907661
Sevilla2Teruel1;669216
Sevilla2Teruel2;669216
Sevilla2Toledo1;493200
Sevilla2Toledo2;491661
Sevilla2Valencia1;659438
Sevilla2Valencia2;659505
Sevilla2Valladolid1;580803
Sevilla2Valladolid2;578936
Sevilla2Vitoria1;813134
Sevilla2Vitoria2;816701
Sevilla2Zamora1;525963
Sevilla2Zamora2;524907
Sevilla2Zaragoza1;839123
Soria1A Coru̱a1;618786
Soria1A Coru̱a2;619447
Soria1Albacete1;457928
Soria1Albacete2;457771
Soria1Alicante1;621089
Soria1Alicante2;621089
Soria1Almeria1;761046
Soria1Almeria2;761046
Soria1Avila1;255327
Soria1Avila2;254829
Soria1Badajoz1;630845
Soria1Badajoz2;626021
Soria1Barcelona1;460324
Soria1Barcelona2;470242
Soria1Bilbao1;230222
Soria1Bilbao2;232495
Soria1Burgos1;147174
Soria1Burgos2;141218
Soria1Caceres1;525614
Soria1Caceres2;526510
Soria1Cadiz1;874541
Soria1Cadiz2;874488
Soria1Castellon1;402165
Soria1Castellon2;402026
Soria1Ciudad Real1;420945
Soria1Ciudad Real2;421122
Soria1Cordoba1;611972
Soria1Cordoba2;611691
Soria1Cuenca1;269967
Soria1Cuenca2;269970
Soria1Girona1;544876
Soria1Girona2;546921
Soria1Granada1;634179
Soria1Granada2;631280
Soria1Guadalajara1;169266
Soria1Guadalajara2;168929
Soria1Huelva1;843454
Soria1Huelva2;841820
Soria1Huesca1;228157
Soria1Huesca2;228037
Soria1Jaen1;549291
Soria1Jaen2;551525
Soria1Leon1;313667
Soria1Leon2;313279
Soria1Lerida1;307931
Soria1Lerida2;306362
Soria1Logrono1;102496
Soria1Logrono2;101767
Soria1Lugo1;529073
Soria1Lugo2;527778
Soria1Madrid1;227490
Soria1Madrid2;225747
Soria1Malaga1;754214
Soria1Malaga2;753639
Soria1Murcia1;600033
Soria1Murcia2;600033
Soria1Ourense1;554542
Soria1Ourense2;554921
Soria1Oviedo1;433734
Soria1Oviedo2;431002
Soria1Palencia1;205869
Soria1Palencia2;206312
Soria1Pamplona1;182878
Soria1Pamplona2;179372
Soria1Pontevedra1;665227
Soria1Pontevedra2;664840
Soria1Salamanca1;323883
Soria1Salamanca2;326567
Soria1San Sebastian1;265966
Soria1San Sebastian2;265966
Soria1Santander1;328883
Soria1Santander2;328581
Soria1Segovia1;194708
Soria1Segovia2;196041
Soria1Sevilla1;758163
Soria1Sevilla2;755198
Soria1Soria1;0
Soria1Soria2;2268
Soria1Tarragona1;391993
Soria1Tarragona2;390736
Soria1Teruel1;255714
Soria1Teruel2;255714
Soria1Toledo1;298361
Soria1Toledo2;295355
Soria1Valencia1;395232
Soria1Valencia2;398469
Soria1Valladolid1;208794
Soria1Valladolid2;211264
Soria1Vitoria1;188590
Soria1Vitoria2;192157
Soria1Zamora1;306778
Soria1Zamora2;305187
Soria1Zaragoza1;157936
Soria2A Coru̱a1;617106
Soria2A Coru̱a2;617767
Soria2Albacete1;459693
Soria2Albacete2;459536
Soria2Alicante1;622854
Soria2Alicante2;622854
Soria2Almeria1;762811
Soria2Almeria2;762811
Soria2Avila1;253647
Soria2Avila2;253149
Soria2Badajoz1;632610
Soria2Badajoz2;627786
Soria2Barcelona1;459218
Soria2Barcelona2;469136
Soria2Bilbao1;229116
Soria2Bilbao2;231390
Soria2Burgos1;145494
Soria2Burgos2;139538
Soria2Caceres1;527379
Soria2Caceres2;528275
Soria2Cadiz1;876306
Soria2Cadiz2;876253
Soria2Castellon1;385655
Soria2Castellon2;385516
Soria2Ciudad Real1;422710
Soria2Ciudad Real2;422887
Soria2Cordoba1;613737
Soria2Cordoba2;613456
Soria2Cuenca1;271732
Soria2Cuenca2;271735
Soria2Girona1;543771
Soria2Girona2;545816
Soria2Granada1;635944
Soria2Granada2;633045
Soria2Guadalajara1;171031
Soria2Guadalajara2;170694
Soria2Huelva1;845219
Soria2Huelva2;843585
Soria2Huesca1;227051
Soria2Huesca2;226931
Soria2Jaen1;551056
Soria2Jaen2;553290
Soria2Leon1;311987
Soria2Leon2;311599
Soria2Lerida1;306826
Soria2Lerida2;305257
Soria2Logrono1;101390
Soria2Logrono2;100661
Soria2Lugo1;527393
Soria2Lugo2;526098
Soria2Madrid1;229255
Soria2Madrid2;227512
Soria2Malaga1;755979
Soria2Malaga2;755404
Soria2Murcia1;601798
Soria2Murcia2;601798
Soria2Ourense1;552862
Soria2Ourense2;553241
Soria2Oviedo1;432054
Soria2Oviedo2;429322
Soria2Palencia1;204189
Soria2Palencia2;204632
Soria2Pamplona1;181772
Soria2Pamplona2;178267
Soria2Pontevedra1;663547
Soria2Pontevedra2;663160
Soria2Salamanca1;322203
Soria2Salamanca2;324887
Soria2San Sebastian1;264861
Soria2San Sebastian2;264861
Soria2Santander1;327777
Soria2Santander2;327475
Soria2Segovia1;193027
Soria2Segovia2;194361
Soria2Sevilla1;759929
Soria2Sevilla2;756963
Soria2Soria1;1765
Soria2Soria2;0
Soria2Tarragona1;390887
Soria2Tarragona2;389631
Soria2Teruel1;239204
Soria2Teruel2;239204
Soria2Toledo1;300126
Soria2Toledo2;297120
Soria2Valencia1;378722
Soria2Valencia2;381959
Soria2Valladolid1;207114
Soria2Valladolid2;209584
Soria2Vitoria1;187484
Soria2Vitoria2;191051
Soria2Zamora1;305098
Soria2Zamora2;303507
Soria2Zaragoza1;156831
Tarragona1A Coru̱a1;1010774
Tarragona1A Coru̱a2;1011436
Tarragona1Albacete1;454260
Tarragona1Albacete2;454103
Tarragona1Alicante1;437444
Tarragona1Alicante2;437444
Tarragona1Almeria1;704605
Tarragona1Almeria2;704605
Tarragona1Avila1;657229
Tarragona1Avila2;656731
Tarragona1Badajoz1;952264
Tarragona1Badajoz2;947439
Tarragona1Barcelona1;95104
Tarragona1Barcelona2;100112
Tarragona1Bilbao1;535127
Tarragona1Bilbao2;537400
Tarragona1Burgos1;525967
Tarragona1Burgos2;532012
Tarragona1Caceres1;847033
Tarragona1Caceres2;847929
Tarragona1Cadiz1;1023092
Tarragona1Cadiz2;1023038
Tarragona1Castellon1;188639
Tarragona1Castellon2;188500
Tarragona1Ciudad Real1;601375
Tarragona1Ciudad Real2;601552
Tarragona1Cordoba1;771549
Tarragona1Cordoba2;771268
Tarragona1Cuenca1;449386
Tarragona1Cuenca2;449149
Tarragona1Girona1;189678
Tarragona1Girona2;191723
Tarragona1Granada1;764180
Tarragona1Granada2;764579
Tarragona1Guadalajara1;490685
Tarragona1Guadalajara2;490348
Tarragona1Huelva1;1003110
Tarragona1Huelva2;1001477
Tarragona1Huesca1;214749
Tarragona1Huesca2;214809
Tarragona1Jaen1;708868
Tarragona1Jaen2;711102
Tarragona1Leon1;705655
Tarragona1Leon2;705268
Tarragona1Lerida1;103290
Tarragona1Lerida2;101721
Tarragona1Logrono1;402326
Tarragona1Logrono2;403769
Tarragona1Lugo1;921062
Tarragona1Lugo2;919766
Tarragona1Madrid1;548909
Tarragona1Madrid2;547166
Tarragona1Malaga1;894215
Tarragona1Malaga2;893639
Tarragona1Murcia1;495685
Tarragona1Murcia2;495685
Tarragona1Ourense1;983751
Tarragona1Ourense2;984130
Tarragona1Oviedo1;815643
Tarragona1Oviedo2;815589
Tarragona1Palencia1;617044
Tarragona1Palencia2;617488
Tarragona1Pamplona1;414018
Tarragona1Pamplona2;410512
Tarragona1Pontevedra1;1094436
Tarragona1Pontevedra2;1094049
Tarragona1Salamanca1;767820
Tarragona1Salamanca2;763220
Tarragona1San Sebastian1;497106
Tarragona1San Sebastian2;497106
Tarragona1Santander1;633787
Tarragona1Santander2;633485
Tarragona1Segovia1;638883
Tarragona1Segovia2;640217
Tarragona1Sevilla1;903851
Tarragona1Sevilla2;907597
Tarragona1Soria1;393675
Tarragona1Soria2;391938
Tarragona1Tarragona1;0
Tarragona1Tarragona2;2174
Tarragona1Teruel1;333416
Tarragona1Teruel2;333416
Tarragona1Toledo1;618039
Tarragona1Toledo2;619970
Tarragona1Valencia1;261850
Tarragona1Valencia2;264509
Tarragona1Valladolid1;654258
Tarragona1Valladolid2;653778
Tarragona1Vitoria1;493494
Tarragona1Vitoria2;497061
Tarragona1Zamora1;750715
Tarragona1Zamora2;749124
Tarragona1Zaragoza1;241461
Tarragona2A Coru̱a1;1008768
Tarragona2A Coru̱a2;1009429
Tarragona2Albacete1;453242
Tarragona2Albacete2;453085
Tarragona2Alicante1;436426
Tarragona2Alicante2;436426
Tarragona2Almeria1;703587
Tarragona2Almeria2;703587
Tarragona2Avila1;655222
Tarragona2Avila2;654725
Tarragona2Badajoz1;950258
Tarragona2Badajoz2;945433
Tarragona2Barcelona1;97041
Tarragona2Barcelona2;102049
Tarragona2Bilbao1;533120
Tarragona2Bilbao2;535393
Tarragona2Burgos1;523960
Tarragona2Burgos2;530005
Tarragona2Caceres1;845026
Tarragona2Caceres2;845922
Tarragona2Cadiz1;1022074
Tarragona2Cadiz2;1022020
Tarragona2Castellon1;187621
Tarragona2Castellon2;187482
Tarragona2Ciudad Real1;600357
Tarragona2Ciudad Real2;600534
Tarragona2Cordoba1;770531
Tarragona2Cordoba2;770250
Tarragona2Cuenca1;448368
Tarragona2Cuenca2;448131
Tarragona2Girona1;191615
Tarragona2Girona2;193661
Tarragona2Granada1;763162
Tarragona2Granada2;763561
Tarragona2Guadalajara1;488678
Tarragona2Guadalajara2;488342
Tarragona2Huelva1;1002092
Tarragona2Huelva2;1000459
Tarragona2Huesca1;212742
Tarragona2Huesca2;212803
Tarragona2Jaen1;707850
Tarragona2Jaen2;710084
Tarragona2Leon1;703648
Tarragona2Leon2;703261
Tarragona2Lerida1;101283
Tarragona2Lerida2;99714
Tarragona2Logrono1;400319
Tarragona2Logrono2;401762
Tarragona2Lugo1;919055
Tarragona2Lugo2;917760
Tarragona2Madrid1;546902
Tarragona2Madrid2;545159
Tarragona2Malaga1;893197
Tarragona2Malaga2;892622
Tarragona2Murcia1;494667
Tarragona2Murcia2;494667
Tarragona2Ourense1;981745
Tarragona2Ourense2;982124
Tarragona2Oviedo1;813636
Tarragona2Oviedo2;813583
Tarragona2Palencia1;615038
Tarragona2Palencia2;615481
Tarragona2Pamplona1;412011
Tarragona2Pamplona2;408506
Tarragona2Pontevedra1;1092430
Tarragona2Pontevedra2;1092043
Tarragona2Salamanca1;765813
Tarragona2Salamanca2;761214
Tarragona2San Sebastian1;495100
Tarragona2San Sebastian2;495100
Tarragona2Santander1;631780
Tarragona2Santander2;631478
Tarragona2Segovia1;636877
Tarragona2Segovia2;638210
Tarragona2Sevilla1;902833
Tarragona2Sevilla2;906580
Tarragona2Soria1;391668
Tarragona2Soria2;389932
Tarragona2Tarragona1;1679
Tarragona2Tarragona2;0
Tarragona2Teruel1;332398
Tarragona2Teruel2;332398
Tarragona2Toledo1;617021
Tarragona2Toledo2;618952
Tarragona2Valencia1;260832
Tarragona2Valencia2;263491
Tarragona2Valladolid1;652252
Tarragona2Valladolid2;651772
Tarragona2Vitoria1;491487
Tarragona2Vitoria2;495055
Tarragona2Zamora1;748708
Tarragona2Zamora2;747117
Tarragona2Zaragoza1;239455
Teruel1A Coru̱a1;895551
Teruel1A Coru̱a2;896212
Teruel1Albacete1;220599
Teruel1Albacete2;221396
Teruel1Alicante1;318630
Teruel1Alicante2;318630
Teruel1Almeria1;585791
Teruel1Almeria2;585791
Teruel1Avila1;414937
Teruel1Avila2;414439
Teruel1Badajoz1;709972
Teruel1Badajoz2;705147
Teruel1Barcelona1;421709
Teruel1Barcelona2;426717
Teruel1Bilbao1;474170
Teruel1Bilbao2;476443
Teruel1Burgos1;465010
Teruel1Burgos2;378624
Teruel1Caceres1;604741
Teruel1Caceres2;605636
Teruel1Cadiz1;782253
Teruel1Cadiz2;782200
Teruel1Castellon1;149391
Teruel1Castellon2;149253
Teruel1Ciudad Real1;360537
Teruel1Ciudad Real2;360713
Teruel1Cordoba1;530711
Teruel1Cordoba2;530430
Teruel1Cuenca1;147152
