Origen;Destino;Distance_m;Distance_km;Duracion_seg;Duracion_min
Ciudad Real Bus;punto_recarga_1;401918;401.918;14577;242.95
Ciudad Real Bus;punto_recarga_2;402243;402.243;14550;242.5
Ciudad Real Bus;punto_recarga_3;401830;401.83;14619;243.65
Ciudad Real Bus;punto_recarga_4;401948;401.948;14735;245.58333333333334
Ciudad Real Bus;punto_recarga_5;402020;402.02;14702;245.03333333333333
Ciudad Real Bus;punto_recarga_6;402280;402.28;14632;243.86666666666667
Ciudad Real Bus;punto_recarga_7;348362;348.362;12964;216.06666666666666
Ciudad Real Bus;punto_recarga_8;353001;353.001;12996;216.6
Ciudad Real Bus;punto_recarga_9;342306;342.306;12524;208.73333333333332
Ciudad Real Bus;punto_recarga_10;349307;349.307;14537;242.28333333333333
Ciudad Real Bus;punto_recarga_11;348419;348.419;13022;217.03333333333333
Ciudad Real Bus;punto_recarga_12;342306;342.306;12524;208.73333333333332
Ciudad Real Bus;punto_recarga_13;344675;344.675;14394;239.9
Ciudad Real Bus;punto_recarga_14;370513;370.513;13544;225.73333333333332
Ciudad Real Bus;punto_recarga_15;350775;350.775;12868;214.46666666666667
Ciudad Real Bus;punto_recarga_16;348081;348.081;12902;215.03333333333333
Ciudad Real Bus;punto_recarga_17;336381;336.381;14115;235.25
Ciudad Real Bus;punto_recarga_18;336326;336.326;14081;234.68333333333334
Ciudad Real Bus;punto_recarga_19;351848;351.848;12993;216.55
Ciudad Real Bus;punto_recarga_20;336339;336.339;14086;234.76666666666668
Ciudad Real Bus;punto_recarga_21;367563;367.563;13444;224.06666666666666
Ciudad Real Bus;punto_recarga_22;151008;151.008;6656;110.93333333333334
Ciudad Real Bus;punto_recarga_23;243330;243.33;9462;157.7
Ciudad Real Bus;punto_recarga_24;151006;151.006;6655;110.91666666666667
Ciudad Real Bus;punto_recarga_25;166069;166.069;6686;111.43333333333334
Ciudad Real Bus;punto_recarga_26;293927;293.927;11838;197.3
Ciudad Real Bus;punto_recarga_27;255781;255.781;9624;160.4
Ciudad Real Bus;punto_recarga_28;252098;252.098;9284;154.73333333333332
Ciudad Real Bus;punto_recarga_29;252785;252.785;9453;157.55
Ciudad Real Bus;punto_recarga_30;253794;253.794;9389;156.48333333333332
Ciudad Real Bus;punto_recarga_31;251443;251.443;9380;156.33333333333334
Ciudad Real Bus;punto_recarga_32;254345;254.345;9813;163.55
Ciudad Real Bus;punto_recarga_33;327437;327.437;12898;214.96666666666667
Ciudad Real Bus;punto_recarga_34;326039;326.039;12666;211.1
Ciudad Real Bus;punto_recarga_35;281151;281.151;10917;181.95
Ciudad Real Bus;punto_recarga_36;286166;286.166;11329;188.81666666666666
Ciudad Real Bus;punto_recarga_37;326170;326.17;12737;212.28333333333333
Ciudad Real Bus;punto_recarga_38;320783;320.783;12043;200.71666666666667
Ciudad Real Bus;punto_recarga_39;270871;270.871;10414;173.56666666666666
Ciudad Real Bus;punto_recarga_40;283585;283.585;11003;183.38333333333333
Ciudad Real Bus;punto_recarga_41;321438;321.438;12232;203.86666666666667
Ciudad Real Bus;punto_recarga_42;321500;321.5;12269;204.48333333333332
Ciudad Real Bus;punto_recarga_43;321885;321.885;12152;202.53333333333333
Ciudad Real Bus;punto_recarga_44;651513;651.513;22838;380.6333333333333
Ciudad Real Bus;punto_recarga_45;188224;188.224;6772;112.86666666666666
Ciudad Real Bus;punto_recarga_46;203239;203.239;7241;120.68333333333334
Ciudad Real Bus;punto_recarga_47;205914;205.914;7751;129.18333333333334
Ciudad Real Bus;punto_recarga_48;177857;177.857;7302;121.7
Ciudad Real Bus;punto_recarga_49;229412;229.412;8480;141.33333333333334
Ciudad Real Bus;punto_recarga_50;301484;301.484;12503;208.38333333333333
Ciudad Real Bus;punto_recarga_51;269982;269.982;11230;187.16666666666666
Ciudad Real Bus;punto_recarga_52;289396;289.396;12799;213.31666666666666
Ciudad Real Bus;punto_recarga_53;245169;245.169;10472;174.53333333333333
Ciudad Real Bus;punto_recarga_54;310829;310.829;12703;211.71666666666667
Ciudad Real Bus;punto_recarga_55;241599;241.599;10508;175.13333333333333
Ciudad Real Bus;punto_recarga_56;249335;249.335;10725;178.75
Ciudad Real Bus;punto_recarga_57;212451;212.451;9233;153.88333333333333
Ciudad Real Bus;punto_recarga_58;256093;256.093;10814;180.23333333333332
Ciudad Real Bus;punto_recarga_59;186031;186.031;8440;140.66666666666666
Ciudad Real Bus;punto_recarga_60;310800;310.8;12635;210.58333333333334
Ciudad Real Bus;punto_recarga_61;242039;242.039;10610;176.83333333333334
Ciudad Real Bus;punto_recarga_62;436388;436.388;15625;260.4166666666667
Ciudad Real Bus;punto_recarga_63;442388;442.388;16055;267.5833333333333
Ciudad Real Bus;punto_recarga_64;438533;438.533;15839;263.98333333333335
Ciudad Real Bus;punto_recarga_65;52720;52.72;2016;33.6
Ciudad Real Bus;punto_recarga_66;79077;79.077;2792;46.53333333333333
Ciudad Real Bus;punto_recarga_67;1825;1.825;254;4.233333333333333
Ciudad Real Bus;punto_recarga_68;25547;25.547;1207;20.116666666666667
Ciudad Real Bus;punto_recarga_69;358914;358.914;12002;200.03333333333333
Ciudad Real Bus;punto_recarga_70;317268;317.268;10435;173.91666666666666
Ciudad Real Bus;punto_recarga_71;399123;399.123;13179;219.65
Ciudad Real Bus;punto_recarga_72;403795;403.795;13582;226.36666666666667
Ciudad Real Bus;punto_recarga_73;411434;411.434;13740;229.0
Ciudad Real Bus;punto_recarga_74;421904;421.904;14422;240.36666666666667
Ciudad Real Bus;punto_recarga_75;355773;355.773;12142;202.36666666666667
Ciudad Real Bus;punto_recarga_76;349283;349.283;11847;197.45
Ciudad Real Bus;punto_recarga_77;284295;284.295;9502;158.36666666666667
Ciudad Real Bus;punto_recarga_78;395417;395.417;13683;228.05
Ciudad Real Bus;punto_recarga_79;251486;251.486;8427;140.45
Ciudad Real Bus;punto_recarga_80;371009;371.009;12449;207.48333333333332
Ciudad Real Bus;punto_recarga_81;358076;358.076;11870;197.83333333333334
Ciudad Real Bus;punto_recarga_82;442345;442.345;16570;276.1666666666667
Ciudad Real Bus;punto_recarga_83;411100;411.1;15401;256.68333333333334
Ciudad Real Bus;punto_recarga_84;440687;440.687;16252;270.8666666666667
Ciudad Real Bus;punto_recarga_85;474623;474.623;17466;291.1
Ciudad Real Bus;punto_recarga_86;430604;430.604;15766;262.76666666666665
Ciudad Real Bus;punto_recarga_87;189198;189.198;7750;129.16666666666666
Ciudad Real Bus;punto_recarga_88;190298;190.298;7521;125.35
Ciudad Real Bus;punto_recarga_89;379832;379.832;13988;233.13333333333333
Ciudad Real Bus;punto_recarga_90;385706;385.706;14235;237.25
Ciudad Real Bus;punto_recarga_91;405680;405.68;15210;253.5
Ciudad Real Bus;punto_recarga_92;432301;432.301;14440;240.66666666666666
Ciudad Real Bus;punto_recarga_93;630638;630.638;21857;364.28333333333336
Ciudad Real Bus;punto_recarga_94;644061;644.061;22663;377.71666666666664
Ciudad Real Bus;punto_recarga_95;653501;653.501;22561;376.01666666666665
Ciudad Real Bus;punto_recarga_96;581884;581.884;20234;337.23333333333335
Ciudad Real Bus;punto_recarga_97;631436;631.436;21994;366.56666666666666
Ciudad Real Bus;punto_recarga_98;663800;663.8;23506;391.76666666666665
Ciudad Real Bus;punto_recarga_99;604103;604.103;20846;347.43333333333334
Ciudad Real Bus;punto_recarga_100;401761;401.761;13971;232.85
Ciudad Real Bus;punto_recarga_101;494915;494.915;16980;283.0
Ciudad Real Bus;punto_recarga_102;502866;502.866;17433;290.55
Ciudad Real Bus;punto_recarga_103;508824;508.824;17558;292.6333333333333
Ciudad Real Bus;punto_recarga_104;505526;505.526;17526;292.1
Ciudad Real Bus;punto_recarga_105;398401;398.401;13892;231.53333333333333
Ciudad Real Bus;punto_recarga_106;511574;511.574;17702;295.03333333333336
Ciudad Real Bus;punto_recarga_107;402776;402.776;14124;235.4
Ciudad Real Bus;punto_recarga_108;519727;519.727;17889;298.15
Ciudad Real Bus;punto_recarga_109;478606;478.606;16835;280.5833333333333
Ciudad Real Bus;punto_recarga_110;506619;506.619;17539;292.31666666666666
Ciudad Real Bus;punto_recarga_111;505311;505.311;17493;291.55
Ciudad Real Bus;punto_recarga_112;396514;396.514;13751;229.18333333333334
Ciudad Real Bus;punto_recarga_113;506596;506.596;17487;291.45
Ciudad Real Bus;punto_recarga_114;613153;613.153;21447;357.45
Ciudad Real Bus;punto_recarga_115;511720;511.72;18175;302.9166666666667
Ciudad Real Bus;punto_recarga_116;519487;519.487;18483;308.05
Ciudad Real Bus;punto_recarga_117;505813;505.813;17559;292.65
Ciudad Real Bus;punto_recarga_118;507721;507.721;17420;290.3333333333333
Ciudad Real Bus;punto_recarga_119;505023;505.023;17520;292.0
Ciudad Real Bus;punto_recarga_120;505511;505.511;17540;292.3333333333333
Ciudad Real Bus;punto_recarga_121;502757;502.757;18410;306.8333333333333
Ciudad Real Bus;punto_recarga_122;568981;568.981;20504;341.73333333333335
Ciudad Real Bus;punto_recarga_123;526950;526.95;17575;292.9166666666667
Ciudad Real Bus;punto_recarga_124;601657;601.657;21995;366.5833333333333
Ciudad Real Bus;punto_recarga_125;578995;578.995;19794;329.9
Ciudad Real Bus;punto_recarga_126;578306;578.306;19750;329.1666666666667
Ciudad Real Bus;punto_recarga_127;600920;600.92;20405;340.0833333333333
Ciudad Real Bus;punto_recarga_128;590862;590.862;19963;332.71666666666664
Ciudad Real Bus;punto_recarga_129;507022;507.022;18284;304.73333333333335
Ciudad Real Bus;punto_recarga_130;584190;584.19;21228;353.8
Ciudad Real Bus;punto_recarga_131;566936;566.936;20930;348.8333333333333
Ciudad Real Bus;punto_recarga_132;522070;522.07;19174;319.56666666666666
Ciudad Real Bus;punto_recarga_133;522576;522.576;19360;322.6666666666667
Ciudad Real Bus;punto_recarga_134;529580;529.58;19159;319.31666666666666
Ciudad Real Bus;punto_recarga_135;522108;522.108;19492;324.8666666666667
Ciudad Real Bus;punto_recarga_136;533904;533.904;18620;310.3333333333333
Ciudad Real Bus;punto_recarga_137;522014;522.014;19338;322.3
Ciudad Real Bus;punto_recarga_138;524199;524.199;19429;323.81666666666666
Ciudad Real Bus;punto_recarga_139;531151;531.151;19370;322.8333333333333
Ciudad Real Bus;punto_recarga_140;531050;531.05;19350;322.5
Ciudad Real Bus;punto_recarga_141;502902;502.902;19226;320.43333333333334
Ciudad Real Bus;punto_recarga_142;522260;522.26;19506;325.1
Ciudad Real Bus;punto_recarga_143;547002;547.002;19156;319.26666666666665
Ciudad Real Bus;punto_recarga_144;521924;521.924;19401;323.35
Ciudad Real Bus;punto_recarga_145;522208;522.208;19352;322.53333333333336
Ciudad Real Bus;punto_recarga_146;536742;536.742;19823;330.3833333333333
Ciudad Real Bus;punto_recarga_147;529535;529.535;18690;311.5
Ciudad Real Bus;punto_recarga_148;545062;545.062;19769;329.48333333333335
Ciudad Real Bus;punto_recarga_149;538372;538.372;18796;313.26666666666665
Ciudad Real Bus;punto_recarga_150;549392;549.392;19995;333.25
Ciudad Real Bus;punto_recarga_151;524997;524.997;19397;323.28333333333336
Ciudad Real Bus;punto_recarga_152;524126;524.126;19444;324.06666666666666
Ciudad Real Bus;punto_recarga_153;524440;524.44;19384;323.06666666666666
Ciudad Real Bus;punto_recarga_154;529541;529.541;18691;311.51666666666665
Ciudad Real Bus;punto_recarga_155;541476;541.476;19710;328.5
Ciudad Real Bus;punto_recarga_156;543779;543.779;19895;331.5833333333333
Ciudad Real Bus;punto_recarga_157;518337;518.337;18695;311.5833333333333
Ciudad Real Bus;punto_recarga_158;537072;537.072;19858;330.96666666666664
Ciudad Real Bus;punto_recarga_159;527660;527.66;18467;307.78333333333336
Ciudad Real Bus;punto_recarga_160;544227;544.227;19918;331.96666666666664
Ciudad Real Bus;punto_recarga_161;479700;479.7;17028;283.8
Ciudad Real Bus;punto_recarga_162;534004;534.004;19448;324.1333333333333
Ciudad Real Bus;punto_recarga_163;521994;521.994;19484;324.73333333333335
Ciudad Real Bus;punto_recarga_164;504643;504.643;19429;323.81666666666666
Ciudad Real Bus;punto_recarga_165;544967;544.967;19765;329.4166666666667
Ciudad Real Bus;punto_recarga_166;525485;525.485;19426;323.76666666666665
Ciudad Real Bus;punto_recarga_167;521988;521.988;19420;323.6666666666667
Ciudad Real Bus;punto_recarga_168;531341;531.341;19280;321.3333333333333
Ciudad Real Bus;punto_recarga_169;522410;522.41;19373;322.8833333333333
Ciudad Real Bus;punto_recarga_170;539153;539.153;19930;332.1666666666667
Ciudad Real Bus;punto_recarga_171;525385;525.385;19416;323.6
Ciudad Real Bus;punto_recarga_172;506287;506.287;18412;306.8666666666667
Ciudad Real Bus;punto_recarga_173;522106;522.106;19342;322.3666666666667
Ciudad Real Bus;punto_recarga_174;522346;522.346;19315;321.9166666666667
Ciudad Real Bus;punto_recarga_175;577059;577.059;20352;339.2
Ciudad Real Bus;punto_recarga_176;373710;373.71;14865;247.75
Ciudad Real Bus;punto_recarga_177;378949;378.949;15117;251.95
Ciudad Real Bus;punto_recarga_178;633506;633.506;22367;372.78333333333336
Ciudad Real Bus;punto_recarga_179;647196;647.196;22820;380.3333333333333
Ciudad Real Bus;punto_recarga_180;666223;666.223;23530;392.1666666666667
Ciudad Real Bus;punto_recarga_181;610020;610.02;21421;357.01666666666665
Ciudad Real Bus;punto_recarga_182;648268;648.268;23056;384.26666666666665
Ciudad Real Bus;punto_recarga_183;754090;754.09;26381;439.68333333333334
Ciudad Real Bus;punto_recarga_184;672876;672.876;24059;400.98333333333335
Ciudad Real Bus;punto_recarga_185;182190;182.19;6508;108.46666666666667
Ciudad Real Bus;punto_recarga_186;178544;178.544;6079;101.31666666666666
Ciudad Real Bus;punto_recarga_187;152720;152.72;5968;99.46666666666667
Ciudad Real Bus;punto_recarga_188;639061;639.061;22519;375.31666666666666
Ciudad Real Bus;punto_recarga_189;639142;639.142;22530;375.5
Ciudad Real Bus;punto_recarga_190;637692;637.692;22464;374.4
Ciudad Real Bus;punto_recarga_191;692140;692.14;23838;397.3
Ciudad Real Bus;punto_recarga_192;687702;687.702;23818;396.96666666666664
Ciudad Real Bus;punto_recarga_193;762558;762.558;26582;443.03333333333336
Ciudad Real Bus;punto_recarga_194;681861;681.861;23604;393.4
Ciudad Real Bus;punto_recarga_195;682300;682.3;24391;406.51666666666665
Ciudad Real Bus;punto_recarga_196;682945;682.945;24501;408.35
Ciudad Real Bus;punto_recarga_197;775456;775.456;27184;453.06666666666666
Ciudad Real Bus;punto_recarga_198;690209;690.209;24605;410.0833333333333
Ciudad Real Bus;punto_recarga_199;686685;686.685;23670;394.5
Ciudad Real Bus;punto_recarga_200;608803;608.803;21281;354.68333333333334
Ciudad Real Bus;punto_recarga_201;637400;637.4;22456;374.26666666666665
Ciudad Real Bus;punto_recarga_202;651802;651.802;22724;378.73333333333335
Ciudad Real Bus;punto_recarga_203;665160;665.16;23567;392.78333333333336
Ciudad Real Bus;punto_recarga_204;648806;648.806;22788;379.8
Ciudad Real Bus;punto_recarga_205;597443;597.443;20784;346.4
Ciudad Real Bus;punto_recarga_206;654111;654.111;22681;378.01666666666665
Ciudad Real Bus;punto_recarga_207;563862;563.862;19643;327.3833333333333
Ciudad Real Bus;punto_recarga_208;642275;642.275;22427;373.78333333333336
Ciudad Real Bus;punto_recarga_209;618999;618.999;21660;361.0
Ciudad Real Bus;punto_recarga_210;617245;617.245;22004;366.73333333333335
Ciudad Real Bus;punto_recarga_211;604226;604.226;21031;350.51666666666665
Ciudad Real Bus;punto_recarga_212;601880;601.88;20949;349.15
Ciudad Real Bus;punto_recarga_213;603035;603.035;20915;348.5833333333333
Ciudad Real Bus;punto_recarga_214;598837;598.837;21339;355.65
Ciudad Real Bus;punto_recarga_215;533889;533.889;18617;310.28333333333336
Ciudad Real Bus;punto_recarga_216;602966;602.966;21045;350.75
Ciudad Real Bus;punto_recarga_217;597946;597.946;20829;347.15
Ciudad Real Bus;punto_recarga_218;602940;602.94;20932;348.8666666666667
Ciudad Real Bus;punto_recarga_219;598377;598.377;21040;350.6666666666667
Ciudad Real Bus;punto_recarga_220;595953;595.953;20949;349.15
Ciudad Real Bus;punto_recarga_221;609977;609.977;21357;355.95
Ciudad Real Bus;punto_recarga_222;606004;606.004;21236;353.93333333333334
Ciudad Real Bus;punto_recarga_223;598837;598.837;20960;349.3333333333333
Ciudad Real Bus;punto_recarga_224;598435;598.435;20872;347.8666666666667
Ciudad Real Bus;punto_recarga_225;595680;595.68;20849;347.48333333333335
Ciudad Real Bus;punto_recarga_226;607673;607.673;21232;353.8666666666667
Ciudad Real Bus;punto_recarga_227;595672;595.672;20859;347.65
Ciudad Real Bus;punto_recarga_228;607071;607.071;21293;354.8833333333333
Ciudad Real Bus;punto_recarga_229;598420;598.42;21048;350.8
Ciudad Real Bus;punto_recarga_230;595764;595.764;20660;344.3333333333333
Ciudad Real Bus;punto_recarga_231;594345;594.345;21490;358.1666666666667
Ciudad Real Bus;punto_recarga_232;594036;594.036;20477;341.28333333333336
Ciudad Real Bus;punto_recarga_233;595723;595.723;20914;348.56666666666666
Ciudad Real Bus;punto_recarga_234;595750;595.75;20905;348.4166666666667
Ciudad Real Bus;punto_recarga_235;607601;607.601;21181;353.01666666666665
Ciudad Real Bus;punto_recarga_236;595441;595.441;20787;346.45
Ciudad Real Bus;punto_recarga_237;607064;607.064;21097;351.6166666666667
Ciudad Real Bus;punto_recarga_238;604015;604.015;21036;350.6
Ciudad Real Bus;punto_recarga_239;602896;602.896;20911;348.51666666666665
Ciudad Real Bus;punto_recarga_240;145720;145.72;5571;92.85
Ciudad Real Bus;punto_recarga_241;214561;214.561;7308;121.8
Ciudad Real Bus;punto_recarga_242;125628;125.628;5272;87.86666666666666
Ciudad Real Bus;punto_recarga_243;154888;154.888;6360;106.0
Ciudad Real Bus;punto_recarga_244;138316;138.316;5685;94.75
Ciudad Real Bus;punto_recarga_245;185260;185.26;7378;122.96666666666667
Ciudad Real Bus;punto_recarga_246;146353;146.353;5241;87.35
Ciudad Real Bus;punto_recarga_247;175563;175.563;7153;119.21666666666667
Ciudad Real Bus;punto_recarga_248;119978;119.978;5105;85.08333333333333
Ciudad Real Bus;punto_recarga_249;233859;233.859;8796;146.6
Ciudad Real Bus;punto_recarga_250;247386;247.386;9274;154.56666666666666
Ciudad Real Bus;punto_recarga_251;189322;189.322;7307;121.78333333333333
Ciudad Real Bus;punto_recarga_252;244015;244.015;8687;144.78333333333333
Ciudad Real Bus;punto_recarga_253;276819;276.819;9784;163.06666666666666
Ciudad Real Bus;punto_recarga_254;256775;256.775;9825;163.75
Ciudad Real Bus;punto_recarga_255;283509;283.509;10365;172.75
Ciudad Real Bus;punto_recarga_256;224068;224.068;10087;168.11666666666667
Ciudad Real Bus;punto_recarga_257;223948;223.948;10046;167.43333333333334
Ciudad Real Bus;punto_recarga_258;271001;271.001;12231;203.85
Ciudad Real Bus;punto_recarga_259;321916;321.916;11756;195.93333333333334
Ciudad Real Bus;punto_recarga_260;286681;286.681;11364;189.4
Ciudad Real Bus;punto_recarga_261;373229;373.229;13519;225.31666666666666
Ciudad Real Bus;punto_recarga_262;371531;371.531;14503;241.71666666666667
Ciudad Real Bus;punto_recarga_263;375761;375.761;13538;225.63333333333333
Ciudad Real Bus;punto_recarga_264;456376;456.376;15885;264.75
Ciudad Real Bus;punto_recarga_265;690960;690.96;23789;396.48333333333335
Ciudad Real Bus;punto_recarga_266;652506;652.506;21899;364.98333333333335
Ciudad Real Bus;punto_recarga_267;678837;678.837;22728;378.8
Ciudad Real Bus;punto_recarga_268;700277;700.277;23698;394.96666666666664
Ciudad Real Bus;punto_recarga_269;770083;770.083;25949;432.48333333333335
Ciudad Real Bus;punto_recarga_270;820292;820.292;28337;472.28333333333336
Ciudad Real Bus;punto_recarga_271;785490;785.49;26669;444.48333333333335
Ciudad Real Bus;punto_recarga_272;817817;817.817;28153;469.21666666666664
Ciudad Real Bus;punto_recarga_273;392762;392.762;13338;222.3
Ciudad Real Bus;punto_recarga_274;381454;381.454;12651;210.85
Ciudad Real Bus;punto_recarga_275;717360;717.36;25640;427.3333333333333
Ciudad Real Bus;punto_recarga_276;657869;657.869;22639;377.31666666666666
Ciudad Real Bus;punto_recarga_277;728141;728.141;26261;437.68333333333334
Ciudad Real Bus;punto_recarga_278;618756;618.756;21682;361.3666666666667
Ciudad Real Bus;punto_recarga_279;686658;686.658;23512;391.8666666666667
Ciudad Real Bus;punto_recarga_280;677606;677.606;23317;388.6166666666667
Ciudad Real Bus;punto_recarga_281;683537;683.537;23554;392.56666666666666
Ciudad Real Bus;punto_recarga_282;578779;578.779;19988;333.1333333333333
Ciudad Real Bus;punto_recarga_283;705487;705.487;24180;403.0
Ciudad Real Bus;punto_recarga_284;680058;680.058;23364;389.4
Ciudad Real Bus;punto_recarga_285;784505;784.505;26824;447.06666666666666
Ciudad Real Bus;punto_recarga_286;772891;772.891;26723;445.3833333333333
Ciudad Real Bus;punto_recarga_287;786994;786.994;26927;448.78333333333336
Ciudad Real Bus;punto_recarga_288;771543;771.543;26622;443.7
Ciudad Real Bus;punto_recarga_289;782085;782.085;26796;446.6
Ciudad Real Bus;punto_recarga_290;766215;766.215;26479;441.31666666666666
Ciudad Real Bus;punto_recarga_291;766429;766.429;26470;441.1666666666667
Ciudad Real Bus;punto_recarga_292;781440;781.44;26775;446.25
Ciudad Real Bus;punto_recarga_293;795083;795.083;27497;458.28333333333336
Ciudad Real Bus;punto_recarga_294;786543;786.543;26884;448.06666666666666
Ciudad Real Bus;punto_recarga_295;784240;784.24;27203;453.3833333333333
Ciudad Real Bus;punto_recarga_296;556175;556.175;19281;321.35
Ciudad Real Bus;punto_recarga_297;786544;786.544;27244;454.06666666666666
Ciudad Real Bus;punto_recarga_298;785008;785.008;27023;450.3833333333333
Ciudad Real Bus;punto_recarga_299;772062;772.062;26736;445.6
Ciudad Real Bus;punto_recarga_300;770012;770.012;26542;442.3666666666667
Ciudad Real Bus;punto_recarga_301;769990;769.99;26540;442.3333333333333
Ciudad Real Bus;punto_recarga_302;825261;825.261;28609;476.81666666666666
Ciudad Real Bus;punto_recarga_303;838133;838.133;29293;488.21666666666664
Ciudad Real Bus;punto_recarga_304;823792;823.792;28330;472.1666666666667
Ciudad Real Bus;punto_recarga_305;776543;776.543;26817;446.95
Ciudad Real Bus;punto_recarga_306;772045;772.045;26799;446.65
Ciudad Real Bus;punto_recarga_307;776952;776.952;26829;447.15
Ciudad Real Bus;punto_recarga_308;732491;732.491;25091;418.18333333333334
Ciudad Real Bus;punto_recarga_309;782029;782.029;27040;450.6666666666667
Ciudad Real Bus;punto_recarga_310;735327;735.327;25253;420.8833333333333
Ciudad Real Bus;punto_recarga_311;734622;734.622;25826;430.43333333333334
Ciudad Real Bus;punto_recarga_312;765544;765.544;26358;439.3
Ciudad Real Bus;punto_recarga_313;796826;796.826;27630;460.5
Ciudad Real Bus;punto_recarga_314;774442;774.442;27142;452.3666666666667
Ciudad Real Bus;punto_recarga_315;770637;770.637;26582;443.03333333333336
Ciudad Real Bus;punto_recarga_316;773659;773.659;26859;447.65
Ciudad Real Bus;punto_recarga_317;769070;769.07;26565;442.75
Ciudad Real Bus;punto_recarga_318;771413;771.413;26716;445.26666666666665
Ciudad Real Bus;punto_recarga_319;535210;535.21;18614;310.23333333333335
Ciudad Real Bus;punto_recarga_320;415396;415.396;14842;247.36666666666667
Ciudad Real Bus;punto_recarga_321;214152;214.152;7943;132.38333333333333
Ciudad Real Bus;punto_recarga_322;212945;212.945;7744;129.06666666666666
Ciudad Real Bus;punto_recarga_323;563743;563.743;19543;325.71666666666664
Ciudad Real Bus;punto_recarga_324;559153;559.153;19662;327.7
Ciudad Real Bus;punto_recarga_325;558965;558.965;19610;326.8333333333333
Ciudad Real Bus;punto_recarga_326;526492;526.492;19741;329.01666666666665
Ciudad Real Bus;punto_recarga_327;550356;550.356;18992;316.53333333333336
Ciudad Real Bus;punto_recarga_328;585438;585.438;20094;334.9
Ciudad Real Bus;punto_recarga_329;562378;562.378;19475;324.5833333333333
Ciudad Real Bus;punto_recarga_330;522776;522.776;18220;303.6666666666667
Ciudad Real Bus;punto_recarga_331;566474;566.474;19523;325.3833333333333
Ciudad Real Bus;punto_recarga_332;654349;654.349;22888;381.46666666666664
Ciudad Real Bus;punto_recarga_333;620601;620.601;21494;358.23333333333335
Ciudad Real Bus;punto_recarga_334;601944;601.944;20788;346.46666666666664
Ciudad Real Bus;punto_recarga_335;651280;651.28;23039;383.98333333333335
Ciudad Real Bus;punto_recarga_336;651661;651.661;23019;383.65
Ciudad Real Bus;punto_recarga_337;650372;650.372;22652;377.53333333333336
Ciudad Real Bus;punto_recarga_338;669379;669.379;23487;391.45
Ciudad Real Bus;punto_recarga_339;615143;615.143;21438;357.3
Ciudad Real Bus;punto_recarga_340;586992;586.992;20365;339.4166666666667
Ciudad Real Bus;punto_recarga_341;633851;633.851;22082;368.03333333333336
Ciudad Real Bus;punto_recarga_342;605760;605.76;21092;351.53333333333336
Ciudad Real Bus;punto_recarga_343;584610;584.61;20322;338.7
Ciudad Real Bus;punto_recarga_344;617705;617.705;21536;358.93333333333334
Ciudad Real Bus;punto_recarga_345;646946;646.946;22524;375.4
Ciudad Real Bus;punto_recarga_346;605898;605.898;21093;351.55
Ciudad Real Bus;punto_recarga_347;582672;582.672;20218;336.96666666666664
Ciudad Real Bus;punto_recarga_348;594482;594.482;20814;346.9
Ciudad Real Bus;punto_recarga_349;650071;650.071;22732;378.8666666666667
Ciudad Real Bus;punto_recarga_350;618440;618.44;21706;361.76666666666665
Ciudad Real Bus;punto_recarga_351;651881;651.881;22802;380.03333333333336
Ciudad Real Bus;punto_recarga_352;520437;520.437;18046;300.76666666666665
Ciudad Real Bus;gasolinera_1;478429;478.429;15802;263.3666666666667
Ciudad Real Bus;gasolinera_2;379433;379.433;14114;235.23333333333332
Ciudad Real Bus;gasolinera_3;392315;392.315;14122;235.36666666666667
Ciudad Real Bus;gasolinera_4;610059;610.059;21398;356.6333333333333
Ciudad Real Bus;gasolinera_5;659095;659.095;23153;385.8833333333333
Ciudad Real Bus;gasolinera_6;651759;651.759;23000;383.3333333333333
Ciudad Real Bus;gasolinera_7;759554;759.554;26430;440.5
Ciudad Real Bus;gasolinera_8;734816;734.816;25697;428.28333333333336
Ciudad Real Bus;gasolinera_9;634057;634.057;22378;372.96666666666664
Ciudad Real Bus;gasolinera_10;685228;685.228;23793;396.55
Ciudad Real Bus;gasolinera_11;704278;704.278;24052;400.8666666666667
Ciudad Real Bus;gasolinera_12;761048;761.048;25741;429.01666666666665
Ciudad Real Bus;gasolinera_14;612438;612.438;20418;340.3
Ciudad Real Bus;gasolinera_15;665058;665.058;22258;370.96666666666664
Ciudad Real Bus;gasolinera_16;466694;466.694;16943;282.3833333333333
Ciudad Real Bus;gasolinera_17;390335;390.335;13311;221.85
Ciudad Real Bus;gasolinera_18;352131;352.131;14162;236.03333333333333
Ciudad Real Bus;gasolinera_19;440153;440.153;16156;269.26666666666665
Ciudad Real Bus;gasolinera_20;446059;446.059;16419;273.65
Ciudad Real Bus;gasolinera_21;423795;423.795;15859;264.31666666666666
Ciudad Real Bus;gasolinera_22;469297;469.297;17162;286.03333333333336
Ciudad Real Bus;gasolinera_23;408897;408.897;15149;252.48333333333332
Ciudad Real Bus;gasolinera_25;442154;442.154;16431;273.85
Ciudad Real Bus;gasolinera_26;429456;429.456;15540;259.0
Ciudad Real Bus;gasolinera_27;495600;495.6;18465;307.75
Ciudad Real Bus;gasolinera_28;658588;658.588;22978;382.96666666666664
Ciudad Real Bus;gasolinera_29;633107;633.107;22025;367.0833333333333
Ciudad Real Bus;gasolinera_30;563858;563.858;19638;327.3
