Origen;Destino;Distance_m;Distance_km;Duracion_seg;Duracion_min
Murcia Bus;punto_recarga_283;928139;928.139;29828;497.1333333333333
Murcia Bus;punto_recarga_284;902710;902.71;29012;483.53333333333336
Murcia Bus;punto_recarga_285;1007157;1007.157;32472;541.2
Murcia Bus;punto_recarga_286;995543;995.543;32371;539.5166666666667
Murcia Bus;punto_recarga_287;1009645;1009.645;32575;542.9166666666666
Murcia Bus;punto_recarga_288;994195;994.195;32270;537.8333333333334
Murcia Bus;punto_recarga_289;1004737;1004.737;32444;540.7333333333333
Murcia Bus;punto_recarga_290;988866;988.866;32127;535.45
Murcia Bus;punto_recarga_291;989080;989.08;32118;535.3
Murcia Bus;punto_recarga_292;1004091;1004.091;32423;540.3833333333333
Murcia Bus;punto_recarga_293;1017735;1017.735;33145;552.4166666666666
Murcia Bus;punto_recarga_294;1009195;1009.195;32532;542.2
Murcia Bus;punto_recarga_295;1006892;1006.892;32851;547.5166666666667
Murcia Bus;punto_recarga_296;778827;778.827;24929;415.48333333333335
Murcia Bus;punto_recarga_297;1009195;1009.195;32891;548.1833333333333
Murcia Bus;punto_recarga_298;1007659;1007.659;32671;544.5166666666667
Murcia Bus;punto_recarga_299;994714;994.714;32384;539.7333333333333
Murcia Bus;punto_recarga_300;992664;992.664;32190;536.5
Murcia Bus;punto_recarga_301;992641;992.641;32188;536.4666666666667
Murcia Bus;punto_recarga_302;1047912;1047.912;34257;570.95
Murcia Bus;punto_recarga_303;1060785;1060.785;34941;582.35
Murcia Bus;punto_recarga_304;1046443;1046.443;33977;566.2833333333333
Murcia Bus;punto_recarga_305;999194;999.194;32465;541.0833333333334
Murcia Bus;punto_recarga_306;994696;994.696;32447;540.7833333333333
Murcia Bus;punto_recarga_307;999603;999.603;32477;541.2833333333333
Murcia Bus;punto_recarga_308;955143;955.143;30739;512.3166666666667
Murcia Bus;punto_recarga_309;1004680;1004.68;32688;544.8
Murcia Bus;punto_recarga_310;957979;957.979;30901;515.0166666666667
Murcia Bus;punto_recarga_311;957274;957.274;31474;524.5666666666667
Murcia Bus;punto_recarga_312;988196;988.196;32006;533.4333333333333
Murcia Bus;punto_recarga_313;1019478;1019.478;33278;554.6333333333333
Murcia Bus;punto_recarga_314;997094;997.094;32790;546.5
Murcia Bus;punto_recarga_315;993288;993.288;32230;537.1666666666666
Murcia Bus;punto_recarga_316;996310;996.31;32507;541.7833333333333
Murcia Bus;punto_recarga_317;991721;991.721;32213;536.8833333333333
Murcia Bus;punto_recarga_318;994064;994.064;32364;539.4
Murcia Bus;punto_recarga_319;757861;757.861;24262;404.3666666666667
Murcia Bus;punto_recarga_320;638048;638.048;20490;341.5
Murcia Bus;punto_recarga_321;406455;406.455;13605;226.75
Murcia Bus;punto_recarga_322;405249;405.249;13405;223.41666666666666
Murcia Bus;punto_recarga_323;751941;751.941;24870;414.5
Murcia Bus;punto_recarga_324;747351;747.351;24989;416.48333333333335
Murcia Bus;punto_recarga_325;747163;747.163;24931;415.51666666666665
Murcia Bus;punto_recarga_326;722791;722.791;24824;413.73333333333335
Murcia Bus;punto_recarga_327;738554;738.554;24320;405.3333333333333
Murcia Bus;punto_recarga_328;773636;773.636;25421;423.68333333333334
Murcia Bus;punto_recarga_329;750576;750.576;24802;413.3666666666667
Murcia Bus;punto_recarga_330;710974;710.974;23548;392.46666666666664
Murcia Bus;punto_recarga_331;754672;754.672;24850;414.1666666666667
Murcia Bus;punto_recarga_332;809401;809.401;28089;468.15
Murcia Bus;punto_recarga_333;808799;808.799;26821;447.01666666666665
Murcia Bus;punto_recarga_334;790142;790.142;26115;435.25
Murcia Bus;punto_recarga_335;810115;810.115;28317;471.95
Murcia Bus;punto_recarga_336;810495;810.495;28297;471.6166666666667
Murcia Bus;punto_recarga_337;808276;808.276;27991;466.51666666666665
Murcia Bus;punto_recarga_338;823745;823.745;28660;477.6666666666667
Murcia Bus;punto_recarga_339;803340;803.34;26765;446.0833333333333
Murcia Bus;punto_recarga_340;775190;775.19;25692;428.2
Murcia Bus;punto_recarga_341;822048;822.048;27409;456.81666666666666
Murcia Bus;punto_recarga_342;793957;793.957;26413;440.21666666666664
Murcia Bus;punto_recarga_343;772808;772.808;25649;427.48333333333335
Murcia Bus;punto_recarga_344;805903;805.903;26863;447.71666666666664
Murcia Bus;punto_recarga_345;804849;804.849;27864;464.4
Murcia Bus;punto_recarga_346;794096;794.096;26414;440.23333333333335
Murcia Bus;punto_recarga_347;770870;770.87;25539;425.65
Murcia Bus;punto_recarga_348;782680;782.68;26141;435.68333333333334
Murcia Bus;punto_recarga_349;808611;808.611;28007;466.78333333333336
Murcia Bus;punto_recarga_350;806637;806.637;27028;450.46666666666664
Murcia Bus;punto_recarga_351;805828;805.828;28012;466.8666666666667
Murcia Bus;punto_recarga_352;708635;708.635;23373;389.55
Murcia Bus;gasolinera_1;128210;128.21;4612;76.86666666666666
Murcia Bus;gasolinera_2;217566;217.566;7809;130.15
Murcia Bus;gasolinera_3;249490;249.49;8645;144.08333333333334
Murcia Bus;gasolinera_4;832711;832.711;27057;450.95
Murcia Bus;gasolinera_5;881747;881.747;28801;480.01666666666665
Murcia Bus;gasolinera_6;874411;874.411;28659;477.65
Murcia Bus;gasolinera_7;982206;982.206;32078;534.6333333333333
Murcia Bus;gasolinera_8;957467;957.467;31345;522.4166666666666
Murcia Bus;gasolinera_9;856708;856.708;28025;467.0833333333333
Murcia Bus;gasolinera_10;889327;889.327;29118;485.3
Murcia Bus;gasolinera_11;598031;598.031;20972;349.53333333333336
Murcia Bus;gasolinera_12;654801;654.801;22661;377.68333333333334
Murcia Bus;gasolinera_14;506191;506.191;17338;288.96666666666664
Murcia Bus;gasolinera_15;558811;558.811;19178;319.6333333333333
Murcia Bus;gasolinera_16;526848;526.848;18230;303.8333333333333
Murcia Bus;gasolinera_17;44901;44.901;2279;37.983333333333334
Murcia Bus;gasolinera_18;486271;486.271;17646;294.1
Murcia Bus;gasolinera_19;567720;567.72;20834;347.23333333333335
Murcia Bus;gasolinera_20;573626;573.626;21097;351.6166666666667
Murcia Bus;gasolinera_21;568139;568.139;20841;347.35
Murcia Bus;gasolinera_22;596864;596.864;21841;364.01666666666665
Murcia Bus;gasolinera_23;536585;536.585;19785;329.75
Murcia Bus;gasolinera_25;569655;569.655;21075;351.25
Murcia Bus;gasolinera_26;489610;489.61;16827;280.45
Murcia Bus;gasolinera_27;555754;555.754;19752;329.2
Murcia Bus;gasolinera_28;862687;862.687;28310;471.8333333333333
Murcia Bus;gasolinera_29;837206;837.206;27357;455.95
Murcia Bus;gasolinera_30;767957;767.957;24970;416.1666666666667
Murcia Bus;gasolinera_31;792689;792.689;26325;438.75
Murcia Bus;gasolinera_32;839768;839.768;28184;469.73333333333335
Murcia Bus;gasolinera_33;253896;253.896;9032;150.53333333333333
Murcia Bus;gasolinera_34;286206;286.206;10139;168.98333333333332
Murcia Bus;gasolinera_35;382629;382.629;13558;225.96666666666667
Murcia Bus;gasolinera_36;738409;738.409;24438;407.3
Murcia Bus;gasolinera_37;773608;773.608;25404;423.4
Murcia Bus;gasolinera_38;548317;548.317;18092;301.53333333333336
Murcia Bus;gasolinera_39;627256;627.256;21194;353.23333333333335
Murcia Bus;gasolinera_40;669720;669.72;21988;366.46666666666664
Murcia Bus;gasolinera_41;630976;630.976;20827;347.1166666666667
Murcia Bus;gasolinera_42;639789;639.789;20990;349.8333333333333
Murcia Bus;gasolinera_43;596248;596.248;19666;327.76666666666665
Murcia Bus;gasolinera_44;708800;708.8;23331;388.85
Murcia Bus;gasolinera_45;652672;652.672;21577;359.6166666666667
Murcia Bus;gasolinera_46;655555;655.555;21402;356.7
Murcia Bus;gasolinera_47;628242;628.242;20427;340.45
Murcia Bus;gasolinera_48;650148;650.148;21113;351.8833333333333
Murcia Bus;gasolinera_49;577445;577.445;19429;323.81666666666666
Murcia Bus;gasolinera_50;538174;538.174;17476;291.26666666666665
Murcia Bus;gasolinera_51;596109;596.109;19494;324.9
Murcia Bus;gasolinera_52;604783;604.783;19637;327.28333333333336
Murcia Bus;gasolinera_53;618433;618.433;20636;343.93333333333334
Murcia Bus;gasolinera_54;508881;508.881;18799;313.31666666666666
Murcia Bus;gasolinera_55;714731;714.731;24351;405.85
Murcia Bus;gasolinera_56;150650;150.65;5164;86.06666666666666
Murcia Bus;gasolinera_59;84762;84.762;3153;52.55
Murcia Bus;gasolinera_60;184774;184.774;6314;105.23333333333333
Murcia Bus;gasolinera_61;95698;95.698;3433;57.21666666666667
Murcia Bus;gasolinera_62;231810;231.81;7785;129.75
Murcia Bus;gasolinera_63;138242;138.242;5174;86.23333333333333
Murcia Bus;gasolinera_64;125400;125.4;4659;77.65
Murcia Bus;gasolinera_65;160432;160.432;5881;98.01666666666667
Murcia Bus;gasolinera_66;143463;143.463;5407;90.11666666666666
Murcia Bus;gasolinera_67;110806;110.806;4221;70.35
Murcia Bus;gasolinera_68;170485;170.485;6160;102.66666666666667
Murcia Bus;gasolinera_69;90313;90.313;3737;62.28333333333333
Murcia Bus;gasolinera_70;115874;115.874;4298;71.63333333333334
Murcia Bus;gasolinera_71;110313;110.313;4276;71.26666666666667
Murcia Bus;gasolinera_72;273199;273.199;9461;157.68333333333334
Murcia Bus;gasolinera_73;136286;136.286;5157;85.95
Murcia Bus;gasolinera_74;275050;275.05;9890;164.83333333333334
Murcia Bus;gasolinera_75;150847;150.847;5642;94.03333333333333
Murcia Bus;gasolinera_76;184741;184.741;6722;112.03333333333333
Murcia Bus;gasolinera_77;122486;122.486;4548;75.8
Murcia Bus;gasolinera_78;119818;119.818;4714;78.56666666666666
Murcia Bus;gasolinera_79;287677;287.677;10060;167.66666666666666
Murcia Bus;gasolinera_80;235630;235.63;8122;135.36666666666667
Murcia Bus;gasolinera_81;317128;317.128;11093;184.88333333333333
Murcia Bus;gasolinera_82;155537;155.537;6023;100.38333333333334
Murcia Bus;gasolinera_83;324573;324.573;11151;185.85
Murcia Bus;gasolinera_84;335405;335.405;11523;192.05
Murcia Bus;gasolinera_85;309958;309.958;10637;177.28333333333333
Murcia Bus;gasolinera_86;393994;393.994;13111;218.51666666666668
Murcia Bus;gasolinera_87;808783;808.783;27926;465.43333333333334
Murcia Bus;gasolinera_88;770865;770.865;25544;425.73333333333335
Murcia Bus;gasolinera_89;801561;801.561;26602;443.3666666666667
Murcia Bus;gasolinera_90;813727;813.727;27007;450.1166666666667
Murcia Bus;gasolinera_91;478408;478.408;16367;272.78333333333336
Murcia Bus;gasolinera_92;790149;790.149;26108;435.1333333333333
Murcia Bus;gasolinera_93;621683;621.683;21438;357.3
Murcia Bus;gasolinera_94;591140;591.14;20716;345.26666666666665
Murcia Bus;gasolinera_95;440596;440.596;14900;248.33333333333334
Murcia Bus;gasolinera_96;493094;493.094;16986;283.1
Murcia Bus;gasolinera_97;417613;417.613;14252;237.53333333333333
Murcia Bus;gasolinera_98;480236;480.236;17520;292.0
Murcia Bus;gasolinera_99;494946;494.946;17721;295.35
Murcia Bus;gasolinera_100;349764;349.764;13059;217.65
Murcia Bus;gasolinera_101;419748;419.748;14589;243.15
Murcia Bus;gasolinera_102;400146;400.146;14420;240.33333333333334
Murcia Bus;gasolinera_103;1007088;1007.088;32499;541.65
Murcia Bus;gasolinera_104;992850;992.85;32189;536.4833333333333
Murcia Bus;gasolinera_105;1055279;1055.279;34600;576.6666666666666
Murcia Bus;gasolinera_106;1007372;1007.372;32864;547.7333333333333
Murcia Bus;gasolinera_107;1029135;1029.135;33368;556.1333333333333
Murcia Bus;gasolinera_108;976855;976.855;31580;526.3333333333334
Murcia Bus;gasolinera_109;945917;945.917;30633;510.55
Murcia Bus;gasolinera_110;1058736;1058.736;34973;582.8833333333333
Murcia Bus;gasolinera_111;1036305;1036.305;33671;561.1833333333333
Murcia Bus;gasolinera_112;1009885;1009.885;32829;547.15
Murcia Bus;gasolinera_113;1042523;1042.523;34105;568.4166666666666
Murcia Bus;gasolinera_114;316072;316.072;10378;172.96666666666667
Murcia Bus;gasolinera_115;239810;239.81;7932;132.2
Murcia Bus;gasolinera_116;305198;305.198;10713;178.55
Murcia Bus;gasolinera_117;361180;361.18;12623;210.38333333333333
Murcia Bus;gasolinera_118;304810;304.81;10227;170.45
Murcia Bus;gasolinera_119;669614;669.614;23081;384.68333333333334
Murcia Bus;gasolinera_120;344129;344.129;11793;196.55
Murcia Bus;gasolinera_121;399141;399.141;13136;218.93333333333334
Murcia Bus;gasolinera_122;285054;285.054;9996;166.6
Murcia Bus;gasolinera_123;361958;361.958;11945;199.08333333333334
Murcia Bus;gasolinera_124;330815;330.815;10923;182.05
Murcia Bus;gasolinera_125;313441;313.441;10397;173.28333333333333
Murcia Bus;gasolinera_126;270228;270.228;9282;154.7
Murcia Bus;gasolinera_127;356703;356.703;11835;197.25
Murcia Bus;gasolinera_128;255923;255.923;8678;144.63333333333333
Murcia Bus;gasolinera_129;272358;272.358;9135;152.25
Murcia Bus;gasolinera_130;341331;341.331;11271;187.85
Murcia Bus;gasolinera_131;317397;317.397;10796;179.93333333333334
Murcia Bus;gasolinera_132;377219;377.219;12485;208.08333333333334
Murcia Bus;gasolinera_133;369411;369.411;13757;229.28333333333333
Murcia Bus;gasolinera_134;476976;476.976;16202;270.03333333333336
Murcia Bus;gasolinera_135;583672;583.672;20225;337.0833333333333
Murcia Bus;gasolinera_137;574095;574.095;19993;333.21666666666664
Murcia Bus;gasolinera_138;619922;619.922;22599;376.65
Murcia Bus;gasolinera_139;594205;594.205;21699;361.65
Murcia Bus;gasolinera_140;537072;537.072;19752;329.2
Murcia Bus;gasolinera_141;621154;621.154;21197;353.28333333333336
Murcia Bus;gasolinera_142;604019;604.019;22101;368.35
Murcia Bus;gasolinera_143;379653;379.653;13704;228.4
Murcia Bus;gasolinera_144;294290;294.29;12485;208.08333333333334
Murcia Bus;gasolinera_145;376693;376.693;13035;217.25
Murcia Bus;gasolinera_146;402936;402.936;13348;222.46666666666667
Murcia Bus;gasolinera_147;345448;345.448;12169;202.81666666666666
Murcia Bus;gasolinera_148;243156;243.156;11111;185.18333333333334
Murcia Bus;gasolinera_149;314160;314.16;13026;217.1
Murcia Bus;gasolinera_150;335837;335.837;12463;207.71666666666667
Murcia Bus;gasolinera_151;287355;287.355;12136;202.26666666666668
Murcia Bus;gasolinera_152;253823;253.823;11727;195.45
Murcia Bus;gasolinera_153;287765;287.765;9412;156.86666666666667
Murcia Bus;gasolinera_154;257143;257.143;8726;145.43333333333334
Murcia Bus;gasolinera_155;219822;219.822;7804;130.06666666666666
Murcia Bus;gasolinera_156;229160;229.16;7695;128.25
Murcia Bus;gasolinera_157;219220;219.22;7301;121.68333333333334
Murcia Bus;gasolinera_158;676663;676.663;23248;387.46666666666664
Murcia Bus;gasolinera_159;716849;716.849;24648;410.8
Murcia Bus;gasolinera_160;711363;711.363;24899;414.98333333333335
Murcia Bus;gasolinera_161;705993;705.993;24683;411.3833333333333
Murcia Bus;gasolinera_162;731492;731.492;25051;417.51666666666665
Murcia Bus;gasolinera_163;716345;716.345;24771;412.85
Murcia Bus;gasolinera_164;688616;688.616;24516;408.6
Murcia Bus;gasolinera_165;694985;694.985;24903;415.05
Murcia Bus;gasolinera_166;682163;682.163;23783;396.3833333333333
Murcia Bus;gasolinera_167;182314;182.314;6520;108.66666666666667
Murcia Bus;gasolinera_168;166447;166.447;5949;99.15
Murcia Bus;gasolinera_169;709962;709.962;22736;378.93333333333334
Murcia Bus;gasolinera_170;737164;737.164;23556;392.6
Murcia Bus;gasolinera_171;799535;799.535;25745;429.0833333333333
Murcia Bus;gasolinera_172;740100;740.1;23815;396.9166666666667
Murcia Bus;gasolinera_173;707334;707.334;23802;396.7
Murcia Bus;gasolinera_174;748586;748.586;24048;400.8
Murcia Bus;gasolinera_175;550204;550.204;20222;337.03333333333336
Murcia Bus;gasolinera_176;555461;555.461;19886;331.43333333333334
Murcia Bus;gasolinera_177;567246;567.246;20406;340.1
Murcia Bus;gasolinera_178;555216;555.216;19470;324.5
Murcia Bus;gasolinera_179;568503;568.503;20255;337.5833333333333
Murcia Bus;gasolinera_180;632382;632.382;23807;396.78333333333336
Murcia Bus;gasolinera_181;718615;718.615;28276;471.26666666666665
Murcia Bus;gasolinera_182;956897;956.897;32435;540.5833333333334
Murcia Bus;gasolinera_183;909443;909.443;29518;491.96666666666664
Murcia Bus;gasolinera_184;409351;409.351;14128;235.46666666666667
Murcia Bus;gasolinera_185;447253;447.253;14365;239.41666666666666
Murcia Bus;gasolinera_186;422026;422.026;13666;227.76666666666668
Murcia Bus;gasolinera_187;357674;357.674;11643;194.05
Murcia Bus;gasolinera_188;390750;390.75;13696;228.26666666666668
Murcia Bus;gasolinera_189;77054;77.054;2982;49.7
Murcia Bus;gasolinera_190;39582;39.582;1698;28.3
Murcia Bus;gasolinera_191;29723;29.723;1243;20.716666666666665
Murcia Bus;gasolinera_192;71418;71.418;2888;48.13333333333333
Murcia Bus;gasolinera_193;69082;69.082;2755;45.916666666666664
Murcia Bus;gasolinera_194;68386;68.386;2738;45.63333333333333
Murcia Bus;gasolinera_195;40302;40.302;1803;30.05
Murcia Bus;gasolinera_196;17011;17.011;805;13.416666666666666
Murcia Bus;gasolinera_197;92563;92.563;3580;59.666666666666664
Murcia Bus;gasolinera_198;786838;786.838;25876;431.26666666666665
Murcia Bus;gasolinera_199;673542;673.542;23072;384.53333333333336
Murcia Bus;gasolinera_200;721988;721.988;24705;411.75
Murcia Bus;gasolinera_201;646753;646.753;22167;369.45
Murcia Bus;gasolinera_202;767711;767.711;26871;447.85
Murcia Bus;gasolinera_203;790700;790.7;28021;467.01666666666665
Murcia Bus;gasolinera_204;693041;693.041;24167;402.78333333333336
Murcia Bus;gasolinera_206;645502;645.502;22240;370.6666666666667
Murcia Bus;gasolinera_207;370721;370.721;12916;215.26666666666668
Murcia Bus;gasolinera_208;377938;377.938;13001;216.68333333333334
Murcia Bus;gasolinera_209;452231;452.231;16128;268.8
Murcia Bus;gasolinera_210;425860;425.86;14782;246.36666666666667
Murcia Bus;gasolinera_211;454759;454.759;15767;262.78333333333336
Murcia Bus;gasolinera_212;368160;368.16;12774;212.9
Murcia Bus;gasolinera_213;385693;385.693;13192;219.86666666666667
Murcia Bus;gasolinera_214;112537;112.537;4192;69.86666666666666
Murcia Bus;gasolinera_215;86787;86.787;3301;55.016666666666666
Murcia Bus;gasolinera_216;69616;69.616;2656;44.266666666666666
Murcia Bus;gasolinera_217;904914;904.914;30020;500.3333333333333
Murcia Bus;gasolinera_218;937759;937.759;30594;509.9
Murcia Bus;gasolinera_219;1000290;1000.29;33031;550.5166666666667
Murcia Bus;gasolinera_220;466695;466.695;15348;255.8
Murcia Bus;gasolinera_221;451108;451.108;14806;246.76666666666668
Murcia Bus;gasolinera_222;617312;617.312;20007;333.45
Murcia Bus;gasolinera_223;704410;704.41;22849;380.81666666666666
Murcia Bus;gasolinera_224;732429;732.429;23825;397.0833333333333
Murcia Bus;gasolinera_225;690505;690.505;22454;374.23333333333335
Murcia Bus;gasolinera_226;531009;531.009;18444;307.4
Murcia Bus;gasolinera_227;495808;495.808;16422;273.7
Murcia Bus;gasolinera_228;562155;562.155;18220;303.6666666666667
Murcia Bus;gasolinera_229;496171;496.171;16299;271.65
Murcia Bus;gasolinera_230;527793;527.793;17031;283.85
Murcia Bus;gasolinera_231;514554;514.554;16629;277.15
Murcia Bus;gasolinera_232;475165;475.165;16095;268.25
Murcia Bus;gasolinera_233;565527;565.527;19980;333.0
Murcia Bus;gasolinera_234;601975;601.975;19940;332.3333333333333
Murcia Bus;gasolinera_235;532815;532.815;18929;315.48333333333335
Murcia Bus;gasolinera_236;724252;724.252;25078;417.96666666666664
Murcia Bus;gasolinera_237;536262;536.262;19133;318.8833333333333
Murcia Bus;gasolinera_238;510500;510.5;17712;295.2
Murcia Bus;gasolinera_239;505273;505.273;17694;294.9
Murcia Bus;gasolinera_240;551022;551.022;19420;323.6666666666667
Murcia Bus;gasolinera_241;457071;457.071;16315;271.9166666666667
Murcia Bus;gasolinera_242;415544;415.544;14174;236.23333333333332
Murcia Bus;gasolinera_243;545773;545.773;19073;317.8833333333333
Murcia Bus;gasolinera_244;551423;551.423;19441;324.01666666666665
Murcia Bus;gasolinera_245;505480;505.48;18621;310.35
Murcia Bus;gasolinera_246;458818;458.818;15648;260.8
Murcia Bus;gasolinera_247;504570;504.57;17442;290.7
Murcia Bus;gasolinera_248;477208;477.208;16708;278.46666666666664
Murcia Bus;gasolinera_249;439253;439.253;14977;249.61666666666667
Murcia Bus;gasolinera_250;545070;545.07;17961;299.35
Murcia Bus;gasolinera_251;1030344;1030.344;33587;559.7833333333333
Murcia Bus;gasolinera_252;992677;992.677;32341;539.0166666666667
Murcia Bus;gasolinera_253;946129;946.129;30367;506.1166666666667
Murcia Bus;gasolinera_254;992478;992.478;32279;537.9833333333333
Murcia Bus;gasolinera_255;987265;987.265;31885;531.4166666666666
Murcia Bus;gasolinera_256;958001;958.001;30908;515.1333333333333
Murcia Bus;gasolinera_257;969644;969.644;31334;522.2333333333333
Murcia Bus;gasolinera_258;967963;967.963;31283;521.3833333333333
Murcia Bus;gasolinera_259;730702;730.702;24351;405.85
Murcia Bus;gasolinera_260;716058;716.058;23876;397.93333333333334
Murcia Bus;gasolinera_261;719367;719.367;24656;410.93333333333334
Murcia Bus;gasolinera_262;391966;391.966;13585;226.41666666666666
Murcia Bus;gasolinera_263;769717;769.717;26353;439.21666666666664
Murcia Bus;gasolinera_264;661310;661.31;22702;378.3666666666667
Murcia Bus;gasolinera_265;687115;687.115;23410;390.1666666666667
Murcia Bus;gasolinera_266;671434;671.434;22999;383.31666666666666
Murcia Bus;gasolinera_267;797982;797.982;28759;479.31666666666666
Murcia Bus;gasolinera_268;902208;902.208;29041;484.01666666666665
Murcia Bus;gasolinera_269;924511;924.511;29821;497.01666666666665
Murcia Bus;gasolinera_270;928040;928.04;29815;496.9166666666667
Murcia Bus;gasolinera_271;912753;912.753;29536;492.26666666666665
Murcia Bus;gasolinera_272;869083;869.083;27829;463.81666666666666
Murcia Bus;gasolinera_273;659033;659.033;21272;354.53333333333336
Murcia Bus;gasolinera_274;639911;639.911;21402;356.7
Murcia Bus;gasolinera_275;438363;438.363;15136;252.26666666666668
Murcia Bus;gasolinera_276;429820;429.82;15008;250.13333333333333
Murcia Bus;gasolinera_277;519537;519.537;18062;301.03333333333336
Murcia Bus;gasolinera_278;459380;459.38;15822;263.7
Murcia Bus;gasolinera_279;472137;472.137;16664;277.73333333333335
Murcia Bus;gasolinera_280;513967;513.967;17686;294.76666666666665
Murcia Bus;gasolinera_281;397550;397.55;13865;231.08333333333334
Murcia Bus;gasolinera_282;433094;433.094;15110;251.83333333333334
Murcia Bus;gasolinera_283;380659;380.659;13497;224.95
Murcia Bus;gasolinera_285;445904;445.904;14646;244.1
Murcia Bus;gasolinera_286;428920;428.92;13688;228.13333333333333
Murcia Bus;gasolinera_287;471575;471.575;15792;263.2
Murcia Bus;gasolinera_288;335501;335.501;10941;182.35
Murcia Bus;gasolinera_289;418706;418.706;13798;229.96666666666667
Murcia Bus;gasolinera_290;369296;369.296;12284;204.73333333333332
Murcia Bus;gasolinera_291;342156;342.156;10941;182.35
Murcia Bus;gasolinera_292;223824;223.824;8822;147.03333333333333
Murcia Bus;gasolinera_293;253830;253.83;9353;155.88333333333333
Murcia Bus;gasolinera_294;187244;187.244;6968;116.13333333333334
Murcia Bus;gasolinera_295;207179;207.179;7291;121.51666666666667
Murcia Bus;gasolinera_296;248401;248.401;8830;147.16666666666666
Murcia Bus;gasolinera_297;599355;599.355;19384;323.06666666666666
Murcia Bus;gasolinera_298;593110;593.11;19959;332.65
Murcia Bus;gasolinera_299;561065;561.065;18060;301.0
Murcia Bus;gasolinera_300;601939;601.939;19391;323.18333333333334
Murcia Bus;gasolinera_301;782079;782.079;26704;445.06666666666666
Murcia Bus;gasolinera_302;802898;802.898;26927;448.78333333333336
Murcia Bus;gasolinera_303;669741;669.741;21536;358.93333333333334
Murcia Bus;gasolinera_304;624723;624.723;20156;335.93333333333334
Murcia Bus;gasolinera_305;161679;161.679;5971;99.51666666666667
Murcia Bus;gasolinera_306;641628;641.628;20554;342.56666666666666
Murcia Bus;gasolinera_307;656450;656.45;21194;353.23333333333335
Murcia Bus;gasolinera_308;566693;566.693;20218;336.96666666666664
Murcia Bus;gasolinera_309;552375;552.375;18951;315.85
Murcia Bus;gasolinera_310;568083;568.083;19417;323.6166666666667
Murcia Bus;gasolinera_311;524516;524.516;18172;302.8666666666667
Murcia Bus;gasolinera_312;575019;575.019;18932;315.53333333333336
Murcia Bus;gasolinera_314;492768;492.768;18833;313.8833333333333
Murcia Bus;gasolinera_315;618986;618.986;21687;361.45
Murcia Bus;gasolinera_316;591095;591.095;20191;336.51666666666665
Murcia Bus;gasolinera_317;572447;572.447;20707;345.1166666666667
Murcia Bus;gasolinera_318;581827;581.827;20100;335.0
Murcia Bus;gasolinera_319;590503;590.503;21444;357.4
Murcia Bus;gasolinera_320;590834;590.834;20405;340.0833333333333
Murcia Bus;gasolinera_321;279975;279.975;9301;155.01666666666668
Murcia Bus;gasolinera_322;306511;306.511;10510;175.16666666666666
Murcia Bus;gasolinera_324;133303;133.303;4919;81.98333333333333
Murcia Bus;gasolinera_325;214807;214.807;8566;142.76666666666668
Murcia Bus;gasolinera_326;513937;513.937;16864;281.06666666666666
Murcia Bus;gasolinera_327;635548;635.548;23239;387.31666666666666
Murcia Bus;gasolinera_328;666720;666.72;24556;409.26666666666665
Murcia Bus;gasolinera_329;610018;610.018;22394;373.23333333333335
Murcia Bus;gasolinera_331;565786;565.786;20937;348.95
Murcia Bus;gasolinera_332;637229;637.229;23385;389.75
Murcia Bus;gasolinera_333;657325;657.325;22710;378.5
Murcia Bus;gasolinera_334;648484;648.484;23587;393.1166666666667
Murcia Bus;gasolinera_335;645928;645.928;23912;398.53333333333336
Murcia Bus;gasolinera_336;669756;669.756;23018;383.6333333333333
Murcia Bus;gasolinera_337;647995;647.995;22528;375.46666666666664
Murcia Bus;gasolinera_338;586373;586.373;20047;334.1166666666667
Murcia Bus;gasolinera_339;604414;604.414;21325;355.4166666666667
Murcia Bus;gasolinera_340;577589;577.589;20314;338.56666666666666
Ourense Tren;punto_recarga_1;1030601;1030.601;34882;581.3666666666667
Ourense Tren;punto_recarga_2;1030063;1030.063;34873;581.2166666666667
Ourense Tren;punto_recarga_3;1030550;1030.55;34937;582.2833333333333
Ourense Tren;punto_recarga_4;1031700;1031.7;35108;585.1333333333333
Ourense Tren;punto_recarga_5;1030741;1030.741;35052;584.2
Ourense Tren;punto_recarga_6;1030963;1030.963;34937;582.2833333333333
Ourense Tren;punto_recarga_7;1036637;1036.637;34136;568.9333333333333
Ourense Tren;punto_recarga_8;1041276;1041.276;34167;569.45
Ourense Tren;punto_recarga_9;1030581;1030.581;33696;561.6
Ourense Tren;punto_recarga_10;922479;922.479;32332;538.8666666666667
Ourense Tren;punto_recarga_11;1036694;1036.694;34193;569.8833333333333
Ourense Tren;punto_recarga_12;1030581;1030.581;33696;561.6
Ourense Tren;punto_recarga_13;917150;917.15;32096;534.9333333333333
Ourense Tren;punto_recarga_14;1032819;1032.819;34014;566.9
Ourense Tren;punto_recarga_15;1039050;1039.05;34039;567.3166666666667
Ourense Tren;punto_recarga_16;1036357;1036.357;34074;567.9
Ourense Tren;punto_recarga_17;968466;968.466;33798;563.3
Ourense Tren;punto_recarga_18;968411;968.411;33765;562.75
Ourense Tren;punto_recarga_19;1040123;1040.123;34164;569.4
Ourense Tren;punto_recarga_20;968424;968.424;33769;562.8166666666667
Ourense Tren;punto_recarga_21;1055839;1055.839;34616;576.9333333333333
