Origen;Destino;Distance_m;Distance_km
Lerida Bus;Albacete Bus;506540;506.54
Lerida Bus;Alicante Tren;486522;486.522
Lerida Bus;Alicante Bus;489881;489.881
Lerida Bus;Almeria Tren;757042;757.042
Lerida Bus;Avila Tren;570127;570.127
Lerida Bus;Avila Bus;569630;569.63
Lerida Bus;Badajoz Tren;865163;865.163
Lerida Bus;Badajoz Bus;860338;860.338
Lerida Bus;Barcelona Tren;152008;152.008
Lerida Bus;Barcelona Bus;161888;161.888
Lerida Bus;Bilbao Tren;448025;448.025
Lerida Bus;Bilbao Bus;450298;450.298
Lerida Bus;Burgos Tren;438865;438.865
Lerida Bus;Burgos Bus;444910;444.91
Lerida Bus;Caceres Tren;759932;759.932
Lerida Bus;Caceres Bus;760827;760.827
Lerida Bus;Cadiz Tren;1108858;1108.858
Lerida Bus;Cadiz Bus;1108805;1108.805
Lerida Bus;Castellon Tren;241076;241.076
Lerida Bus;Castellon Bus;240937;240.937
Lerida Bus;Ciudad Real Tren;655263;655.263
Lerida Bus;Ciudad Real Bus;655439;655.439
Lerida Bus;Cordoba Tren;846289;846.289
Lerida Bus;Cordoba Bus;846009;846.009
Lerida Bus;Cuenca Tren;468969;468.969
Lerida Bus;Cuenca Bus;468731;468.731
Lerida Bus;Girona Tren;225299;225.299
Lerida Bus;Girona Bus;229932;229.932
Lerida Bus;Granada Tren;868496;868.496
Lerida Bus;Granada Bus;865597;865.597
Lerida Bus;Guadalajara Tren;403584;403.584
Lerida Bus;Guadalajara Bus;403247;403.247
Lerida Bus;Huelva Tren;1077771;1077.771
Lerida Bus;Huelva Bus;1076138;1076.138
Lerida Bus;Huesca Tren;113329;113.329
Lerida Bus;Huesca Bus;113390;113.39
Lerida Bus;Jaen Tren;783609;783.609
Lerida Bus;Jaen Bus;785843;785.843
Lerida Bus;Leon Tren;618554;618.554
Lerida Bus;Leon Bus;618166;618.166
Lerida Bus;Lerida Tren;1321;1.321
Lerida Bus;Lerida Bus;0;0.0
Lerida Bus;Logrono Tren;315224;315.224
Lerida Bus;Logrono Bus;316668;316.668
Lerida Bus;Lugo Tren;833960;833.96
Lerida Bus;Lugo Bus;832665;832.665
Lerida Bus;Madrid Tren;461807;461.807
Lerida Bus;Madrid Bus;460065;460.065
Lerida Bus;Malaga Tren;988531;988.531
Lerida Bus;Malaga Bus;987956;987.956
Lerida Bus;Murcia Tren;548896;548.896
Lerida Bus;Murcia Bus;549023;549.023
Lerida Bus;Ourense Tren;896650;896.65
Lerida Bus;Ourense Bus;897029;897.029
Lerida Bus;Oviedo Tren;728541;728.541
Lerida Bus;Oviedo Bus;728488;728.488
Lerida Bus;Palencia Tren;529943;529.943
Lerida Bus;Palencia Bus;530386;530.386
Lerida Bus;Pamplona Tren;326916;326.916
Lerida Bus;Pamplona Bus;323411;323.411
Lerida Bus;Pontevedra Tren;1007335;1007.335
Lerida Bus;Pontevedra Bus;1006948;1006.948
Lerida Bus;Salamanca Tren;680719;680.719
Lerida Bus;Salamanca Bus;676119;676.119
Lerida Bus;San Sebastian Tren;410005;410.005
Lerida Bus;Santander Tren;546685;546.685
Lerida Bus;Santander Bus;546384;546.384
Lerida Bus;Segovia Tren;551782;551.782
Lerida Bus;Segovia Bus;553115;553.115
Lerida Bus;Sevilla Tren;992481;992.481
Lerida Bus;Sevilla Bus;989516;989.516
Lerida Bus;Soria Tren;306574;306.574
Lerida Bus;Soria Bus;304837;304.837
Lerida Bus;Tarragona Tren;101267;101.267
Lerida Bus;Tarragona Bus;100010;100.01
Lerida Bus;Teruel Tren;322798;322.798
Lerida Bus;Teruel Bus;322798;322.798
Lerida Bus;Toledo Tren;532678;532.678
Lerida Bus;Toledo Bus;529672;529.672
Lerida Bus;Valencia Tren;314287;314.287
Lerida Bus;Valencia Bus;316947;316.947
Lerida Bus;Valladolid Tren;567157;567.157
Lerida Bus;Valladolid Bus;566677;566.677
Lerida Bus;Vitoria Tren;406392;406.392
Lerida Bus;Vitoria Bus;409960;409.96
Lerida Bus;Zamora Tren;663613;663.613
Lerida Bus;Zamora Bus;662022;662.022
Lerida Bus;Zaragoza Tren;154360;154.36
Logrono Tren;A Coru̱a Tren;611274;611.274
Logrono Tren;A Coru̱a Bus;611936;611.936
Logrono Tren;Albacete Tren;559121;559.121
Logrono Tren;Albacete Bus;558964;558.964
Logrono Tren;Alicante Tren;652985;652.985
Logrono Tren;Alicante Bus;656343;656.343
Logrono Tren;Almeria Tren;862239;862.239
Logrono Tren;Avila Tren;389445;389.445
Logrono Tren;Avila Bus;388947;388.947
Logrono Tren;Badajoz Tren;664208;664.208
Logrono Tren;Badajoz Bus;666911;666.911
Logrono Tren;Barcelona Tren;470046;470.046
Logrono Tren;Barcelona Bus;479964;479.964
Logrono Tren;Bilbao Tren;135627;135.627
Logrono Tren;Bilbao Bus;137900;137.9
Logrono Tren;Burgos Tren;126467;126.467
Logrono Tren;Burgos Bus;132511;132.511
Logrono Tren;Caceres Tren;580723;580.723
Logrono Tren;Caceres Bus;581618;581.618
Logrono Tren;Cadiz Tren;952670;952.67
Logrono Tren;Cadiz Bus;952616;952.616
Logrono Tren;Castellon Tren;487105;487.105
Logrono Tren;Castellon Bus;486966;486.966
Logrono Tren;Ciudad Real Tren;522139;522.139
Logrono Tren;Ciudad Real Bus;522315;522.315
Logrono Tren;Cordoba Tren;713165;713.165
Logrono Tren;Cordoba Bus;712885;712.885
Logrono Tren;Cuenca Tren;371160;371.16
Logrono Tren;Cuenca Bus;371164;371.164
Logrono Tren;Girona Tren;554598;554.598
Logrono Tren;Girona Bus;556644;556.644
Logrono Tren;Granada Tren;735372;735.372
Logrono Tren;Granada Bus;732473;732.473
Logrono Tren;Guadalajara Tren;270460;270.46
Logrono Tren;Guadalajara Bus;270123;270.123
Logrono Tren;Huelva Tren;921582;921.582
Logrono Tren;Huelva Bus;919949;919.949
Logrono Tren;Huesca Tren;237879;237.879
Logrono Tren;Huesca Bus;237759;237.759
Logrono Tren;Jaen Tren;650485;650.485
Logrono Tren;Jaen Bus;652719;652.719
Logrono Tren;Leon Tren;306155;306.155
Logrono Tren;Leon Bus;305768;305.768
Logrono Tren;Lerida Tren;317654;317.654
Logrono Tren;Lerida Bus;316084;316.084
Logrono Tren;Logrono Tren;0;0.0
Logrono Tren;Logrono Bus;1031;1.031
Logrono Tren;Lugo Tren;521562;521.562
Logrono Tren;Lugo Bus;520266;520.266
Logrono Tren;Madrid Tren;328683;328.683
Logrono Tren;Madrid Bus;326941;326.941
Logrono Tren;Malaga Tren;855407;855.407
Logrono Tren;Malaga Bus;854832;854.832
Logrono Tren;Murcia Tren;715358;715.358
Logrono Tren;Murcia Bus;715485;715.485
Logrono Tren;Ourense Tren;584251;584.251
Logrono Tren;Ourense Bus;584630;584.63
Logrono Tren;Oviedo Tren;416143;416.143
Logrono Tren;Oviedo Bus;416089;416.089
Logrono Tren;Palencia Tren;217544;217.544
Logrono Tren;Palencia Bus;217988;217.988
Logrono Tren;Pamplona Tren;86506;86.506
Logrono Tren;Pamplona Bus;84697;84.697
Logrono Tren;Pontevedra Tren;694936;694.936
Logrono Tren;Pontevedra Bus;694549;694.549
Logrono Tren;Salamanca Tren;368320;368.32
Logrono Tren;Salamanca Bus;371003;371.003
Logrono Tren;San Sebastian Tren;166712;166.712
Logrono Tren;Santander Tren;234287;234.287
Logrono Tren;Santander Bus;233985;233.985
Logrono Tren;Segovia Tren;330144;330.144
Logrono Tren;Segovia Bus;331477;331.477
Logrono Tren;Sevilla Tren;836292;836.292
Logrono Tren;Sevilla Bus;833327;833.327
Logrono Tren;Soria Tren;102015;102.015
Logrono Tren;Soria Bus;100278;100.278
Logrono Tren;Tarragona Tren;401715;401.715
Logrono Tren;Tarragona Bus;400458;400.458
Logrono Tren;Teruel Tren;340654;340.654
Logrono Tren;Teruel Bus;340654;340.654
Logrono Tren;Toledo Tren;399554;399.554
Logrono Tren;Toledo Bus;396548;396.548
Logrono Tren;Valencia Tren;480172;480.172
Logrono Tren;Valencia Bus;483409;483.409
Logrono Tren;Valladolid Tren;254758;254.758
Logrono Tren;Valladolid Bus;254278;254.278
Logrono Tren;Vitoria Tren;63050;63.05
Logrono Tren;Vitoria Bus;97561;97.561
Logrono Tren;Zamora Tren;351215;351.215
Logrono Tren;Zamora Bus;349624;349.624
Logrono Tren;Zaragoza Tren;167659;167.659
Logrono Bus;A Coru̱a Tren;611244;611.244
Logrono Bus;A Coru̱a Bus;611905;611.905
Logrono Bus;Albacete Tren;559090;559.09
Logrono Bus;Albacete Bus;558933;558.933
Logrono Bus;Alicante Tren;653392;653.392
Logrono Bus;Alicante Bus;656750;656.75
Logrono Bus;Almeria Tren;862209;862.209
Logrono Bus;Avila Tren;389414;389.414
Logrono Bus;Avila Bus;388916;388.916
Logrono Bus;Badajoz Tren;664177;664.177
Logrono Bus;Badajoz Bus;666880;666.88
Logrono Bus;Barcelona Tren;470453;470.453
Logrono Bus;Barcelona Bus;480371;480.371
Logrono Bus;Bilbao Tren;135596;135.596
Logrono Bus;Bilbao Bus;137869;137.869
Logrono Bus;Burgos Tren;126436;126.436
Logrono Bus;Burgos Bus;132481;132.481
Logrono Bus;Caceres Tren;580692;580.692
Logrono Bus;Caceres Bus;581587;581.587
Logrono Bus;Cadiz Tren;952639;952.639
Logrono Bus;Cadiz Bus;952585;952.585
Logrono Bus;Castellon Tren;487512;487.512
Logrono Bus;Castellon Bus;487373;487.373
Logrono Bus;Ciudad Real Tren;522108;522.108
Logrono Bus;Ciudad Real Bus;522285;522.285
Logrono Bus;Cordoba Tren;713134;713.134
Logrono Bus;Cordoba Bus;712854;712.854
Logrono Bus;Cuenca Tren;371129;371.129
Logrono Bus;Cuenca Bus;371133;371.133
Logrono Bus;Girona Tren;555005;555.005
Logrono Bus;Girona Bus;557050;557.05
Logrono Bus;Granada Tren;735341;735.341
Logrono Bus;Granada Bus;732442;732.442
Logrono Bus;Guadalajara Tren;270429;270.429
Logrono Bus;Guadalajara Bus;270092;270.092
Logrono Bus;Huelva Tren;921552;921.552
Logrono Bus;Huelva Bus;919918;919.918
Logrono Bus;Huesca Tren;238286;238.286
Logrono Bus;Huesca Bus;238166;238.166
Logrono Bus;Jaen Tren;650454;650.454
Logrono Bus;Jaen Bus;652688;652.688
Logrono Bus;Leon Tren;306124;306.124
Logrono Bus;Leon Bus;305737;305.737
Logrono Bus;Lerida Tren;318061;318.061
Logrono Bus;Lerida Bus;316491;316.491
Logrono Bus;Logrono Tren;1042;1.042
Logrono Bus;Logrono Bus;0;0.0
Logrono Bus;Lugo Tren;521531;521.531
Logrono Bus;Lugo Bus;520235;520.235
Logrono Bus;Madrid Tren;328652;328.652
Logrono Bus;Madrid Bus;326910;326.91
Logrono Bus;Malaga Tren;855376;855.376
Logrono Bus;Malaga Bus;854801;854.801
Logrono Bus;Murcia Tren;715765;715.765
Logrono Bus;Murcia Bus;715892;715.892
Logrono Bus;Ourense Tren;584220;584.22
Logrono Bus;Ourense Bus;584599;584.599
Logrono Bus;Oviedo Tren;416112;416.112
Logrono Bus;Oviedo Bus;416058;416.058
Logrono Bus;Palencia Tren;217514;217.514
Logrono Bus;Palencia Bus;217957;217.957
Logrono Bus;Pamplona Tren;86913;86.913
Logrono Bus;Pamplona Bus;85104;85.104
Logrono Bus;Pontevedra Tren;694906;694.906
Logrono Bus;Pontevedra Bus;694518;694.518
Logrono Bus;Salamanca Tren;368289;368.289
Logrono Bus;Salamanca Bus;370972;370.972
Logrono Bus;San Sebastian Tren;167118;167.118
Logrono Bus;Santander Tren;234256;234.256
Logrono Bus;Santander Bus;233954;233.954
Logrono Bus;Segovia Tren;330113;330.113
Logrono Bus;Segovia Bus;331446;331.446
Logrono Bus;Sevilla Tren;836261;836.261
Logrono Bus;Sevilla Bus;833296;833.296
Logrono Bus;Soria Tren;101984;101.984
Logrono Bus;Soria Bus;100248;100.248
Logrono Bus;Tarragona Tren;402122;402.122
Logrono Bus;Tarragona Bus;400865;400.865
Logrono Bus;Teruel Tren;341061;341.061
Logrono Bus;Teruel Bus;341061;341.061
Logrono Bus;Toledo Tren;399524;399.524
Logrono Bus;Toledo Bus;396518;396.518
Logrono Bus;Valencia Tren;480579;480.579
Logrono Bus;Valencia Bus;483816;483.816
Logrono Bus;Valladolid Tren;254727;254.727
Logrono Bus;Valladolid Bus;254247;254.247
Logrono Bus;Vitoria Tren;63547;63.547
Logrono Bus;Vitoria Bus;97530;97.53
Logrono Bus;Zamora Tren;351184;351.184
Logrono Bus;Zamora Bus;349593;349.593
Logrono Bus;Zaragoza Tren;168066;168.066
Lugo Tren;A Coru̱a Tren;92699;92.699
Lugo Tren;A Coru̱a Bus;93360;93.36
Lugo Tren;Albacete Tren;760555;760.555
Lugo Tren;Albacete Bus;760398;760.398
Lugo Tren;Alicante Tren;924697;924.697
Lugo Tren;Alicante Bus;923716;923.716
Lugo Tren;Almeria Tren;1041955;1041.955
Lugo Tren;Avila Tren;426395;426.395
Lugo Tren;Avila Bus;425897;425.897
Lugo Tren;Badajoz Tren;659427;659.427
Lugo Tren;Badajoz Bus;662130;662.13
Lugo Tren;Barcelona Tren;989582;989.582
Lugo Tren;Barcelona Bus;999500;999.5
Lugo Tren;Bilbao Tren;504433;504.433
Lugo Tren;Bilbao Bus;500946;500.946
Lugo Tren;Burgos Tren;394660;394.66
Lugo Tren;Burgos Bus;393268;393.268
Lugo Tren;Caceres Tren;575942;575.942
Lugo Tren;Caceres Bus;576837;576.837
Lugo Tren;Cadiz Tren;947889;947.889
Lugo Tren;Cadiz Bus;947835;947.835
Lugo Tren;Castellon Tren;922167;922.167
Lugo Tren;Castellon Bus;922028;922.028
Lugo Tren;Ciudad Real Tren;684425;684.425
Lugo Tren;Ciudad Real Bus;702031;702.031
Lugo Tren;Cordoba Tren;892881;892.881
Lugo Tren;Cordoba Bus;892600;892.6
Lugo Tren;Cuenca Tren;668158;668.158
Lugo Tren;Cuenca Bus;668162;668.162
Lugo Tren;Girona Tren;1074134;1074.134
Lugo Tren;Girona Bus;1076179;1076.179
Lugo Tren;Granada Tren;915088;915.088
Lugo Tren;Granada Bus;912189;912.189
Lugo Tren;Guadalajara Tren;557089;557.089
Lugo Tren;Guadalajara Bus;559084;559.084
Lugo Tren;Huelva Tren;916802;916.802
Lugo Tren;Huelva Bus;915168;915.168
Lugo Tren;Huesca Tren;757415;757.415
Lugo Tren;Huesca Bus;757295;757.295
Lugo Tren;Jaen Tren;830200;830.2
Lugo Tren;Jaen Bus;832434;832.434
Lugo Tren;Leon Tren;221699;221.699
Lugo Tren;Leon Bus;222579;222.579
Lugo Tren;Lerida Tren;837190;837.19
Lugo Tren;Lerida Bus;835620;835.62
Lugo Tren;Logrono Tren;523532;523.532
Lugo Tren;Logrono Bus;522803;522.803
Lugo Tren;Lugo Tren;0;0.0
Lugo Tren;Lugo Bus;2367;2.367
Lugo Tren;Madrid Tren;503802;503.802
Lugo Tren;Madrid Bus;505483;505.483
Lugo Tren;Malaga Tren;1035123;1035.123
Lugo Tren;Malaga Bus;1034548;1034.548
Lugo Tren;Murcia Tren;903433;903.433
Lugo Tren;Murcia Bus;903561;903.561
Lugo Tren;Ourense Tren;112182;112.182
Lugo Tren;Ourense Bus;112988;112.988
Lugo Tren;Oviedo Tren;246409;246.409
Lugo Tren;Oviedo Bus;247494;247.494
Lugo Tren;Palencia Tren;335220;335.22
Lugo Tren;Palencia Bus;334689;334.689
Lugo Tren;Pamplona Tren;598542;598.542
Lugo Tren;Pamplona Bus;600121;600.121
Lugo Tren;Pontevedra Tren;196215;196.215
Lugo Tren;Pontevedra Bus;195828;195.828
Lugo Tren;Salamanca Tren;368903;368.903
Lugo Tren;Salamanca Bus;368271;368.271
Lugo Tren;San Sebastian Tren;603713;603.713
Lugo Tren;Santander Tren;414359;414.359
Lugo Tren;Santander Bus;414057;414.057
Lugo Tren;Segovia Tren;435097;435.097
Lugo Tren;Segovia Bus;434396;434.396
Lugo Tren;Sevilla Tren;831511;831.511
Lugo Tren;Sevilla Bus;828546;828.546
Lugo Tren;Soria Tren;528530;528.53
Lugo Tren;Soria Bus;528316;528.316
Lugo Tren;Tarragona Tren;921251;921.251
Lugo Tren;Tarragona Bus;919994;919.994
Lugo Tren;Teruel Tren;804138;804.138
Lugo Tren;Teruel Bus;804138;804.138
Lugo Tren;Toledo Tren;568582;568.582
Lugo Tren;Toledo Bus;565576;565.576
Lugo Tren;Valencia Tren;856771;856.771
Lugo Tren;Valencia Bus;856838;856.838
Lugo Tren;Valladolid Tren;346584;346.584
Lugo Tren;Valladolid Bus;344717;344.717
Lugo Tren;Vitoria Tren;503547;503.547
Lugo Tren;Vitoria Bus;507115;507.115
Lugo Tren;Zamora Tren;302674;302.674
Lugo Tren;Zamora Bus;304818;304.818
Lugo Tren;Zaragoza Tren;687195;687.195
Lugo Bus;A Coru̱a Tren;95475;95.475
Lugo Bus;A Coru̱a Bus;96136;96.136
Lugo Bus;Albacete Tren;761488;761.488
Lugo Bus;Albacete Bus;761332;761.332
Lugo Bus;Alicante Tren;925630;925.63
Lugo Bus;Alicante Bus;924650;924.65
Lugo Bus;Almeria Tren;1042889;1042.889
Lugo Bus;Avila Tren;427329;427.329
Lugo Bus;Avila Bus;426831;426.831
Lugo Bus;Badajoz Tren;660361;660.361
Lugo Bus;Badajoz Bus;663064;663.064
Lugo Bus;Barcelona Tren;990515;990.515
Lugo Bus;Barcelona Bus;1000434;1000.434
Lugo Bus;Bilbao Tren;507209;507.209
Lugo Bus;Bilbao Bus;503722;503.722
Lugo Bus;Burgos Tren;395593;395.593
Lugo Bus;Burgos Bus;394202;394.202
Lugo Bus;Caceres Tren;576875;576.875
Lugo Bus;Caceres Bus;577771;577.771
Lugo Bus;Cadiz Tren;948823;948.823
Lugo Bus;Cadiz Bus;948769;948.769
Lugo Bus;Castellon Tren;923101;923.101
Lugo Bus;Castellon Bus;922962;922.962
Lugo Bus;Ciudad Real Tren;685359;685.359
Lugo Bus;Ciudad Real Bus;702965;702.965
Lugo Bus;Cordoba Tren;893815;893.815
Lugo Bus;Cordoba Bus;893534;893.534
Lugo Bus;Cuenca Tren;669092;669.092
Lugo Bus;Cuenca Bus;669095;669.095
Lugo Bus;Girona Tren;1075068;1075.068
Lugo Bus;Girona Bus;1077113;1077.113
Lugo Bus;Granada Tren;916022;916.022
Lugo Bus;Granada Bus;913122;913.122
Lugo Bus;Guadalajara Tren;558023;558.023
Lugo Bus;Guadalajara Bus;560017;560.017
Lugo Bus;Huelva Tren;917735;917.735
Lugo Bus;Huelva Bus;916102;916.102
Lugo Bus;Huesca Tren;758348;758.348
Lugo Bus;Huesca Bus;758229;758.229
Lugo Bus;Jaen Tren;831134;831.134
Lugo Bus;Jaen Bus;833368;833.368
Lugo Bus;Leon Tren;222632;222.632
Lugo Bus;Leon Bus;223512;223.512
Lugo Bus;Lerida Tren;838123;838.123
Lugo Bus;Lerida Bus;836554;836.554
Lugo Bus;Logrono Tren;524465;524.465
Lugo Bus;Logrono Bus;523737;523.737
Lugo Bus;Lugo Tren;1432;1.432
Lugo Bus;Lugo Bus;0;0.0
Lugo Bus;Madrid Tren;504735;504.735
Lugo Bus;Madrid Bus;506417;506.417
Lugo Bus;Malaga Tren;1036057;1036.057
Lugo Bus;Malaga Bus;1035482;1035.482
Lugo Bus;Murcia Tren;904367;904.367
Lugo Bus;Murcia Bus;904494;904.494
Lugo Bus;Ourense Tren;92497;92.497
Lugo Bus;Ourense Bus;93279;93.279
Lugo Bus;Oviedo Tren;249186;249.186
Lugo Bus;Oviedo Bus;250271;250.271
Lugo Bus;Palencia Tren;336153;336.153
Lugo Bus;Palencia Bus;335623;335.623
Lugo Bus;Pamplona Tren;599475;599.475
Lugo Bus;Pamplona Bus;601055;601.055
Lugo Bus;Pontevedra Tren;167165;167.165
Lugo Bus;Pontevedra Bus;166778;166.778
Lugo Bus;Salamanca Tren;369837;369.837
Lugo Bus;Salamanca Bus;369205;369.205
Lugo Bus;San Sebastian Tren;604647;604.647
Lugo Bus;Santander Tren;417136;417.136
Lugo Bus;Santander Bus;416834;416.834
Lugo Bus;Segovia Tren;436031;436.031
Lugo Bus;Segovia Bus;435330;435.33
Lugo Bus;Sevilla Tren;832445;832.445
Lugo Bus;Sevilla Bus;829480;829.48
Lugo Bus;Soria Tren;529463;529.463
Lugo Bus;Soria Bus;529250;529.25
Lugo Bus;Tarragona Tren;922185;922.185
Lugo Bus;Tarragona Bus;920928;920.928
Lugo Bus;Teruel Tren;805072;805.072
Lugo Bus;Teruel Bus;805072;805.072
Lugo Bus;Toledo Tren;569516;569.516
Lugo Bus;Toledo Bus;566510;566.51
Lugo Bus;Valencia Tren;857705;857.705
Lugo Bus;Valencia Bus;857772;857.772
Lugo Bus;Valladolid Tren;347517;347.517
Lugo Bus;Valladolid Bus;345650;345.65
Lugo Bus;Vitoria Tren;504481;504.481
Lugo Bus;Vitoria Bus;508049;508.049
Lugo Bus;Zamora Tren;303608;303.608
Lugo Bus;Zamora Bus;305752;305.752
Lugo Bus;Zaragoza Tren;688128;688.128
Madrid Tren;A Coru̱a Tren;594415;594.415
Madrid Tren;A Coru̱a Bus;595077;595.077
Madrid Tren;Albacete Tren;253491;253.491
Madrid Tren;Albacete Bus;253334;253.334
Madrid Tren;Alicante Tren;417633;417.633
Madrid Tren;Alicante Bus;416652;416.652
Madrid Tren;Almeria Tren;543074;543.074
Madrid Tren;Avila Tren;113801;113.801
Madrid Tren;Avila Bus;113304;113.304
Madrid Tren;Badajoz Tren;407460;407.46
Madrid Tren;Badajoz Bus;402636;402.636
Madrid Tren;Barcelona Tren;614847;614.847
Madrid Tren;Barcelona Bus;624765;624.765
Madrid Tren;Bilbao Tren;396942;396.942
Madrid Tren;Bilbao Bus;399215;399.215
Madrid Tren;Burgos Tren;248089;248.089
Madrid Tren;Burgos Bus;242132;242.132
Madrid Tren;Caceres Tren;302229;302.229
Madrid Tren;Caceres Bus;303125;303.125
Madrid Tren;Cadiz Tren;651156;651.156
Madrid Tren;Cadiz Bus;651103;651.103
Madrid Tren;Castellon Tren;418991;418.991
Madrid Tren;Castellon Bus;418852;418.852
Madrid Tren;Ciudad Real Tren;190207;190.207
Madrid Tren;Ciudad Real Bus;190501;190.501
Madrid Tren;Cordoba Tren;394000;394.0
Madrid Tren;Cordoba Bus;393719;393.719
Madrid Tren;Cuenca Tren;164982;164.982
Madrid Tren;Cuenca Bus;164985;164.985
Madrid Tren;Girona Tren;699399;699.399
Madrid Tren;Girona Bus;701444;701.444
Madrid Tren;Granada Tren;416207;416.207
Madrid Tren;Granada Bus;413308;413.308
Madrid Tren;Guadalajara Tren;58385;58.385
Madrid Tren;Guadalajara Bus;58074;58.074
Madrid Tren;Huelva Tren;620069;620.069
Madrid Tren;Huelva Bus;618435;618.435
Madrid Tren;Huesca Tren;382680;382.68
Madrid Tren;Huesca Bus;382560;382.56
Madrid Tren;Jaen Tren;331319;331.319
Madrid Tren;Jaen Bus;333554;333.554
Madrid Tren;Leon Tren;341019;341.019
Madrid Tren;Leon Bus;340632;340.632
Madrid Tren;Lerida Tren;462454;462.454
Madrid Tren;Lerida Bus;460885;460.885
Madrid Tren;Logrono Tren;328138;328.138
Madrid Tren;Logrono Bus;327410;327.41
Madrid Tren;Lugo Tren;504703;504.703
Madrid Tren;Lugo Bus;503407;503.407
Madrid Tren;Madrid Tren;0;0.0
Madrid Tren;Madrid Bus;3315;3.315
Madrid Tren;Malaga Tren;536242;536.242
Madrid Tren;Malaga Bus;535667;535.667
Madrid Tren;Murcia Tren;396369;396.369
Madrid Tren;Murcia Bus;396497;396.497
Madrid Tren;Ourense Tren;506380;506.38
Madrid Tren;Ourense Bus;506759;506.759
Madrid Tren;Oviedo Tren;454643;454.643
Madrid Tren;Oviedo Bus;451912;451.912
Madrid Tren;Palencia Tren;265276;265.276
Madrid Tren;Palencia Bus;267325;267.325
Madrid Tren;Pamplona Tren;393097;393.097
Madrid Tren;Pamplona Bus;389592;389.592
Madrid Tren;Pontevedra Tren;617065;617.065
Madrid Tren;Pontevedra Bus;616678;616.678
Madrid Tren;Salamanca Tren;218429;218.429
Madrid Tren;Salamanca Bus;219793;219.793
Madrid Tren;San Sebastian Tren;452782;452.782
Madrid Tren;Santander Tren;454881;454.881
Madrid Tren;Santander Bus;454579;454.579
Madrid Tren;Segovia Tren;95456;95.456
Madrid Tren;Segovia Bus;96789;96.789
Madrid Tren;Sevilla Tren;534779;534.779
Madrid Tren;Sevilla Bus;531813;531.813
Madrid Tren;Soria Tren;226206;226.206
Madrid Tren;Soria Bus;228475;228.475
Madrid Tren;Tarragona Tren;546516;546.516
Madrid Tren;Tarragona Bus;545259;545.259
Madrid Tren;Teruel Tren;303364;303.364
Madrid Tren;Teruel Bus;303364;303.364
Madrid Tren;Toledo Tren;74364;74.364
Madrid Tren;Toledo Bus;71358;71.358
Madrid Tren;Valencia Tren;353595;353.595
Madrid Tren;Valencia Bus;353662;353.662
Madrid Tren;Valladolid Tren;193282;193.282
Madrid Tren;Valladolid Bus;193088;193.088
Madrid Tren;Vitoria Tren;352617;352.617
Madrid Tren;Vitoria Bus;356184;356.184
Madrid Tren;Zamora Tren;258616;258.616
Madrid Tren;Zamora Bus;257025;257.025
Madrid Tren;Zaragoza Tren;312042;312.042
Madrid Bus;A Coru̱a Tren;595827;595.827
Madrid Bus;A Coru̱a Bus;596488;596.488
Madrid Bus;Albacete Tren;253000;253.0
Madrid Bus;Albacete Bus;252843;252.843
Madrid Bus;Alicante Tren;417142;417.142
Madrid Bus;Alicante Bus;416161;416.161
Madrid Bus;Almeria Tren;542146;542.146
Madrid Bus;Avila Tren;115213;115.213
Madrid Bus;Avila Bus;114715;114.715
Madrid Bus;Badajoz Tren;407552;407.552
Madrid Bus;Badajoz Bus;402727;402.727
Madrid Bus;Barcelona Tren;614356;614.356
Madrid Bus;Barcelona Bus;624274;624.274
Madrid Bus;Bilbao Tren;396452;396.452
Madrid Bus;Bilbao Bus;398725;398.725
Madrid Bus;Burgos Tren;247598;247.598
Madrid Bus;Burgos Bus;241642;241.642
Madrid Bus;Caceres Tren;302321;302.321
Madrid Bus;Caceres Bus;303217;303.217
Madrid Bus;Cadiz Tren;651248;651.248
Madrid Bus;Cadiz Bus;651194;651.194
Madrid Bus;Castellon Tren;418500;418.5
Madrid Bus;Castellon Bus;418361;418.361
Madrid Bus;Ciudad Real Tren;202045;202.045
Madrid Bus;Ciudad Real Bus;202222;202.222
Madrid Bus;Cordoba Tren;393072;393.072
Madrid Bus;Cordoba Bus;392791;392.791
Madrid Bus;Cuenca Tren;164491;164.491
Madrid Bus;Cuenca Bus;164495;164.495
Madrid Bus;Girona Tren;698909;698.909
Madrid Bus;Girona Bus;700954;700.954
Madrid Bus;Granada Tren;415279;415.279
Madrid Bus;Granada Bus;412380;412.38
Madrid Bus;Guadalajara Tren;57895;57.895
Madrid Bus;Guadalajara Bus;57584;57.584
Madrid Bus;Huelva Tren;620161;620.161
Madrid Bus;Huelva Bus;618527;618.527
Madrid Bus;Huesca Tren;382189;382.189
Madrid Bus;Huesca Bus;382070;382.07
Madrid Bus;Jaen Tren;330391;330.391
Madrid Bus;Jaen Bus;332625;332.625
Madrid Bus;Leon Tren;342431;342.431
Madrid Bus;Leon Bus;342044;342.044
Madrid Bus;Lerida Tren;461964;461.964
Madrid Bus;Lerida Bus;460395;460.395
Madrid Bus;Logrono Tren;327648;327.648
Madrid Bus;Logrono Bus;326919;326.919
Madrid Bus;Lugo Tren;506114;506.114
Madrid Bus;Lugo Bus;504819;504.819
Madrid Bus;Madrid Tren;1760;1.76
Madrid Bus;Madrid Bus;0;0.0
Madrid Bus;Malaga Tren;535314;535.314
