id;latitude;longitude;name;streetName;provincia;ccaa;postalCode;connectorType;ratedPowerKW;num_connectors
punto_recarga_150;42.4074484;-2.1220287;BMW Logroño;;Rioja;Rioja;26006;IEC62196Type2Outlet;7.4;1
punto_recarga_151;42.472615999999995;-2.4169633999999998;Tesla Logroño Calle de los Portales;Calle de los Portales;Rioja;Rioja;26001;Tesla;;1
punto_recarga_152;42.447571999999994;-2.418637;Logroño;;Rioja;Rioja;26008;IEC62196Type2Outlet;11.1;1
punto_recarga_153;42.4542539;-2.5041322999999998;Tesla Logroño Calle de los Portales;Calle de los Portales;Rioja;Rioja;26001;Tesla;;1
punto_recarga_154;42.583635;-2.849396;Baños de Ebro Calle Mayor;Calle Mayor;Araba/Álava;Basque Country;01307;IEC62196Type2Outlet;22.2;1
punto_recarga_155;42.351808;-2.7533689999999997;Briones;;Rioja;Rioja;26330;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_156;42.333749;-2.763892;Briones;;Rioja;Rioja;26330;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_157;42.2301756;-1.8477525000000001;Tesla Arnedo Paseo de la Constitución;Paseo de la Constitución;Rioja;Rioja;26580;Tesla;;1
punto_recarga_158;42.437397;-2.2827436000000003;Logroño Calle del Muro de Francisco de la Mata;Calle del Muro de Francisco de la Mata;Rioja;Rioja;26001;['StandardHouseholdCountrySpecific', 'IEC62196Type2Outlet'];[2.8, 7.4];2
punto_recarga_159;42.5732888;-2.8527583;Iberdrola Erriberabeitia Calle Los Almendros;Calle Los Almendros;Araba/Álava;Basque Country;01213;['IEC62196Type2CCS', 'Chademo', 'IEC62196Type2Outlet'];[50, 50, 22.2];3
punto_recarga_160;42.3281448;-2.7609249;Iberdrola Elciego Calle Torrea;Calle Torrea;Araba/Álava;Basque Country;01340;IEC62196Type2Outlet;22.2;1
punto_recarga_161;42.16631339999999;-2.6500101000000003;Iberdrola Cenicero Calle Arsenio Corral;Calle Arsenio Corral;Rioja;Rioja;26350;IEC62196Type2Outlet;22.2;1
punto_recarga_162;42.411644700000004;-2.7011844;Tesla Villabuena de Álava Calle de la Herrería;Calle de la Herrería;Araba/Álava;Basque Country;01307;Tesla;;1
punto_recarga_163;42.46169949999999;-2.4549066;Renault Logroño Avenida de Burgos;Avenida de Burgos;Rioja;Rioja;26007;IEC62196Type2Outlet;22.2;1
punto_recarga_164;42.2293783;-2.0940911;Lerín Carretera de Allo;Carretera de Allo;Navarre;Chartered Community of Navarre;31260;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_165;42.318637700000004;-2.0525105;Ribafrecha Calle del Boticón;Calle del Boticón;Rioja;Rioja;26130;IEC62196Type2Outlet;22.2;1
punto_recarga_166;42.4690331;-2.4110332999999997;Oyón-Oion Carretera de Logroño;Carretera de Logroño;Araba/Álava;Basque Country;01320;['IEC62196Type2Outlet', 'IEC60309AC1PhaseBlue'];[2.8, None];2
punto_recarga_167;42.459959399999995;-2.4446677;Logroño;;Rioja;Rioja;26008;IEC62196Type2Outlet;11.1;1
punto_recarga_168;42.4294219;-2.7157075;Briones;;Rioja;Rioja;26330;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_169;42.4620475;-2.4715036;Tesla Logroño Calle de los Portales;Calle de los Portales;Rioja;Rioja;26001;Tesla;;1
punto_recarga_170;42.4302583;-2.2584736;Logroño Calle del Muro de Francisco de la Mata;Calle del Muro de Francisco de la Mata;Rioja;Rioja;26001;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_171;42.469389899999996;-2.412632;Oyón-Oion Carretera de Logroño;Carretera de Logroño;Araba/Álava;Basque Country;01320;['IEC62196Type2Outlet', 'IEC60309AC1PhaseBlue'];[2.8, None];2
punto_recarga_172;42.186525;-1.747985;Tudela;;Navarre;Chartered Community of Navarre;31500;IEC62196Type2Outlet;22.2;1
punto_recarga_173;42.4556021;-2.4718713;Tesla Logroño Calle de los Portales;Calle de los Portales;Rioja;Rioja;26001;Tesla;;1
punto_recarga_174;42.4600352;-2.4757325;Tesla Logroño Calle de los Portales;Calle de los Portales;Rioja;Rioja;26001;Tesla;;1
punto_recarga_175;41.2243315;-0.4385412;Pastriz Calle Sector 5;Calle Sector 5;Saragossa;Aragon;50195;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[7.4, 3.7];2
punto_recarga_176;40.273092;-0.985079;myRecarga Teruel Calle Génova;Calle Génova;Teruel;Aragon;44195;IEC62196Type2Outlet;7.4;1
punto_recarga_177;40.453478600000004;-1.2447381000000002;Iberdrola La Puebla de Valverde Carretera Vecinal de Camarena a la Estación de P;Carretera Vecinal de Camarena a la Estación de Puebla;Teruel;Aragon;44450;IEC62196Type2Outlet;7.4;1
punto_recarga_178;43.3813393;-5.8294346999999975;Siero;;Asturias;Principality of Asturias;33199;IEC62196Type2Outlet;11.1;1
punto_recarga_179;43.53426839999999;-5.6603796;Gijón Calle de Carlos Marx;Calle de Carlos Marx;Asturias;Principality of Asturias;33207;IEC62196Type2Outlet;11.1;1
punto_recarga_180;43.5591662;-5.9772415;Renault Avilés Calle de los Estibadores;Calle de los Estibadores;Asturias;Principality of Asturias;33490;IEC62196Type2Outlet;22.2;1
punto_recarga_181;43.2488883;-5.7718986;EDP Oviedo;;Asturias;Principality of Asturias;33001;IEC62196Type2Outlet;11.1;1
punto_recarga_182;43.387464;-6.072723000000001;Ribera de Arriba Calle del Llosal;Calle del Llosal;Asturias;Principality of Asturias;33171;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_183;43.5687179;-6.944178;Allande Avenida América;Avenida América;Asturias;Principality of Asturias;33880;IEC62196Type2Outlet;11.1;1
punto_recarga_184;43.2846217;-6.2176445;Tesla Cangas del Narcea;;Asturias;Principality of Asturias;33816;Tesla;;1
punto_recarga_185;40.0063516;-3.0189852000000004;Aranjuez Calle de San Antonio;Calle de San Antonio;Madrid;Community of Madrid;28300;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_186;39.538723;-2.254855;Quintanar del Rey Calle del Príncipe;Calle del Príncipe;Cuenca;Castille-La Mancha;16220;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 2.3];2
punto_recarga_187;39.560724;-2.702476;Tesla Atalaya del Cañavate;;Cuenca;Castille-La Mancha;16710;Tesla;120;1
punto_recarga_188;43.422419;-5.826525;Renault Siero Avenida Oviedo;Avenida Oviedo;Asturias;Principality of Asturias;33420;IEC62196Type2Outlet;22.2;1
punto_recarga_189;43.4228009;-5.8259548;Renault Siero Avenida Oviedo;Avenida Oviedo;Asturias;Principality of Asturias;33420;IEC62196Type2Outlet;22.2;1
punto_recarga_190;43.416616;-5.810642;Tesla Siero;;Asturias;Principality of Asturias;33199;Tesla;;1
punto_recarga_191;43.1071861;-7.605576299999999;IBIL Rendal (Santa María) Carretera Santiago-Guntín;Carretera Santiago-Guntín;A Coruña;Galicia;15819;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_192;43.0371727;-7.5688405;Tesla Conforto (Santa María);;Lugo;Galicia;27728;Tesla;;1
punto_recarga_193;43.540431899999994;-7.0629537;Galdo (Santa María);;Lugo;Galicia;27867;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_194;43.0150924;-7.5521118000000005;Tesla Conforto (Santa María);;Lugo;Galicia;27728;Tesla;;1
punto_recarga_195;42.519962400000004;-7.513412100000001;Santa Cruz da Rabeda (Santa Cruz) Lugar A Zamorana;Lugar A Zamorana;Ourense;Galicia;32901;['Chademo', 'IEC62196Type2Outlet'];[50, 22.2];2
punto_recarga_196;42.52959110000001;-7.5034855;Santa Cruz da Rabeda (Santa Cruz) Lugar A Zamorana;Lugar A Zamorana;Ourense;Galicia;32901;['Chademo', 'IEC62196Type2Outlet'];[50, 22.2];2
punto_recarga_197;43.6569018;-7.6003276999999985;Taramundi Calle de la J;Calle de la J;Asturias;Principality of Asturias;33775;IEC62196Type2Outlet;11.1;1
punto_recarga_198;42.482882000000004;-7.587733000000001;Santa Cruz da Rabeda (Santa Cruz) Lugar A Zamorana;Lugar A Zamorana;Ourense;Galicia;32901;['Chademo', 'IEC62196Type2Outlet'];[50, 22.2];2
punto_recarga_199;43.0475206;-7.571501399999999;Tesla Conforto (Santa María);;Lugo;Galicia;27728;Tesla;;1
punto_recarga_200;43.34358870000001;-4.0463771;Suances;;Cantabria;Cantabria;39350;['StandardHouseholdCountrySpecific', 'IEC62196Type2Outlet'];[1.8, 22.2];2
punto_recarga_201;43.4583294;-3.8109762999999988;Santander Calle del Río Deva;Calle del Río Deva;Cantabria;Cantabria;39011;['Chademo', 'IEC62196Type2CCS'];[25, 25];2
punto_recarga_202;43.3936682;-3.4499529000000004;Tesla Ruesga Barrio Valle;Barrio Valle;Cantabria;Cantabria;39815;Tesla;;1
punto_recarga_203;43.48983399999999;-3.529208;Limpias;;Cantabria;Cantabria;39820;['IEC60309AC1PhaseBlue', 'Tesla', 'IEC62196Type2Outlet'];[None, 25, 3.7];3
punto_recarga_204;43.385017;-4.3383980000000015;Santillana del Mar Plaza Ramón Pelayo;Plaza Ramón Pelayo;Cantabria;Cantabria;39330;IEC60309AC1PhaseBlue;;1
punto_recarga_205;43.2557701;-4.0681889;Wenea Reocín Barrio de los Valles;Barrio de los Valles;Cantabria;Cantabria;39590;['Chademo', 'IEC62196Type2Outlet', 'IEC62196Type2CCS'];[50, 43.6, 50];3
punto_recarga_206;43.374927;-4.500594;Llanes;;Asturias;Principality of Asturias;33500;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_207;42.994414899999995;-4.131486;Aguilar de Campoo Calle Jose Gomez Briz;Calle Jose Gomez Briz;Palencia;Castille & Leon;34800;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[11.1, 2.3];2
punto_recarga_208;43.396309;-3.787258;Nissan Santander Avenida Parayas;Avenida Parayas;Cantabria;Cantabria;39011;Chademo;50;1
punto_recarga_209;43.41383;-4.011240000000001;Reocín Barrio Helguera;Barrio Helguera;Cantabria;Cantabria;39538;IEC62196Type2Outlet;22.2;1
punto_recarga_210;43.323374;-4.193078;Torrelavega Calle Julián Ceballos;Calle Julián Ceballos;Cantabria;Cantabria;39300;StandardHouseholdCountrySpecific;2.3;1
punto_recarga_211;43.287416;-3.007997;Sestao;;Biscay;Basque Country;48910;['StandardHouseholdCountrySpecific', 'IEC62196Type2Outlet'];[2.8, 22.2];2
punto_recarga_212;43.290411999999996;-2.988979;Iberdrola Barakaldo Avenida de La Ribera;Avenida de La Ribera;Biscay;Basque Country;48902;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[11.1, 2.3];2
punto_recarga_213;43.29184;-3.006589;IBIL Barakaldo Avenida de Euskadi;Avenida de Euskadi;Biscay;Basque Country;48903;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_214;43.2415141;-2.9604141;IBIL Bilbao Alameda de Urquijo;Alameda de Urquijo;Biscay;Basque Country;48008;IEC62196Type2Outlet;22.2;1
punto_recarga_215;42.584482;-2.846937;Iberdrola Miranda de Ebro;;Burgos;Castille & Leon;09200;['IEC62196Type2CCS', 'IEC62196Type2Outlet', 'Chademo'];[50, 22.2, 50];3
punto_recarga_216;43.2855362;-2.9957147999999996;Iberdrola Barakaldo Avenida de La Ribera;Avenida de La Ribera;Biscay;Basque Country;48902;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[11.1, 2.3];2
punto_recarga_217;43.2587222;-2.9477397;Iberdrola Bilbao Calle Elcano;Calle Elcano;Biscay;Basque Country;48008;['IEC62196Type2CCS', 'Chademo', 'IEC62196Type2Outlet'];[50, 50, 22.2];3
punto_recarga_218;43.293090899999996;-3.006481;IBIL Barakaldo Avenida de Euskadi;Avenida de Euskadi;Biscay;Basque Country;48903;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_219;43.259088;-2.9143276;IBIL Bilbao Alameda de Urquijo;Alameda de Urquijo;Biscay;Basque Country;48008;IEC62196Type2Outlet;22.2;1
punto_recarga_220;43.26235399999999;-2.934526;Bilbao Gran Vía Don Diego López de Haro;Gran Vía Don Diego López de Haro;Biscay;Basque Country;48011;IEC62196Type2Outlet;11.1;1
punto_recarga_221;43.3403161;-3.0162236;IBIL Leioa Calle Iturriondo;Calle Iturriondo;Biscay;Basque Country;48940;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_222;43.306994;-2.9736385;Leioa Avenida de Sabino Arana;Avenida de Sabino Arana;Biscay;Basque Country;48940;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_223;43.2671375;-2.9395814;Iberdrola Bilbao Calle Elcano;Calle Elcano;Biscay;Basque Country;48008;['IEC62196Type2CCS', 'Chademo', 'IEC62196Type2Outlet'];[50, 50, 22.2];3
punto_recarga_224;43.266743;-2.94465;Tesla Bilbao Plaza de Federico Moyúa;Plaza de Federico Moyúa;Biscay;Basque Country;48009;Tesla;;1
punto_recarga_225;43.25862070000001;-2.940371;Bilbao Calle de Rodríguez Arias;Calle de Rodríguez Arias;Biscay;Basque Country;48013;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_226;43.317686200000004;-2.9917118;Sestao;;Biscay;Basque Country;48910;['StandardHouseholdCountrySpecific', 'IEC62196Type2Outlet'];[2.8, 22.2];2
punto_recarga_227;43.25976;-2.937051;Tesla Bilbao Calle Canciller Ayala;Calle Canciller Ayala;Biscay;Basque Country;48008;Tesla;;1
punto_recarga_228;43.32241;-3.018838;Leioa Avenida de Sabino Arana;Avenida de Sabino Arana;Biscay;Basque Country;48940;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_229;43.259590100000004;-2.9143576;IBIL Bilbao Carretera Bilbao-Galdakao;Carretera Bilbao-Galdakao;Biscay;Basque Country;48004;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_230;43.248309899999995;-2.905264;IBIL Bilbao Alameda de Urquijo;Alameda de Urquijo;Biscay;Basque Country;48008;IEC62196Type2Outlet;22.2;1
punto_recarga_231;43.171646;-2.6172209;IBIL Mondragón Calle de Goiru;Calle de Goiru;Gipuzkoa;Basque Country;20500;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_232;43.249049600000006;-2.9265357999999995;IBIL Bilbao Calle de la Virgen de Begoña;Calle de la Virgen de Begoña;Biscay;Basque Country;48006;['IEC62196Type2CCS', 'Chademo', 'IEC62196Type2Outlet'];[50, 50, 22.2];3
punto_recarga_233;43.260933;-2.94057;Bilbao Avenida de Abandoibarra;Avenida de Abandoibarra;Biscay;Basque Country;48011;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_234;43.263490000000004;-2.931105;IBIL Bilbao Calle de Fernández del Campo;Calle de Fernández del Campo;Biscay;Basque Country;48010;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_235;43.318126899999996;-2.992554;Sestao;;Biscay;Basque Country;48910;['StandardHouseholdCountrySpecific', 'IEC62196Type2Outlet'];[2.8, 22.2];2
punto_recarga_236;43.25996;-2.93222;IBIL Bilbao Plaza del Bombero Echaniz;Plaza del Bombero Echaniz;Biscay;Basque Country;48010;['IEC62196Type2CCS', 'Chademo', 'IEC62196Type2Outlet'];[50, 50, 22.2];3
punto_recarga_237;43.28963220000001;-2.8590636000000003;IBIL Bilbao Plaza del Ensanche;Plaza del Ensanche;Biscay;Basque Country;48001;IEC62196Type2Outlet;22.2;1
punto_recarga_238;43.300306799999994;-3.0028701;IBIL Barakaldo Avenida de Euskadi;Avenida de Euskadi;Biscay;Basque Country;48903;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_239;43.2934494;-3.0061134;IBIL Barakaldo Avenida de Euskadi;Avenida de Euskadi;Biscay;Basque Country;48903;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_240;38.9524915;-2.5373962000000003;Renault Albacete Calle de la A;Calle de la A;Albacete;Castille-La Mancha;02007;IEC62196Type2Outlet;22.2;1
punto_recarga_241;39.007791499999996;-1.8835113999999997;Albacete;;Albacete;Castille-La Mancha;02001;['IEC62196Type2Outlet', 'IEC62196Type2CCS', 'Chademo'];[43.6, 50, 50];3
punto_recarga_242;39.9450219;-3.9966510000000004;Toledo;;Toledo;Castille-La Mancha;45005;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_243;40.1525151;-3.8363647000000003;Fuenlabrada Avenida de la Universidad;Avenida de la Universidad;Madrid;Community of Madrid;28942;IEC62196Type2Outlet;22.2;1
punto_recarga_244;40.043083;-3.9172432;Nissan Olías del Rey Carretera de Madrid Toledo;Carretera de Madrid Toledo;Toledo;Castille-La Mancha;45280;Chademo;25;1
punto_recarga_245;40.0627739;-4.653042;Talavera de la Reina Calle de Vicente Leyva;Calle de Vicente Leyva;Toledo;Castille-La Mancha;45600;['Chademo', 'IEC62196Type2Outlet', 'IEC62196Type2CCS'];[25, 22.2, 25];3
punto_recarga_246;39.96833;-3.5468629999999997;Valdemoro Avenida de Andalucía;Avenida de Andalucía;Madrid;Community of Madrid;28343;['IEC62196Type2CCS', 'IEC62196Type2Outlet', 'Chademo'];[25, 22.2, 25];3
punto_recarga_247;40.2502787;-4.0552391000000005;Arroyomolinos;;Madrid;Community of Madrid;28939;['IEC62196Type2Outlet', 'IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[3.7, 7.4, 2.8];3
punto_recarga_248;39.877496;-4.042406600000001;Toledo Paseo de la Rosa;Paseo de la Rosa;Toledo;Castille-La Mancha;45006;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[3.7, 3.7];2
punto_recarga_249;39.926884;-5.18534;Tesla Villanueva de la Vera;;Caceres;Extremadura;10470;Tesla;;1
punto_recarga_250;39.895689000000004;-5.332879;Belvís de la Jara;;Toledo;Castille-La Mancha;45660;['IEC60309AC1PhaseBlue', 'StandardHouseholdCountrySpecific'];[None, 2.8];2
punto_recarga_251;40.1186841;-3.1618849;Iberdrola Rivas-Vaciamadrid Calle de Severo Ochoa;Calle de Severo Ochoa;Madrid;Community of Madrid;28521;['Chademo', 'IEC62196Type2Outlet', 'IEC62196Type2CCS'];[50, 22.2, 50];3
punto_recarga_252;40.5794647;-3.2358245;Yebes Avenida María Moliner;Avenida María Moliner;Guadalajara;Castille-La Mancha;19139;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_253;40.774409999999996;-2.99439;IBIL Alovera;;Guadalajara;Castille-La Mancha;19208;['IEC62196Type2Outlet', 'IEC62196Type2CCS', 'Chademo'];[7.4, 50, 50];3
punto_recarga_254;39.837071;-5.379258;Candeleda;;Ávila;Castille & Leon;05489;IEC62196Type2Outlet;11.1;1
punto_recarga_255;39.7915144;-5.6955002;Renault Plasencia Avenida de España;Avenida de España;Caceres;Extremadura;10600;IEC62196Type2Outlet;22.2;1
punto_recarga_256;39.4513718;-5.881403;Cañamero Pasaje Polígono Industrial;Pasaje Polígono Industrial;Caceres;Extremadura;10136;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_257;39.44893070000001;-5.8815094000000006;Cañamero Pasaje Polígono Industrial;Pasaje Polígono Industrial;Caceres;Extremadura;10136;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 3.7];2
punto_recarga_258;39.461131;-6.385679;Wenea Cáceres Avenida de la Universidad;Avenida de la Universidad;Caceres;Extremadura;10004;['IEC62196Type2Outlet', 'Chademo'];[12.7, 50];2
punto_recarga_259;40.022282000000004;-6.0993970000000015;Tesla Ladrillar Travesia Factoria;Travesia Factoria;Caceres;Extremadura;10624;Tesla;;1
punto_recarga_260;40.11999610000001;-5.598902;Candelario Calle de las Eras;Calle de las Eras;Salamanca;Castille & Leon;37710;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[22.2, 2.3];2
punto_recarga_261;41.5421864;-4.897175700000001;Arroyo de la Encomienda Calle Me Falta un Tornillo;Calle Me Falta un Tornillo;Valladolid;Castille & Leon;47195;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_262;41.64916970000001;-4.729897900000001;Iberdrola Valladolid Avenida de Ramón Pradera;Avenida de Ramón Pradera;Valladolid;Castille & Leon;47009;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[11.1, 2.3];2
punto_recarga_263;40.931959899999995;-5.466889;Salamanca Arroyo de Santo Domingo;Arroyo de Santo Domingo;Salamanca;Castille & Leon;37008;IEC62196Type2Outlet;22.2;1
punto_recarga_264;42.275446;-3.896919;Nissan Burgos Calle del Alcalde Martín Cobos;Calle del Alcalde Martín Cobos;Burgos;Castille & Leon;09007;Chademo;50;1
punto_recarga_265;41.392331;2.1646687;Barcelona;;Barcelona;Catalonia;08007;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_266;41.3520545;1.7272823;Pacs del Penedès;;Barcelona;Catalonia;08796;['Tesla', 'IEC62196Type2Outlet'];[25, 2.8];2
punto_recarga_267;41.503389;1.8969599999999998;Sant Andreu de la Barca Carrer de l'Empordà;Calle del Empordà;Barcelona;Catalonia;08740;IEC62196Type2Outlet;3.7;1
punto_recarga_268;41.559228000000004;2.037372;Terrassa Autopista del Vallès;Autopista del Vallès;Barcelona;Catalonia;08228;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[7.4, 3.7];2
punto_recarga_269;41.858738;2.7676613;Nissan Fornells de la Selva Carretera N-II;Carretera N-II;Gerona;Catalonia;17458;Chademo;50;1
punto_recarga_270;42.19929459999999;2.6946069;Tesla Navata;;Gerona;Catalonia;17744;Tesla;;1
punto_recarga_271;41.98188010000001;2.8237799;Iberdrola Girona Carretera de Santa Coloma;Carretera de Santa Coloma;Gerona;Catalonia;17005;IEC62196Type2Outlet;7.4;1
punto_recarga_272;42.041951;3.1289246;l'Escala Carrer de Romeu de Corbera;Calle de Romeu de Corbera;Gerona;Catalonia;17130;IEC62196Type2Outlet;22.2;1
punto_recarga_273;38.365229;-0.417234;Alicante Plaza de la Puerta del Mar;Plaza de la Puerta del Mar;Alicante;Community of Valencia;03002;IEC62196Type2Outlet;3.7;1
punto_recarga_274;38.7413941;-0.4385902;Alcoy Avenida Hispanitat;Avenida Hispanitat;Alicante;Community of Valencia;03804;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[3.7, 3.7];2
punto_recarga_275;41.9942477;1.5202746999999999;Avià Avinguda de Pau Casals;Avenida de Pau Casals;Barcelona;Catalonia;08610;IEC62196Type2Outlet;11.1;1
punto_recarga_276;41.627928000000004;0.6242101999999999;Lleida Avinguda de Barcelona;Avenida de Barcelona;Lleida;Catalonia;25001;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[7.4, 2.8];2
punto_recarga_277;42.071333;1.2757049999999999;Montferrer i Castellbò;;Lleida;Catalonia;25712;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_278;42.4172136;-6.9975513;IBIL Ponferrada Avenida de Compostilla;Avenida de Compostilla;Leon;Castille & Leon;24402;IEC62196Type2Outlet;22.2;1
punto_recarga_279;42.3556854;-7.905260799999999;Santa Cruz da Rabeda (Santa Cruz) Lugar A Zamorana;Lugar A Zamorana;Ourense;Galicia;32901;['Chademo', 'IEC62196Type2Outlet'];[50, 22.2];2
punto_recarga_280;42.2897324;-7.816631300000001;Ourense;;Ourense;Galicia;32001;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_281;42.3503961;-7.8728186;Santa Cruz da Rabeda (Santa Cruz) Lugar A Zamorana;Lugar A Zamorana;Ourense;Galicia;32901;['Chademo', 'IEC62196Type2Outlet'];[50, 22.2];2
punto_recarga_282;42.060644;-7.1325319999999985;Iberdrola Toral de los Vados;;Leon;Castille & Leon;24560;['IEC62196Type2CCS', 'IEC62196Type2Outlet', 'Chademo'];[50, 22.2, 50];3
punto_recarga_283;42.43144059999999;-8.068795;Ourense Calle de la Verea Real de Seixalbo;Calle de la Verea Real de Seixalbo;Ourense;Galicia;32970;IEC62196Type1;7.4;1
punto_recarga_284;42.2826654;-7.856208599999999;Ourense;;Ourense;Galicia;32001;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_285;42.8844839;-8.5129472;Nissan San Lázaro (Santiago);Vía de Isaac Peral;A Coruña;Galicia;15890;Chademo;50;1
punto_recarga_286;43.3568583;-8.425587;A Coruña;;A Coruña;Galicia;15003;IEC62196Type2Outlet;22.2;1
punto_recarga_287;42.90352100000001;-8.5181839;Tesla Santiago de Compostela;Praza do Obradoiro;A Coruña;Galicia;15705;Tesla;;1
punto_recarga_288;43.3521165;-8.409936799999999;San Cristovo das Viñas (San Cristovo);;A Coruña;Galicia;15008;['Tesla', 'IEC62196Type2Outlet'];[25, 2.8];2
punto_recarga_289;42.87097079999999;-8.544271199999999;San Lázaro (Santiago);Rúa de Amio;A Coruña;Galicia;15898;IEC62196Type2Outlet;3.7;1
punto_recarga_290;43.3274086;-8.363390299999999;Volkswagen San Cristovo das Viñas (San Cristovo) Carretera Baños de Arteixo;Carretera Baños de Arteixo;A Coruña;Galicia;15008;IEC62196Type2Outlet;2.8;1
punto_recarga_291;43.3279374;-8.3650583;Volkswagen San Cristovo das Viñas (San Cristovo) Carretera Baños de Arteixo;Carretera Baños de Arteixo;A Coruña;Galicia;15008;IEC62196Type2Outlet;2.8;1
punto_recarga_292;42.87079110000001;-8.544719599999999;San Lázaro (Santiago);Rúa de Amio;A Coruña;Galicia;15898;IEC62196Type2Outlet;3.7;1
punto_recarga_293;42.79943799999999;-8.6490584;Santiago de Compostela;Avenida do Camiño Francés;A Coruña;Galicia;15703;['IEC62196Type2Outlet', 'StandardHouseholdCountrySpecific'];[7.4, 2.8];2
punto_recarga_294;42.9124896;-8.506754599999999;Tesla Santiago de Compostela;Praza do Obradoiro;A Coruña;Galicia;15705;Tesla;;1
punto_recarga_295;43.498336200000004;-8.1978838;A Coruña Plaza de Pontevedra;Plaza de Pontevedra;A Coruña;Galicia;15003;['StandardHouseholdCountrySpecific', 'IEC62196Type2Outlet'];[2.8, 2.8];2
punto_recarga_296;42.623566499999995;-6.4531145999999975;Tesla Arganza Calle Iglesia;Calle Iglesia;Leon;Castille & Leon;24546;Tesla;;1
punto_recarga_297;42.14288;-8.818901;Vigo;;Pontevedra;Galicia;36208;IEC62196Type2Outlet;2.8;1
punto_recarga_298;42.132869899999996;-8.795249;Vigo;;Pontevedra;Galicia;36209;['IEC60309AC1PhaseBlue', 'IEC60309AC1PhaseBlue'];[None, 3.7];2
punto_recarga_299;42.220194;-8.706228999999999;Vigo Calle del Príncipe;Calle del Príncipe;Pontevedra;Galicia;36201;StandardHouseholdCountrySpecific;3.7;1
punto_recarga_300;42.2154;-8.701267;Vigo Calle de Lepanto;Calle de Lepanto;Pontevedra;Galicia;36201;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_301;42.215272999999996;-8.701265;Vigo Calle de Lepanto;Calle de Lepanto;Pontevedra;Galicia;36201;StandardHouseholdCountrySpecific;2.8;1
punto_recarga_302;42.601976;-8.7622537;Renault Salcedo (San Martiño);;Pontevedra;Galicia;36143;IEC62196Type2Outlet;22.2;1
punto_recarga_303;42.478204999999996;-8.892745;Nissan Santa Comba de Bértola (Santa Comba);;Pontevedra;Galicia;36140;Chademo;50;1
