id,name,formatted_address,latitude,longitude,province
punto_recarga_205,Iberdrola Estación de carga,"Av. Cantabria, 23, 39400 Los Corrales de Buelna, Cantabria",43.2557701,-4.0681889,Cantabria
punto_recarga_206,EDP Charging Station,"N-634, 2E, 39594, Cantabria",43.374927,-4.500594,Cantabria
punto_recarga_207,Iberdrola Charging Station,56A Poligono Vega Reinosa 39200 ES,42.9944149,-4.131486,Cantabria
punto_recarga_208,RED Cantabria,"Carretera Nacional 635, km 10,200, 39792 Heras, Cantabria",43.396309,-3.787258,Cantabria
punto_recarga_209,Estación de Servicio El Centro,"Av. Cantabria, 1495, 39318 Cudón, Cantabria",43.41383,-4.011240000000001,Cantabria
punto_recarga_210,Estación de servicio Cepsa,"N-634, Pk 244, 7, 39500 Cabezón de la Sal, Cantabria",43.323374,-4.193078,Cantabria
punto_recarga_211,Iberdrola Charging Station,"Retuerto Kalea, 55, 48903 Barakaldo, Bizkaia",43.287416,-3.007997,Vizcaya
punto_recarga_212,IBIL Charging Station,"Azkue Kalea, 1, 48902 Barakaldo, Bizkaia",43.290412,-2.988979,Vizcaya
punto_recarga_213,Iberdrola Charging Station,"Erribera Etorbidea, 3, 48903 Barakaldo, Bizkaia",43.29184,-3.006589,Vizcaya
punto_recarga_214,Wenea Estación de carga,"Arraiz Bidea, 116, 48002 Bilbo, Bizkaia",43.2415141,-2.9604141,Vizcaya
punto_recarga_215,Tesla Destination Charger,"Av. Vizcaya, 8, 26200 Haro, La Rioja",42.584482,-2.846937,Vizcaya
punto_recarga_216,IBIL Estación de carga,"48903 Baracaldo, Vizcaya",43.2855362,-2.9957148,Vizcaya
punto_recarga_217,Estación de carga vehículos,"Zankoeta Kalea, 3A, 48013 Bilbo, Bizkaia",43.2587222,-2.9477397,Vizcaya
punto_recarga_218,IBIL Gestor de Carga de VE S.A. Charging Station,"Erribera Etorbidea, 48902 Barakaldo, Bizkaia",43.2930909,-3.006481,Vizcaya
punto_recarga_219,IBIL Charging Station,"Begoñako Andra Maria Kalea, 45, 48006 Bilbo, Bizkaia",43.259088,-2.9143276,Vizcaya
punto_recarga_220,Iberdrola Clientes Charging Station,"Elcano Kalea, 9, 48008 Bilbo, Bizkaia",43.26235399999999,-2.934526,Vizcaya
punto_recarga_221,Iberdrola Estación de carga,"Marqués de Arriluce e Ibarra Kalea, 3006, 48992 Getxo, Bizkaia",43.3403161,-3.0162236,Vizcaya
punto_recarga_222,Estación Carga Vehículos Eléctricos,"Tartanga Kalea, 28, 48950 Altzaga, Bizkaia",43.306994,-2.9736385,Vizcaya
punto_recarga_223,Estación Carga Vehículos,"Leizaola Lehendakariaren Kalea, 5, 48011 Bilbo, Bizkaia",43.2671375,-2.9395814,Vizcaya
punto_recarga_224,Iberdrola Clientes Charging Station,"Abandoibarra Etorb., 4, 48001 Bilbo, Bizkaia",43.266743,-2.94465,Vizcaya
punto_recarga_225,Electrolinera. Estacion de carga eléctrica coche,"Etxaniz Suhiltzailearen Plaza, 48010 Bilbo, Bizkaia",43.25862070000001,-2.940371,Vizcaya
punto_recarga_226,Estación de carga eléctrica coches y motos,"Iturriondo Kalea, 8, 48940 Leioa, Bizkaia",43.3176862,-2.9917118,Vizcaya
punto_recarga_227,IBIL Charging Station,"Arriquíbar Plaza, 4, 48010 Bilbo, Bizkaia",43.25976,-2.937051,Vizcaya
punto_recarga_228,IBIL Charging Station,"5BIS, Maria Diaz de Haro Kalea, 48920 Portugalete",43.32241,-3.018838,Vizcaya
punto_recarga_229,Estación de carga eléctrica coches y motos,"Begoñako Andra Maria Kalea, 47, 48006 Bilbo, Bizkaia",43.2595901,-2.9143576,Vizcaya
punto_recarga_230,IBIL Charging Station,"48004 Bilbao, Vizcaya",43.2483099,-2.905264,Vizcaya
punto_recarga_231,IBIL Charging Station,"N-634, 2, 48220 Abadiño, BI",43.171646,-2.6172209,Vizcaya
punto_recarga_232,Iberdrola Clientes Charging Station,"Gernika Lorategia, 25, 48003 Bilbo, Bizkaia",43.249049600000006,-2.9265357999999995,Vizcaya
punto_recarga_233,IBIL Charging Station,"Gregorio de la Revilla Zumarkalea, 54, 48009 Bilbo, Bizkaia",43.260933,-2.94057,Vizcaya
punto_recarga_234,IBIL Charging Station,"Zabalgune Plaza, 13, 48009 Bilbo, Bizkaia",43.26349,-2.931105,Vizcaya
punto_recarga_235,IBIL Charging Station,"9 Kalea, Iturriondo Kalea, 48940 Leioa",43.3181269,-2.992554,Vizcaya
punto_recarga_236,IBIL Charging Station,"Urkixo Zumarkalea, 19, 48008 Bilbo, Bizkaia",43.25996,-2.93222,Vizcaya
punto_recarga_237,IBIL Charging Station,"Polígono Parque Tecnológico, 48170 Zamudio, BI",43.28963220000001,-2.8590636000000003,Vizcaya
punto_recarga_238,Carga de vehículos electrícos Carrefour,"48910, BI",43.3003068,-3.0028701,Vizcaya
punto_recarga_239,IBIL Charging Station,"Erribera Etorbidea, 48903 Barakaldo, Bizkaia",43.2934494,-3.0061134,Vizcaya
punto_recarga_240,Estación de Carga para Vehículo Eléctricos,"Calle Don Quijote de la Mancha, 6, 02610 El Bonillo, Albacete",38.9524915,-2.5373962000000003,Albacete
punto_recarga_241,Tesla Destination Charger,"Av. Escritor Rodrigo Rubio, 11, 02006 Albacete",39.0077915,-1.8835114,Albacete
punto_recarga_242,Estación de carga de vehículos eléctricos,"Calle Sector 12, 46P, 45280, Toledo",39.9450219,-3.996651,Toledo
punto_recarga_243,Estación de carga de vehículos eléctricos,"45200 Illescas, Toledo",40.1525151,-3.8363647,Toledo
punto_recarga_244,Estación de carga de vehículos eléctricos,"Calle Valhondo, 3V, 45520 Villaluenga de la Sagra, Toledo",40.043083,-3.9172432,Toledo
punto_recarga_245,Estacion de Carga de Vehiculos Eléctricos,"Calle Rio, 1, 45642 Cardiel de los Montes, Toledo",40.0627739,-4.653042,Toledo
punto_recarga_246,Iberdrola Charging Station,Km 57 A-4 Ocaña 45300 ES,39.96833,-3.546863,Toledo
punto_recarga_247,Wenea Estación de carga,"Av. de Madrid, 1, 45950 Casarrubios del Monte, Toledo",40.2502787,-4.0552391000000005,Toledo
punto_recarga_248,Chargemaster Charging Estación de carga,"HOTEL BEATRIZ TOLEDO AUDITORIUM & SPACalle Concilios de, 45005, Toledo",39.877496,-4.042406600000001,Toledo
punto_recarga_249,Iberdrola Charging Station,"6, CM-5102, 45560 Oropesa",39.926884,-5.18534,Toledo
punto_recarga_250,REPSOL,"Paseo de Extremadura, 45580 Calzada de Oropesa, Toledo",39.895689,-5.332879,Toledo
punto_recarga_251,Estación de carga de vehículos eléctricos,"Av. de Elena Soriano, 10A, 28597 Fuentidueña de Tajo, Madrid",40.1186841,-3.1618849,Soria
punto_recarga_252,IBIL Charging Station,"19208 Alovera, Guadalajara",40.5794647,-3.2358245,Guadalajara
punto_recarga_253,ENDESA Charging Station,"1, N-II, 19192 Trijueque",40.77441,-2.99439,Guadalajara
punto_recarga_254,Tesla Destination Charger,"Autovía de Extremadura, Salida, 163, 10392 Isla de Valdecanas, Cáceres",39.837071,-5.379258,Cáceres
punto_recarga_255,Tesla Supercharger,"Autovía del Suroeste, Km . 200, 10350 Almaraz, Cáceres",39.7915144,-5.6955002,Cáceres
punto_recarga_256,Estación de Autobuses de Trujillo,"Av. de Extremadura, S/N, 10200 Trujillo, Cáceres",39.4513718,-5.881403,Cáceres
punto_recarga_257,Estación de Servicio Repsol,"N-5 Km. 254,80 D, 10200 Trujillo, Cáceres",39.44893070000001,-5.8815094000000006,Cáceres
punto_recarga_258,Caceres,10195 Cáceres,39.461131,-6.385679,Cáceres
punto_recarga_259,Plasencia,"10600 Plasencia, Cáceres",40.022282,-6.0993970000000015,Cáceres
punto_recarga_260,Talleres Órbita Atanes,"Avda de, Av. Extremadura, 125, 10460 Losar de la Vera, Cáceres",40.11999610000001,-5.598902,Cáceres
punto_recarga_261,EasyCharger Estación de carga,"Extrarradio Diseminados, 74, 47132 Tordesillas, Valladolid",41.5421864,-4.897175700000001,Valladolid
punto_recarga_262,Iberdrola Clientes Charging Station,"Calle de los Doctrinos, 4, 47001 Valladolid",41.64916970000001,-4.729897900000001,Valladolid
punto_recarga_263,Iberdrola Clientes Charging Station,"Ctra. de Villacastín, 14, 37893 Encinas de Abajo, Salamanca",40.9319599,-5.466889,Salamanca
punto_recarga_264,Iberdrola Charging Station,"Autovía de Castilla, 210, 37419 Parada de Rubiales, Salamanca",42.275446,-3.896919,Salamanca
punto_recarga_265,Estación de Barcelona-Passeig de Gracia Adif,"Passeig de Gracia - Esquina, C/ d'Aragó, S/N, 08007 Barcelona",41.392331,2.1646687,Barcelona
punto_recarga_266,Estación de servicio Cepsa,"Passatge de la Marinada, 1, 3-5, 08799 Barcelona",41.3520545,1.7272823,Barcelona
punto_recarga_267,Iberdrola Charging Station,Entrada SEAT Nord Martorell 08760 ES,41.503389,1.89696,Barcelona
punto_recarga_268,ENDESA Charging Station,"Carrer de la Rioja, 1, 08227 Terrassa, Barcelona",41.559228,2.037372,Barcelona
punto_recarga_269,Tesla Supercharger,"PGA Catalunya Resort, Carretera N-II, 17455 Caldes de Malavella, Girona",41.858738,2.7676613,Gerona
punto_recarga_270,Punt recàrrega elèctrica cotxes i motos,"Avinguda de Catalunya, 17850 Besalú, Girona",42.19929459999999,2.6946069,Gerona
punto_recarga_271,Punt recàrrega elèctrica cotxes i motos,"Plaça de Catalunya, 10, 17004 Girona",41.98188010000001,2.8237799,Gerona
punto_recarga_272,Estación de carga de vehículos eléctricos,"Carrer d'Enric Morera, 19, 17257 Torroella de Montgrí, Girona",42.041951,3.1289246,Gerona
punto_recarga_273,Iberdrola Charging Station,"Av de Cataluña, 20, 03540 Alicante",38.365229,-0.417234,Alicante
punto_recarga_274,Fenie Energia Charging Station,"Av. del País Valencià, 89, 03820 Cocentaina, Alicante",38.7413941,-0.4385902,Alicante
punto_recarga_275,Punt recàrrega elèctrica cotxes i motos,"Passatge de les Moreres, 25280 Solsona, Lleida",41.9942477,1.5202747,Lleida
punto_recarga_276,Estación de servicio Cepsa,"Carrer de les Corts Catalanes, 60, 25005 Lleida",41.627928,0.6242101999999999,Lleida
punto_recarga_277,Restaurant Can Boix de Peramola,"Can Boix, 3, 25790 Castell-llebre, Lleida",42.071333,1.275705,Lleida
punto_recarga_278,Estación de carga de vehículos eléctricos,"Av. Galicia, s/n, 32317 O Barco, Province of Ourense",42.4172136,-6.9975513,Ourense
punto_recarga_279,Concesionario Oficial Hyundai | Hyupersa | Ourense,"de Canedo, Ctra de Vigo, 26, 32001 Quintela, Ourense",42.3556854,-7.905260799999999,Ourense
punto_recarga_280,Estación Naturgy San Cibrao,"Rúa Ricardo Martín Esperanza, nº 12, 32901 Reboredo, Ourense",42.2897324,-7.816631300000001,Ourense
punto_recarga_281,Ourense,"Praza Da Estacion, 32001 Ourense, Province of Ourense",42.3503961,-7.8728186,Ourense
punto_recarga_282,A Gudiña,"32540 La Gudiña, Ourense",42.060644,-7.132531999999999,Ourense
punto_recarga_283,Estacíon de O Carballiño Adif,"Avenida O Vintecinco De Xullo, S/N, 32500 O Carballiño, Ourense",42.43144059999999,-8.068795,Ourense
punto_recarga_284,NACEX,"Polígono Comercial Barreiros, Calle Vial G, 7, 32911 Ourense",42.2826654,-7.856208599999999,Ourense
punto_recarga_285,Easycharger Estación de carga,"Rúa de Miguel Ferro Caaveiro, 85, 15707 Santiago de Compostela, A Coruña",42.8844839,-8.5129472,A Coruña
punto_recarga_286,Finisterre Motor,"Avenida Finisterre, 326, 15010 A Coruña",43.3568583,-8.425587,A Coruña
punto_recarga_287,Concesionario Oficial Hyundai | Hyupersa | Santiago,"A Coruña, Km. 58, 15703 Santiago de Compostela, C",42.90352100000001,-8.5181839,A Coruña
punto_recarga_288,Estación de A Coruña Adif,"Avenida del Ferrocarril, 2, 15007 A Coruña, C",43.3521165,-8.409936799999999,A Coruña
punto_recarga_289,Estación de Santiago de Compostela Adif,"Rúa do Hórreo, 75 A, 15702 Santiago de Compostela, A Coruña",42.87097079999999,-8.544271199999999,A Coruña
punto_recarga_290,Tumosa,"Avenida das Mariñas, 272, 15172 Perillo, A Coruña",43.3274086,-8.363390299999999,A Coruña
punto_recarga_291,Concesionario Oficial ŠKODA | GADASA | A Coruña,"Avenida das Mariñas, 287, 15179 Oleiros, A Coruña",43.3279374,-8.3650583,A Coruña
punto_recarga_292,Santiago-Turistico,"Rúa de Santiago del Estero, 75, A, 15702 Santiago de Compostela, C",42.87079110000001,-8.544719599999999,A Coruña
punto_recarga_293,Estación De Servicio Galp,"Carretera N-550, 0 Pk 73 Polígono Ind La Picaraña, 15980 Esclavitud, C",42.79943799999999,-8.6490584,A Coruña
punto_recarga_294,NACEX,"Póligono del Tambre Calle D no23, 15890 Santiago de Compostela, A Coruña",42.9124896,-8.506754599999999,A Coruña
punto_recarga_295,Estación de servicio Cepsa,"Rúa Carretera de Castilla, 132, 142, 15570 Narón, C",43.4983362,-8.1978838,A Coruña
punto_recarga_296,Tesla Supercharger,"El Bierzo, Camino Real, 1, 24318 Bembibre",42.6235665,-6.453114599999998,León
punto_recarga_297,Iberdrola Charging Station,"Rúa Arquitecto Palacios, 25, 36340 Nigrán, Pontevedra",42.14288,-8.818901,Pontevedra
punto_recarga_298,Iberdrola Charging Station,"Rúa das Pontes, 4, 36350 Nigrán, Pontevedra",42.1328699,-8.795249,Pontevedra
punto_recarga_299,Iberdrola Charging Station,"Av. de Madrid, 124, 36214 Vigo, PO",42.220194,-8.706228999999999,Pontevedra
punto_recarga_300,Iberdrola Charging Station,"Av. de Madrid, S/N, 36214 Vigo, PO",42.2154,-8.701267,Pontevedra
punto_recarga_301,Iberdrola Charging Station,"Estrada Vella de Madrid, 4, 36214 Vigo, Pontevedra",42.215273,-8.701265,Pontevedra
punto_recarga_302,Estacíon de Vilagarcia De Arousa Adif,"Av. Doutor Moreira Casal, 20, 36600 Vilagarcía de Arousa, Pontevedra",42.601976,-8.7622537,Pontevedra
punto_recarga_303,Hotel - Apartamentos Spa Bosque Mar,"Calle Reboredo, 93, 36988, PO",42.478205,-8.892745,Pontevedra
punto_recarga_304,Concesionario Oficial Hyundai | Hyupersa | Villagarcía,"Av. Pontevedra, 98, 36619 Vilagarcía de Arousa, PO",42.58442369999999,-8.742930300000001,Pontevedra
punto_recarga_305,Concesionario Oficial Hyundai | Hyupersa | Vigo,"Estrada Camposancos, 6, 36213 Vigo, Pontevedra",42.2052969,-8.7522039,Pontevedra
punto_recarga_306,Redondela,"36800, Pontevedra",42.286005,-8.619402000000001,Pontevedra
punto_recarga_307,Vigo Guixar,"Rúa do Areal, 36201 Vigo, Pontevedra",42.2392617,-8.712034,Pontevedra
punto_recarga_308,Estación de Servicio Repsol,"Av. Buenos Aires, S.N, 36500 DE, PO",42.6550326,-8.111703,Pontevedra
punto_recarga_309,Estación de servicio Cepsa,"Avda. Orillamar, 173, 36208 Vigo, PO",42.22528399999999,-8.745676,Pontevedra
punto_recarga_310,Estación de Servicio Repsol,"N-525, 291,3 IZ, 36500 Lalín, Pontevedra",42.66501820000001,-8.1215716,Pontevedra
punto_recarga_311,Estación de Servicio Repsol,"Avenida do Concello, S.N, I, 36520 Agolada, Pontevedra",42.7626014,-8.0245205,Pontevedra
punto_recarga_312,Estación de servicio Cepsa,"N-120, km 660, 3, 36416 Pontevedra",42.19335419999999,-8.651765699999999,Pontevedra
punto_recarga_313,NACEX,"Av. Peirao Besada, 6, 36163 Poio, PO",42.4309238,-8.6634054,Pontevedra
punto_recarga_314,Cepsa Comercial Galicia,"Travesía Coruña, 2, 36208 Vigo, PO",42.2229341,-8.7350177,Pontevedra
punto_recarga_315,Estación de servicio Cepsa,"Calle, Av. do Alcalde de Lavadores, 64, 36214 Vigo, PO",42.2214685,-8.696746000000001,Pontevedra
punto_recarga_316,Bicicoruña plaza Pontevedra,"Pr. Pontevedra, 2, 15003 A Coruña",43.3679263,-8.4067448,Pontevedra
punto_recarga_317,NACEX,"Rúa de Severino Cobas, 49, 36214 Vigo, Pontevedra",42.2256405,-8.691886,Pontevedra
punto_recarga_318,Gasolinera REPSOL Gasvive,"Av. de Madrid, 66, 36204 Vigo, PO",42.2243343,-8.7116291,Pontevedra
punto_recarga_319,EasyCharger Estación de carga,"49395 Cobreros, Zamora",42.0610924,-6.6427115999999975,Zamora
punto_recarga_320,EasyCharger Estación de carga,"Camino de los Gallegos, 49630, Zamora",41.8261174,-5.3788634,Zamora
punto_recarga_321,GiC - Gestion Inteligente de Cargas Charging Station,"20 Av. Niceto Alcalá Zamora Cirve, 28050",40.493894,-3.648247,Zamora
punto_recarga_322,EMT Centro de Operaciones Sanchinarro,"Av. de Niceto Alcalá Zamora, 4, 28050 Madrid",40.4840115,-3.6475357,Zamora
punto_recarga_323,IBIL Charging Station,"Portal de Elorriaga Kalea, 17, 01003 Gasteiz, Araba",42.8494606,-2.6485874,Álava
punto_recarga_324,IBIL Estación de carga,"Prudencio Maria Verastegui Kalea, 1, 01002 Gasteiz, Araba",42.84913479999999,-2.6664082,Álava
punto_recarga_325,IBIL Charging Station,"Herrandarren Kalea, 17, 01003 Gasteiz, Araba",42.84850489999999,-2.6654953,Álava
punto_recarga_326,NACEX,"Calle Palomares, Casa Blanca Pol., 29, 01321, Álava",42.48984309999999,-2.4829443,Álava
punto_recarga_327,Iberdrola Clientes Charging Station,"Urartea Kalea, 23, 01010 Gasteiz, Araba",42.8640563,-2.7124726000000003,Álava
punto_recarga_328,ENDESA Charging Station,"Ventorro Kalea, 3, 01207, Araba",42.8640649,-2.321557,Álava
punto_recarga_329,IBIL Charging Station,"Albert Einstein Kalea, 25, 01510 Gasteiz, Araba",42.9112354,-2.6666336,Álava
punto_recarga_330,Tesla Supercharger Rivabellosa,"Pol., Industrial la Coba Poligonoa, 1303, Álava",42.7011818,-2.9194399,Álava
punto_recarga_331,Tesla Destination Charger,"Carretera nacional 1 Km 364, El Parador Kalea, 14, 01192 Argomaniz, Araba",42.8678842,-2.5415086,Álava
punto_recarga_332,Tesla Destination Charger,"Garberako, 1, 20017 Donostia-San Sebastian, SS",43.3091113,-1.9438083,Guipúzcoa
punto_recarga_333,Estación de carga de vehículos eléctricos,"20212 Olaberría, Gipuzkoa",43.0278537,-2.2041555,Guipúzcoa
punto_recarga_334,Iberdrola Clientes Charging Station,"Barrena Kalea, 19, 20600 Eibar, Gipuzkoa",43.19000399999999,-2.454243,Guipúzcoa
punto_recarga_335,Estación de carga de vehículos eléctricos,"20004 San Sebastián, Gipuzkoa",43.3202505,-1.9839599,Guipúzcoa
punto_recarga_336,Estación de carga de vehículos eléctricos,"20001 San Sebastián, Gipuzkoa",43.3239353,-1.9717761000000005,Guipúzcoa
punto_recarga_337,Iberdrola Clientes Charging Station,"Begiristain Doktorea Pasealekua, 75, 20014 Donostia, Gipuzkoa",43.297227,-1.966242,Guipúzcoa
punto_recarga_338,IBIL Charging Station,"Minasoroeta Kalea, 4, 20280 Hondarribia, Gipuzkoa",43.361584,-1.793754,Guipúzcoa
punto_recarga_339,Charge and Parking Estación de carga,"Lugar Arranomendia, 922, 20240, SS",43.0465532,-2.1848857,Guipúzcoa
punto_recarga_340,IBIL Charging Station,"Gipuzkoa Etorb., 11 Musakola Auzoa Auzoa, 20500 Arrasate, Gipuzkoa",43.071915,-2.472951,Guipúzcoa
punto_recarga_341,IBIL Charging Station,"Araba Kalea, 43b, 20800 Zarautz, Gipuzkoa",43.28140300000001,-2.16392,Guipúzcoa
punto_recarga_342,IBIL Charging Station,"Otaola Hiribidea, 5, 20600 Eibar, Gipuzkoa",43.18279,-2.480759,Guipúzcoa
punto_recarga_343,IBIL Charging Station,"Goiru Kalea, 1b, 20500 Arrasate, Gipuzkoa",43.062134,-2.504542,Guipúzcoa
punto_recarga_344,IBIL Charging Station,"GI-631, 2, 20720 Azkoitia, SS",43.17207,-2.30361,Guipúzcoa
punto_recarga_345,IBIL Charging Station,"Zarautz Kalea, 136, 20018 Donostia, Gipuzkoa",43.30096279999999,-2.0022566000000004,Guipúzcoa
punto_recarga_346,IBIL Charging Station,"Ubitarte Plaza, 1, 20870 Elgoibar, Gipuzkoa",43.213521,-2.4167971,Guipúzcoa
punto_recarga_347,Iberdrola Clientes Charging Station,"GI-627, 20500 Arrasate, SS",43.048717,-2.497361,Guipúzcoa
punto_recarga_348,IBIL Charging Station,"Arantzazuko Ama Kalea, 1, 20569 Oñati, Gipuzkoa",43.028366,-2.409438,Guipúzcoa
punto_recarga_349,IBIL Charging Station,"Gregorio Ordoñez Kalea, 20011 Donostia, Gipuzkoa",43.305283,-1.973914,Guipúzcoa
punto_recarga_350,Fenie Energia Charging Station,"Lugar Laranga, 5B, 20830 Laranga Auzoa, SS",43.3043436,-2.3636381,Guipúzcoa
punto_recarga_351,IBIL Charging Station,"Mikeletegi Pasealekua, 53, 20009 Donostia, Gipuzkoa",43.29163399999999,-1.9854217,Guipúzcoa
punto_recarga_352,EasyCharger Estación de carga,"09200 Miranda de Ebro, Burgos",42.68854870000001,-2.9533968,Burgos
