Origen;Destino;Distance_m;Distance_km
Bilbao Tren;Pontevedra Bus;647307;647307
Bilbao Tren;Salamanca Tren;395261;395261
Bilbao Tren;Salamanca Bus;397945;397945
Bilbao Tren;San Sebastian Tren;98934;98934
Bilbao Tren;Santander Tren;103802;103802
Bilbao Tren;Santander Bus;103500;103.5
Bilbao Tren;Segovia Tren;357085;357085
Bilbao Tren;Segovia Bus;358419;358419
Bilbao Tren;Sevilla Tren;863234;863234
Bilbao Tren;Sevilla Bus;860268;860268
Bilbao Tren;Soria Tren;232543;232543
Bilbao Tren;Soria Bus;230806;230806
Bilbao Tren;Tarragona Tren;535437;535437
Bilbao Tren;Tarragona Bus;534180;534.18
Bilbao Tren;Teruel Tren;474376;474376
Bilbao Tren;Teruel Bus;474376;474376
Bilbao Tren;Toledo Tren;472262;472262
Bilbao Tren;Toledo Bus;469256;469256
Bilbao Tren;Valencia Tren;613894;613894
Bilbao Tren;Valencia Bus;617131;617131
Bilbao Tren;Valladolid Tren;281700;281.7
Bilbao Tren;Valladolid Bus;281219;281219
Bilbao Tren;Vitoria Tren;66024;66024
Bilbao Tren;Vitoria Bus;63208;63208
Bilbao Tren;Zamora Tren;378156;378156
Bilbao Tren;Zamora Bus;376565;376565
Bilbao Tren;Zaragoza Tren;301380;301.38
Bilbao Bus;A Corunia Tren;538976;538976
Bilbao Bus;A Corunia Bus;539637;539637
Bilbao Bus;Albacete Tren;643254;643254
Bilbao Bus;Albacete Bus;643097;643097
Bilbao Bus;Alicante Tren;788060;788.06
Bilbao Bus;Alicante Bus;791418;791418
Bilbao Bus;Almeria Tren;937799;937799
Bilbao Bus;Avila Tren;417740;417.74
Bilbao Bus;Avila Bus;417242;417242
Bilbao Bus;Badajoz Tren;692502;692502
Bilbao Bus;Badajoz Bus;695205;695205
Bilbao Bus;Barcelona Tren;605120;605.12
Bilbao Bus;Barcelona Bus;615039;615039
Bilbao Bus;Bilbao Tren;2144;2144
Bilbao Bus;Bilbao Bus;0;0.0
Bilbao Bus;Burgos Tren;154761;154761
Bilbao Bus;Burgos Bus;160806;160806
Bilbao Bus;Caceres Tren;609017;609017
Bilbao Bus;Caceres Bus;609913;609913
Bilbao Bus;Cadiz Tren;980964;980964
Bilbao Bus;Cadiz Bus;980911;980911
Bilbao Bus;Castellon Tren;622180;622.18
Bilbao Bus;Castellon Bus;622041;622041
Bilbao Bus;Ciudad Real Tren;597699;597699
Bilbao Bus;Ciudad Real Bus;597875;597875
Bilbao Bus;Cordoba Tren;788725;788725
Bilbao Bus;Cordoba Bus;788445;788445
Bilbao Bus;Cuenca Tren;554746;554746
Bilbao Bus;Cuenca Bus;554749;554749
Bilbao Bus;Girona Tren;689673;689673
Bilbao Bus;Girona Bus;691718;691718
Bilbao Bus;Granada Tren;810932;810932
Bilbao Bus;Granada Bus;808033;808033
Bilbao Bus;Guadalajara Tren;420682;420682
Bilbao Bus;Guadalajara Bus;420620;420.62
Bilbao Bus;Huelva Tren;949877;949877
Bilbao Bus;Huelva Bus;948243;948243
Bilbao Bus;Huesca Tren;372953;372953
Bilbao Bus;Huesca Bus;372834;372834
Bilbao Bus;Jaen Tren;726045;726045
Bilbao Bus;Jaen Bus;728279;728279
Bilbao Bus;Leon Tren;334449;334449
Bilbao Bus;Leon Bus;334062;334062
Bilbao Bus;Lerida Tren;452728;452728
Bilbao Bus;Lerida Bus;451159;451159
Bilbao Bus;Logrono Tren;139070;139.07
Bilbao Bus;Logrono Bus;138342;138342
Bilbao Bus;Lugo Tren;500428;500428
Bilbao Bus;Lugo Bus;504637;504637
Bilbao Bus;Madrid Tren;400076;400076
Bilbao Bus;Madrid Bus;398334;398334
Bilbao Bus;Malaga Tren;930967;930967
Bilbao Bus;Malaga Bus;930392;930392
Bilbao Bus;Murcia Tren;786133;786133
Bilbao Bus;Murcia Bus;786260;786.26
Bilbao Bus;Ourense Tren;612546;612546
Bilbao Bus;Ourense Bus;612924;612924
Bilbao Bus;Oviedo Tren;280456;280456
Bilbao Bus;Oviedo Bus;280403;280403
Bilbao Bus;Palencia Tren;245839;245839
Bilbao Bus;Palencia Bus;246282;246282
Bilbao Bus;Pamplona Tren;156342;156342
Bilbao Bus;Pamplona Bus;157921;157921
Bilbao Bus;Pontevedra Tren;642492;642492
Bilbao Bus;Pontevedra Bus;642105;642105
Bilbao Bus;Salamanca Tren;396614;396614
Bilbao Bus;Salamanca Bus;399298;399298
Bilbao Bus;San Sebastian Tren;101718;101718
Bilbao Bus;Santander Tren;98600;98.6
Bilbao Bus;Santander Bus;98298;98298
Bilbao Bus;Segovia Tren;358438;358438
Bilbao Bus;Segovia Bus;359772;359772
Bilbao Bus;Sevilla Tren;864587;864587
Bilbao Bus;Sevilla Bus;861621;861621
Bilbao Bus;Soria Tren;233896;233896
Bilbao Bus;Soria Bus;232159;232159
Bilbao Bus;Tarragona Tren;536790;536.79
Bilbao Bus;Tarragona Bus;535533;535533
Bilbao Bus;Teruel Tren;475729;475729
Bilbao Bus;Teruel Bus;475729;475729
Bilbao Bus;Toledo Tren;473616;473616
Bilbao Bus;Toledo Bus;470609;470609
Bilbao Bus;Valencia Tren;615247;615247
Bilbao Bus;Valencia Bus;618484;618484
Bilbao Bus;Valladolid Tren;283053;283053
Bilbao Bus;Valladolid Bus;282572;282572
Bilbao Bus;Vitoria Tren;67377;67377
Bilbao Bus;Vitoria Bus;64561;64561
Bilbao Bus;Zamora Tren;379509;379509
Bilbao Bus;Zamora Bus;377918;377918
Bilbao Bus;Zaragoza Tren;302733;302733
Burgos Tren;A Corunia Tren;483858;483858
Burgos Tren;A Corunia Bus;484520;484.52
Burgos Tren;Albacete Tren;491732;491732
Burgos Tren;Albacete Bus;491575;491575
Burgos Tren;Alicante Tren;655874;655874
Burgos Tren;Alicante Bus;654893;654893
Burgos Tren;Almeria Tren;786277;786277
Burgos Tren;Avila Tren;266092;266092
Burgos Tren;Avila Bus;265595;265595
Burgos Tren;Badajoz Tren;540855;540855
Burgos Tren;Badajoz Bus;543558;543558
Burgos Tren;Barcelona Tren;594618;594618
Burgos Tren;Barcelona Bus;604536;604536
Burgos Tren;Bilbao Tren;152909;152909
Burgos Tren;Bilbao Bus;155182;155182
Burgos Tren;Burgos Tren;0;0.0
Burgos Tren;Burgos Bus;8078;8078
Burgos Tren;Caceres Tren;457370;457.37
Burgos Tren;Caceres Bus;458265;458265
Burgos Tren;Cadiz Tren;829317;829317
Burgos Tren;Cadiz Bus;829264;829264
Burgos Tren;Castellon Tren;611677;611677
Burgos Tren;Castellon Bus;611538;611538
Burgos Tren;Ciudad Real Tren;446176;446176
Burgos Tren;Ciudad Real Bus;446353;446353
Burgos Tren;Cordoba Tren;637202;637202
Burgos Tren;Cordoba Bus;636922;636922
Burgos Tren;Cuenca Tren;403223;403223
Burgos Tren;Cuenca Bus;403226;403226
Burgos Tren;Girona Tren;679170;679.17
Burgos Tren;Girona Bus;681216;681216
Burgos Tren;Granada Tren;659409;659409
Burgos Tren;Granada Bus;656510;656.51
Burgos Tren;Guadalajara Tren;269159;269159
Burgos Tren;Guadalajara Bus;269097;269097
Burgos Tren;Huelva Tren;798230;798.23
Burgos Tren;Huelva Bus;796596;796596
Burgos Tren;Huesca Tren;362451;362451
Burgos Tren;Huesca Bus;362331;362331
Burgos Tren;Jaen Tren;574522;574522
Burgos Tren;Jaen Bus;576756;576756
Burgos Tren;Leon Tren;178739;178739
Burgos Tren;Leon Bus;178352;178352
Burgos Tren;Lerida Tren;442226;442226
Burgos Tren;Lerida Bus;440656;440656
Burgos Tren;Logrono Tren;128568;128568
Burgos Tren;Logrono Bus;127839;127839
Burgos Tren;Lugo Tren;394146;394146
Burgos Tren;Lugo Bus;392850;392.85
Burgos Tren;Madrid Tren;248553;248553
Burgos Tren;Madrid Bus;246811;246811
Burgos Tren;Malaga Tren;779444;779444
Burgos Tren;Malaga Bus;778869;778869
Burgos Tren;Murcia Tren;634610;634.61
Burgos Tren;Murcia Bus;634737;634737
Burgos Tren;Ourense Tren;456835;456835
Burgos Tren;Ourense Bus;457214;457214
Burgos Tren;Oviedo Tren;298806;298806
Burgos Tren;Oviedo Bus;296075;296075
Burgos Tren;Palencia Tren;94192;94192
Burgos Tren;Palencia Bus;94635;94635
Burgos Tren;Pamplona Tren;203578;203578
Burgos Tren;Pamplona Bus;205157;205157
Burgos Tren;Pontevedra Tren;567520;567.52
Burgos Tren;Pontevedra Bus;567133;567133
Burgos Tren;Salamanca Tren;244967;244967
Burgos Tren;Salamanca Bus;247650;247.65
Burgos Tren;San Sebastian Tren;208749;208749
Burgos Tren;Santander Tren;181014;181014
Burgos Tren;Santander Bus;180713;180713
Burgos Tren;Segovia Tren;206915;206915
Burgos Tren;Segovia Bus;208249;208249
Burgos Tren;Sevilla Tren;712939;712939
Burgos Tren;Sevilla Bus;709974;709974
Burgos Tren;Soria Tren;147003;147003
Burgos Tren;Soria Bus;146789;146789
Burgos Tren;Tarragona Tren;526287;526287
Burgos Tren;Tarragona Bus;525030;525.03
Burgos Tren;Teruel Tren;465226;465226
Burgos Tren;Teruel Bus;465226;465226
Burgos Tren;Toledo Tren;322093;322093
Burgos Tren;Toledo Bus;319087;319087
Burgos Tren;Valencia Tren;591836;591836
Burgos Tren;Valencia Bus;591903;591903
Burgos Tren;Valladolid Tren;131406;131406
Burgos Tren;Valladolid Bus;130925;130925
Burgos Tren;Vitoria Tren;108584;108584
Burgos Tren;Vitoria Bus;112151;112151
Burgos Tren;Zamora Tren;227862;227862
Burgos Tren;Zamora Bus;226271;226271
Burgos Tren;Zaragoza Tren;292231;292231
Burgos Bus;A Corunia Tren;484834;484834
Burgos Bus;A Corunia Bus;485496;485496
Burgos Bus;Albacete Tren;488644;488644
Burgos Bus;Albacete Bus;488487;488487
Burgos Bus;Alicante Tren;652786;652786
Burgos Bus;Alicante Bus;651805;651805
Burgos Bus;Almeria Tren;783189;783189
Burgos Bus;Avila Tren;263005;263005
Burgos Bus;Avila Bus;262507;262507
Burgos Bus;Badajoz Tren;537768;537768
Burgos Bus;Badajoz Bus;540471;540471
Burgos Bus;Barcelona Tren;600790;600.79
Burgos Bus;Barcelona Bus;610708;610708
Burgos Bus;Bilbao Tren;159081;159081
Burgos Bus;Bilbao Bus;161354;161354
Burgos Bus;Burgos Tren;5814;5814
Burgos Bus;Burgos Bus;0;0.0
Burgos Bus;Caceres Tren;454282;454282
Burgos Bus;Caceres Bus;455178;455178
Burgos Bus;Cadiz Tren;826230;826.23
Burgos Bus;Cadiz Bus;826176;826176
Burgos Bus;Castellon Tren;525186;525186
Burgos Bus;Castellon Bus;525047;525047
Burgos Bus;Ciudad Real Tren;443088;443088
Burgos Bus;Ciudad Real Bus;443265;443265
Burgos Bus;Cordoba Tren;634115;634115
Burgos Bus;Cordoba Bus;633834;633834
Burgos Bus;Cuenca Tren;400135;400135
Burgos Bus;Cuenca Bus;400139;400139
Burgos Bus;Girona Tren;685343;685343
Burgos Bus;Girona Bus;687388;687388
Burgos Bus;Granada Tren;656322;656322
Burgos Bus;Granada Bus;653423;653423
Burgos Bus;Guadalajara Tren;266072;266072
Burgos Bus;Guadalajara Bus;266010;266.01
Burgos Bus;Huelva Tren;795142;795142
Burgos Bus;Huelva Bus;793509;793509
Burgos Bus;Huesca Tren;368623;368623
Burgos Bus;Huesca Bus;368504;368504
Burgos Bus;Jaen Tren;571434;571434
Burgos Bus;Jaen Bus;573669;573669
Burgos Bus;Leon Tren;179715;179715
Burgos Bus;Leon Bus;179328;179328
Burgos Bus;Lerida Tren;448398;448398
Burgos Bus;Lerida Bus;446829;446829
Burgos Bus;Logrono Tren;134740;134.74
Burgos Bus;Logrono Bus;134011;134011
Burgos Bus;Lugo Tren;395122;395122
Burgos Bus;Lugo Bus;393826;393826
Burgos Bus;Madrid Tren;245466;245466
Burgos Bus;Madrid Bus;243724;243724
Burgos Bus;Malaga Tren;776357;776357
Burgos Bus;Malaga Bus;775782;775782
Burgos Bus;Murcia Tren;631523;631523
Burgos Bus;Murcia Bus;631650;631.65
Burgos Bus;Ourense Tren;457811;457811
Burgos Bus;Ourense Bus;458190;458.19
Burgos Bus;Oviedo Tren;299782;299782
Burgos Bus;Oviedo Bus;297051;297051
Burgos Bus;Palencia Tren;91104;91104
Burgos Bus;Palencia Bus;91548;91548
Burgos Bus;Pamplona Tren;209750;209.75
Burgos Bus;Pamplona Bus;211329;211329
Burgos Bus;Pontevedra Tren;568496;568496
Burgos Bus;Pontevedra Bus;568109;568109
Burgos Bus;Salamanca Tren;241880;241.88
Burgos Bus;Salamanca Bus;244563;244563
Burgos Bus;San Sebastian Tren;214921;214921
Burgos Bus;Santander Tren;182536;182536
Burgos Bus;Santander Bus;182234;182234
Burgos Bus;Segovia Tren;203828;203828
Burgos Bus;Segovia Bus;205162;205162
Burgos Bus;Sevilla Tren;709852;709852
Burgos Bus;Sevilla Bus;706887;706887
Burgos Bus;Soria Tren;143915;143915
Burgos Bus;Soria Bus;143702;143702
Burgos Bus;Tarragona Tren;532460;532.46
Burgos Bus;Tarragona Bus;531203;531203
Burgos Bus;Teruel Tren;378735;378735
Burgos Bus;Teruel Bus;378735;378735
Burgos Bus;Toledo Tren;319005;319005
Burgos Bus;Toledo Bus;315999;315999
Burgos Bus;Valencia Tren;588748;588748
Burgos Bus;Valencia Bus;588815;588815
Burgos Bus;Valladolid Tren;128318;128318
Burgos Bus;Valladolid Bus;127838;127838
Burgos Bus;Vitoria Tren;114756;114756
Burgos Bus;Vitoria Bus;118323;118323
Burgos Bus;Zamora Tren;224774;224774
Burgos Bus;Zamora Bus;223184;223184
Burgos Bus;Zaragoza Tren;298403;298403
Caceres Tren;A Corunia Tren;665882;665882
Caceres Tren;A Corunia Bus;666543;666543
Caceres Tren;Albacete Tren;510702;510702
Caceres Tren;Albacete Bus;510545;510545
Caceres Tren;Alicante Tren;674844;674844
Caceres Tren;Alicante Bus;673864;673864
Caceres Tren;Almeria Tren;671534;671534
Caceres Tren;Avila Tren;243201;243201
Caceres Tren;Avila Bus;242703;242703
Caceres Tren;Badajoz Tren;88869;88869
Caceres Tren;Badajoz Bus;91572;91572
Caceres Tren;Barcelona Tren;913963;913963
Caceres Tren;Barcelona Bus;923881;923881
Caceres Tren;Bilbao Tren;605993;605993
Caceres Tren;Bilbao Bus;608266;608266
Caceres Tren;Burgos Tren;464842;464842
Caceres Tren;Burgos Bus;451389;451389
Caceres Tren;Caceres Tren;0;0.0
Caceres Tren;Caceres Bus;1024;1024
Caceres Tren;Cadiz Tren;377974;377974
Caceres Tren;Cadiz Bus;377921;377921
Caceres Tren;Castellon Tren;696822;696822
Caceres Tren;Castellon Bus;696683;696683
Caceres Tren;Ciudad Real Tren;273314;273314
Caceres Tren;Ciudad Real Bus;271118;271118
Caceres Tren;Cordoba Tren;314481;314481
Caceres Tren;Cordoba Bus;314200;314.2
Caceres Tren;Cuenca Tren;442813;442813
Caceres Tren;Cuenca Bus;442816;442816
Caceres Tren;Girona Tren;998516;998516
Caceres Tren;Girona Bus;1000561;1000561
Caceres Tren;Granada Tren;512947;512947
Caceres Tren;Granada Bus;513365;513365
Caceres Tren;Guadalajara Tren;357502;357502
Caceres Tren;Guadalajara Bus;357191;357191
Caceres Tren;Huelva Tren;346887;346887
Caceres Tren;Huelva Bus;345253;345253
Caceres Tren;Huesca Tren;681796;681796
Caceres Tren;Huesca Bus;681677;681677
Caceres Tren;Jaen Tren;415000;415.0
Caceres Tren;Jaen Bus;415342;415342
Caceres Tren;Leon Tren;412486;412486
Caceres Tren;Leon Bus;412099;412099
Caceres Tren;Lerida Tren;761571;761571
Caceres Tren;Lerida Bus;760002;760002
Caceres Tren;Logrono Tren;581652;581652
Caceres Tren;Logrono Bus;580923;580923
Caceres Tren;Lugo Tren;576169;576169
Caceres Tren;Lugo Bus;574874;574874
Caceres Tren;Madrid Tren;302081;302081
Caceres Tren;Madrid Bus;303622;303622
Caceres Tren;Malaga Tren;479005;479005
Caceres Tren;Malaga Bus;478430;478.43
Caceres Tren;Murcia Tren;653581;653581
Caceres Tren;Murcia Bus;653708;653708
Caceres Tren;Ourense Tren;533632;533632
Caceres Tren;Ourense Bus;534010;534.01
Caceres Tren;Oviedo Tren;526109;526109
Caceres Tren;Oviedo Bus;523378;523378
Caceres Tren;Palencia Tren;378299;378299
Caceres Tren;Palencia Bus;380348;380348
Caceres Tren;Pamplona Tren;656662;656662
Caceres Tren;Pamplona Bus;658241;658241
Caceres Tren;Pontevedra Tren;567887;567887
Caceres Tren;Pontevedra Bus;567500;567.5
Caceres Tren;Salamanca Tren;207414;207414
Caceres Tren;Salamanca Bus;207073;207073
Caceres Tren;San Sebastian Tren;661833;661833
Caceres Tren;Santander Tren;573404;573404
Caceres Tren;Santander Bus;573102;573102
Caceres Tren;Segovia Tren;303439;303439
Caceres Tren;Segovia Bus;304153;304153
Caceres Tren;Sevilla Tren;261597;261597
Caceres Tren;Sevilla Bus;258631;258631
Caceres Tren;Soria Tren;525323;525323
Caceres Tren;Soria Bus;527591;527591
Caceres Tren;Tarragona Tren;845633;845633
Caceres Tren;Tarragona Bus;844376;844376
Caceres Tren;Teruel Tren;602480;602.48
Caceres Tren;Teruel Bus;602480;602.48
Caceres Tren;Toledo Tren;265235;265235
Caceres Tren;Toledo Bus;263696;263696
Caceres Tren;Valencia Tren;631426;631426
Caceres Tren;Valencia Bus;631493;631493
Caceres Tren;Valladolid Tren;329337;329337
Caceres Tren;Valladolid Bus;327470;327.47
Caceres Tren;Vitoria Tren;561668;561668
Caceres Tren;Vitoria Bus;565235;565235
Caceres Tren;Zamora Tren;274497;274497
Caceres Tren;Zamora Bus;273441;273441
Caceres Tren;Zaragoza Tren;611158;611158
Caceres Bus;A Corunia Tren;666591;666591
Caceres Bus;A Corunia Bus;667252;667252
Caceres Bus;Albacete Tren;511412;511412
Caceres Bus;Albacete Bus;511255;511255
Caceres Bus;Alicante Tren;675554;675554
Caceres Bus;Alicante Bus;674573;674573
Caceres Bus;Almeria Tren;671015;671015
Caceres Bus;Avila Tren;243910;243.91
Caceres Bus;Avila Bus;243412;243412
Caceres Bus;Badajoz Tren;88349;88349
Caceres Bus;Badajoz Bus;91053;91053
Caceres Bus;Barcelona Tren;914673;914673
Caceres Bus;Barcelona Bus;924591;924591
Caceres Bus;Bilbao Tren;606702;606702
Caceres Bus;Bilbao Bus;608975;608975
Caceres Bus;Burgos Tren;465551;465551
Caceres Bus;Burgos Bus;452098;452098
Caceres Bus;Caceres Tren;1065;1065
Caceres Bus;Caceres Bus;0;0.0
Caceres Bus;Cadiz Tren;377454;377454
Caceres Bus;Cadiz Bus;377401;377401
Caceres Bus;Castellon Tren;697531;697531
Caceres Bus;Castellon Bus;697392;697392
Caceres Bus;Ciudad Real Tren;273399;273399
Caceres Bus;Ciudad Real Bus;271203;271203
Caceres Bus;Cordoba Tren;313961;313961
Caceres Bus;Cordoba Bus;313681;313681
Caceres Bus;Cuenca Tren;443522;443522
Caceres Bus;Cuenca Bus;443526;443526
Caceres Bus;Girona Tren;999225;999225
Caceres Bus;Girona Bus;1001270;1001.27
Caceres Bus;Granada Tren;512427;512427
Caceres Bus;Granada Bus;512845;512845
Caceres Bus;Guadalajara Tren;358211;358211
Caceres Bus;Guadalajara Bus;357900;357.9
Caceres Bus;Huelva Tren;346367;346367
Caceres Bus;Huelva Bus;344734;344734
Caceres Bus;Huesca Tren;682506;682506
Caceres Bus;Huesca Bus;682386;682386
Caceres Bus;Jaen Tren;414480;414.48
Caceres Bus;Jaen Bus;414823;414823
Caceres Bus;Leon Tren;413195;413195
Caceres Bus;Leon Bus;412808;412808
Caceres Bus;Lerida Tren;762280;762.28
Caceres Bus;Lerida Bus;760711;760711
Caceres Bus;Logrono Tren;582361;582361
Caceres Bus;Logrono Bus;581632;581632
Caceres Bus;Lugo Tren;576879;576879
Caceres Bus;Lugo Bus;575583;575583
Caceres Bus;Madrid Tren;302790;302.79
Caceres Bus;Madrid Bus;304331;304331
Caceres Bus;Malaga Tren;478485;478485
Caceres Bus;Malaga Bus;477910;477.91
Caceres Bus;Murcia Tren;654291;654291
Caceres Bus;Murcia Bus;654418;654418
Caceres Bus;Ourense Tren;534341;534341
Caceres Bus;Ourense Bus;534720;534.72
Caceres Bus;Oviedo Tren;526819;526819
Caceres Bus;Oviedo Bus;524087;524087
Caceres Bus;Palencia Tren;379009;379009
Caceres Bus;Palencia Bus;381058;381058
Caceres Bus;Pamplona Tren;657371;657371
Caceres Bus;Pamplona Bus;658950;658.95
Caceres Bus;Pontevedra Tren;568597;568597
Caceres Bus;Pontevedra Bus;568210;568.21
Caceres Bus;Salamanca Tren;208124;208124
Caceres Bus;Salamanca Bus;207782;207782
Caceres Bus;San Sebastian Tren;662542;662542
Caceres Bus;Santander Tren;574114;574114
Caceres Bus;Santander Bus;573812;573812
Caceres Bus;Segovia Tren;304148;304148
Caceres Bus;Segovia Bus;304862;304862
Caceres Bus;Sevilla Tren;261077;261077
Caceres Bus;Sevilla Bus;258112;258112
Caceres Bus;Soria Tren;526032;526032
Caceres Bus;Soria Bus;528301;528301
Caceres Bus;Tarragona Tren;846342;846342
Caceres Bus;Tarragona Bus;845085;845085
Caceres Bus;Teruel Tren;603190;603.19
Caceres Bus;Teruel Bus;603190;603.19
Caceres Bus;Toledo Tren;265944;265944
Caceres Bus;Toledo Bus;264406;264406
Caceres Bus;Valencia Tren;632135;632135
Caceres Bus;Valencia Bus;632202;632202
Caceres Bus;Valladolid Tren;330046;330046
Caceres Bus;Valladolid Bus;328179;328179
Caceres Bus;Vitoria Tren;562377;562377
Caceres Bus;Vitoria Bus;565945;565945
Caceres Bus;Zamora Tren;275207;275207
Caceres Bus;Zamora Bus;274151;274151
Caceres Bus;Zaragoza Tren;611868;611868
Cadiz Tren;A Corunia Tren;1038199;1038199
Cadiz Tren;A Corunia Bus;1038860;1038.86
Cadiz Tren;Albacete Tren;637416;637416
Cadiz Tren;Albacete Bus;637260;637.26
Cadiz Tren;Alicante Tren;638531;638531
Cadiz Tren;Alicante Bus;637550;637.55
Cadiz Tren;Almeria Tren;436512;436512
Cadiz Tren;Avila Tren;615518;615518
Cadiz Tren;Avila Bus;615020;615.02
Cadiz Tren;Badajoz Tren;328974;328974
Cadiz Tren;Badajoz Bus;326895;326895
Cadiz Tren;Barcelona Tren;1109435;1109435
Cadiz Tren;Barcelona Bus;1114444;1114444
Cadiz Tren;Bilbao Tren;978310;978.31
Cadiz Tren;Bilbao Bus;980583;980583
Cadiz Tren;Burgos Tren;837159;837159
Cadiz Tren;Burgos Bus;823706;823706
Cadiz Tren;Caceres Tren;374718;374718
Cadiz Tren;Caceres Bus;374368;374368
Cadiz Tren;Cadiz Tren;0;0.0
Cadiz Tren;Cadiz Bus;529;529
Cadiz Tren;Castellon Tren;835735;835735
Cadiz Tren;Castellon Bus;835596;835596
Cadiz Tren;Ciudad Real Tren;442922;442922
Cadiz Tren;Ciudad Real Bus;440018;440018
Cadiz Tren;Cordoba Tren;257017;257017
Cadiz Tren;Cordoba Bus;256736;256736
Cadiz Tren;Cuenca Tren;680517;680517
Cadiz Tren;Cuenca Bus;706959;706959
Cadiz Tren;Girona Tren;1204009;1204009
Cadiz Tren;Girona Bus;1206055;1206055
Cadiz Tren;Granada Tren;289970;289.97
Cadiz Tren;Granada Bus;290388;290388
Cadiz Tren;Guadalajara Tren;706318;706318
Cadiz Tren;Guadalajara Bus;706007;706007
Cadiz Tren;Huelva Tren;214774;214774
Cadiz Tren;Huelva Bus;213141;213141
Cadiz Tren;Huesca Tren;1030612;1030612
Cadiz Tren;Huesca Bus;1030493;1030493
Cadiz Tren;Jaen Tren;357643;357643
Cadiz Tren;Jaen Bus;357986;357986
Cadiz Tren;Leon Tren;784803;784803
Cadiz Tren;Leon Bus;784416;784416
Cadiz Tren;Lerida Tren;1110387;1110387
Cadiz Tren;Lerida Bus;1108818;1108818
Cadiz Tren;Logrono Tren;953969;953969
Cadiz Tren;Logrono Bus;953240;953.24
Cadiz Tren;Lugo Tren;948486;948486
Cadiz Tren;Lugo Bus;947191;947191
Cadiz Tren;Madrid Tren;650897;650897
Cadiz Tren;Madrid Bus;652438;652438
Cadiz Tren;Malaga Tren;232454;232454
Cadiz Tren;Malaga Bus;231879;231879
Cadiz Tren;Murcia Tren;566573;566573
Cadiz Tren;Murcia Bus;566700;566.7
Cadiz Tren;Ourense Tren;905949;905949
Cadiz Tren;Ourense Bus;906327;906327
Cadiz Tren;Oviedo Tren;898426;898426
Cadiz Tren;Oviedo Bus;895695;895695
Cadiz Tren;Palencia Tren;750617;750617
Cadiz Tren;Palencia Bus;752666;752666
Cadiz Tren;Pamplona Tren;1028979;1028979
Cadiz Tren;Pamplona Bus;1030558;1030558
Cadiz Tren;Pontevedra Tren;867382;867382
Cadiz Tren;Pontevedra Bus;866995;866995
Cadiz Tren;Salamanca Tren;579731;579731
Cadiz Tren;Salamanca Bus;579390;579.39
Cadiz Tren;San Sebastian Tren;1034150;1034.15
Cadiz Tren;Santander Tren;945721;945721
Cadiz Tren;Santander Bus;945420;945.42
Cadiz Tren;Segovia Tren;721042;721042
Cadiz Tren;Segovia Bus;722375;722375
Cadiz Tren;Sevilla Tren;127830;127.83
Cadiz Tren;Sevilla Bus;123933;123933
Cadiz Tren;Soria Tren;874139;874139
Cadiz Tren;Soria Bus;876407;876407
Cadiz Tren;Tarragona Tren;1020256;1020256
Cadiz Tren;Tarragona Bus;1018562;1018562
Cadiz Tren;Teruel Tren;780117;780117
Cadiz Tren;Teruel Bus;780117;780117
Cadiz Tren;Toledo Tren;590524;590524
Cadiz Tren;Toledo Bus;592452;592452
Cadiz Tren;Valencia Tren;770339;770339
Cadiz Tren;Valencia Bus;770406;770406
Cadiz Tren;Valladolid Tren;701654;701654
Cadiz Tren;Valladolid Bus;699787;699787
Cadiz Tren;Vitoria Tren;933985;933985
Cadiz Tren;Vitoria Bus;937552;937552
Cadiz Tren;Zamora Tren;646814;646814
Cadiz Tren;Zamora Bus;645758;645758
Cadiz Tren;Zaragoza Tren;959974;959974
Cadiz Bus;A Corunia Tren;1038375;1038375
Cadiz Bus;A Corunia Bus;1039036;1039036
Cadiz Bus;Albacete Tren;637592;637592
Cadiz Bus;Albacete Bus;637435;637435
Cadiz Bus;Alicante Tren;638707;638707
Cadiz Bus;Alicante Bus;637726;637726
Cadiz Bus;Almeria Tren;436688;436688
Cadiz Bus;Avila Tren;615693;615693
Cadiz Bus;Avila Bus;615196;615196
Cadiz Bus;Badajoz Tren;329149;329149
Cadiz Bus;Badajoz Bus;327071;327071
Cadiz Bus;Barcelona Tren;1109611;1109611
Cadiz Bus;Barcelona Bus;1114619;1114619
Cadiz Bus;Bilbao Tren;978485;978485
Cadiz Bus;Bilbao Bus;980759;980759
Cadiz Bus;Burgos Tren;837334;837334
Cadiz Bus;Burgos Bus;823881;823881
Cadiz Bus;Caceres Tren;374894;374894
Cadiz Bus;Caceres Bus;374544;374544
Cadiz Bus;Cadiz Tren;176;176
Cadiz Bus;Cadiz Bus;0;0.0
Cadiz Bus;Castellon Tren;835911;835911
Cadiz Bus;Castellon Bus;835772;835772
Cadiz Bus;Ciudad Real Tren;443098;443098
Cadiz Bus;Ciudad Real Bus;440194;440194
Cadiz Bus;Cordoba Tren;257193;257193
Cadiz Bus;Cordoba Bus;256912;256912
Cadiz Bus;Cuenca Tren;680692;680692
Cadiz Bus;Cuenca Bus;707135;707135
Cadiz Bus;Girona Tren;1204185;1204185
Cadiz Bus;Girona Bus;1206230;1206.23
Cadiz Bus;Granada Tren;290146;290146
Cadiz Bus;Granada Bus;290564;290564
Cadiz Bus;Guadalajara Tren;706494;706494
Cadiz Bus;Guadalajara Bus;706182;706182
