Origen;Destino;Distance_m;Distance_km
Malaga Bus;Leon Tren;868298;868298
Malaga Bus;Leon Bus;867911;867911
Malaga Bus;Lerida Tren;986076;986076
Malaga Bus;Lerida Bus;984507;984507
Malaga Bus;Logrono Tren;851760;851.76
Malaga Bus;Logrono Bus;851032;851032
Malaga Bus;Lugo Tren;1031981;1031981
Malaga Bus;Lugo Bus;1030686;1030686
Malaga Bus;Madrid Tren;530993;530993
Malaga Bus;Madrid Bus;529251;529251
Malaga Bus;Malaga Tren;425;425
Malaga Bus;Malaga Bus;0;0.0
Malaga Bus;Murcia Tren;404116;404116
Malaga Bus;Murcia Bus;404243;404243
Malaga Bus;Ourense Tren;996271;996271
Malaga Bus;Ourense Bus;996650;996.65
Malaga Bus;Oviedo Tren;981922;981922
Malaga Bus;Oviedo Bus;979190;979.19
Malaga Bus;Palencia Tren;792555;792555
Malaga Bus;Palencia Bus;794604;794604
Malaga Bus;Pamplona Tren;916719;916719
Malaga Bus;Pamplona Bus;913213;913213
Malaga Bus;Pontevedra Tren;957704;957704
Malaga Bus;Pontevedra Bus;957317;957317
Malaga Bus;Salamanca Tren;670053;670053
Malaga Bus;Salamanca Bus;669712;669712
Malaga Bus;San Sebastian Tren;980390;980.39
Malaga Bus;Santander Tren;987659;987659
Malaga Bus;Santander Bus;987358;987358
Malaga Bus;Segovia Tren;622734;622734
Malaga Bus;Segovia Bus;624068;624068
Malaga Bus;Sevilla Tren;209030;209.03
Malaga Bus;Sevilla Bus;215128;215128
Malaga Bus;Soria Tren;749828;749828
Malaga Bus;Soria Bus;752096;752096
Malaga Bus;Tarragona Tren;888993;888993
Malaga Bus;Tarragona Bus;887299;887299
Malaga Bus;Teruel Tren;668679;668679
Malaga Bus;Teruel Bus;668679;668679
Malaga Bus;Toledo Tren;479085;479085
Malaga Bus;Toledo Bus;481013;481013
Malaga Bus;Valencia Tren;621019;621019
Malaga Bus;Valencia Bus;624250;624.25
Malaga Bus;Valladolid Tren;720561;720561
Malaga Bus;Valladolid Bus;720366;720366
Malaga Bus;Vitoria Tren;880225;880225
Malaga Bus;Vitoria Bus;883792;883792
Malaga Bus;Zamora Tren;737136;737136
Malaga Bus;Zamora Bus;736080;736.08
Malaga Bus;Zaragoza Tren;835664;835664
Murcia Tren;A Corunia Tren;994035;994035
Murcia Tren;A Corunia Bus;994697;994697
Murcia Tren;Albacete Tren;146645;146645
Murcia Tren;Albacete Bus;146489;146489
Murcia Tren;Alicante Tren;81590;81.59
Murcia Tren;Alicante Bus;80610;80.61
Murcia Tren;Almeria Tren;218764;218764
Murcia Tren;Avila Tren;513421;513421
Murcia Tren;Avila Bus;512924;512924
Murcia Tren;Badajoz Tren;671537;671537
Murcia Tren;Badajoz Bus;666713;666713
Murcia Tren;Barcelona Tren;583688;583688
Murcia Tren;Barcelona Bus;588697;588697
Murcia Tren;Bilbao Tren;783513;783513
Murcia Tren;Bilbao Bus;785787;785787
Murcia Tren;Burgos Tren;634660;634.66
Murcia Tren;Burgos Bus;628704;628704
Murcia Tren;Caceres Tren;653579;653579
Murcia Tren;Caceres Bus;654475;654475
Murcia Tren;Cadiz Tren;568119;568119
Murcia Tren;Cadiz Bus;568065;568065
Murcia Tren;Castellon Tren;309988;309988
Murcia Tren;Castellon Bus;309849;309849
Murcia Tren;Ciudad Real Tren;361886;361886
Murcia Tren;Ciudad Real Bus;362063;362063
Murcia Tren;Cordoba Tren;476504;476504
Murcia Tren;Cordoba Bus;476223;476223
Murcia Tren;Cuenca Tren;287015;287015
Murcia Tren;Cuenca Bus;286777;286777
Murcia Tren;Girona Tren;678262;678262
Murcia Tren;Girona Bus;680308;680308
Murcia Tren;Granada Tren;278339;278339
Murcia Tren;Granada Bus;278738;278738
Murcia Tren;Guadalajara Tren;432600;432.6
Murcia Tren;Guadalajara Bus;432289;432289
Murcia Tren;Huelva Tren;626808;626808
Murcia Tren;Huelva Bus;625174;625174
Murcia Tren;Huesca Tren;621923;621923
Murcia Tren;Huesca Bus;621803;621803
Murcia Tren;Jaen Tren;336297;336297
Murcia Tren;Jaen Bus;335693;335693
Murcia Tren;Leon Tren;740639;740639
Murcia Tren;Leon Bus;740252;740252
Murcia Tren;Lerida Tren;548534;548534
Murcia Tren;Lerida Bus;546964;546964
Murcia Tren;Logrono Tren;715218;715218
Murcia Tren;Logrono Bus;716662;716662
Murcia Tren;Lugo Tren;904323;904323
Murcia Tren;Lugo Bus;903027;903027
Murcia Tren;Madrid Tren;397514;397514
Murcia Tren;Madrid Bus;396430;396.43
Murcia Tren;Malaga Tren;408374;408374
Murcia Tren;Malaga Bus;407799;407799
Murcia Tren;Murcia Tren;0;0.0
Murcia Tren;Murcia Bus;2260;2.26
Murcia Tren;Ourense Tren;906000;906.0
Murcia Tren;Ourense Bus;906379;906379
Murcia Tren;Oviedo Tren;854263;854263
Murcia Tren;Oviedo Bus;851532;851532
Murcia Tren;Palencia Tren;664896;664896
Murcia Tren;Palencia Bus;666945;666945
Murcia Tren;Pamplona Tren;726910;726.91
Murcia Tren;Pamplona Bus;723405;723405
Murcia Tren;Pontevedra Tren;1016685;1016685
Murcia Tren;Pontevedra Bus;1016298;1016298
Murcia Tren;Salamanca Tren;618049;618049
Murcia Tren;Salamanca Bus;619413;619413
Murcia Tren;San Sebastian Tren;809999;809999
Murcia Tren;Santander Tren;841452;841452
Murcia Tren;Santander Bus;841150;841.15
Murcia Tren;Segovia Tren;495076;495076
Murcia Tren;Segovia Bus;496409;496409
Murcia Tren;Sevilla Tren;523348;523348
Murcia Tren;Sevilla Bus;529446;529446
Murcia Tren;Soria Tren;600421;600421
Murcia Tren;Soria Bus;602689;602689
Murcia Tren;Tarragona Tren;494509;494509
Murcia Tren;Tarragona Bus;492815;492815
Murcia Tren;Teruel Tren;377055;377055
Murcia Tren;Teruel Bus;377055;377055
Murcia Tren;Toledo Tren;390399;390399
Murcia Tren;Toledo Bus;392330;392.33
Murcia Tren;Valencia Tren;226536;226536
Murcia Tren;Valencia Bus;229767;229767
Murcia Tren;Valladolid Tren;592902;592902
Murcia Tren;Valladolid Bus;592708;592708
Murcia Tren;Vitoria Tren;739188;739188
Murcia Tren;Vitoria Bus;742756;742756
Murcia Tren;Zamora Tren;658236;658236
Murcia Tren;Zamora Bus;656645;656645
Murcia Tren;Zaragoza Tren;552907;552907
Murcia Bus;A Corunia Tren;994225;994225
Murcia Bus;A Corunia Bus;994886;994886
Murcia Bus;Albacete Tren;146835;146835
Murcia Bus;Albacete Bus;146678;146678
Murcia Bus;Alicante Tren;81780;81.78
Murcia Bus;Alicante Bus;80799;80799
Murcia Bus;Almeria Tren;218953;218953
Murcia Bus;Avila Tren;513611;513611
Murcia Bus;Avila Bus;513113;513113
Murcia Bus;Badajoz Tren;671727;671727
Murcia Bus;Badajoz Bus;666902;666902
Murcia Bus;Barcelona Tren;583878;583878
Murcia Bus;Barcelona Bus;588886;588886
Murcia Bus;Bilbao Tren;783703;783703
Murcia Bus;Bilbao Bus;785976;785976
Murcia Bus;Burgos Tren;634850;634.85
Murcia Bus;Burgos Bus;628893;628893
Murcia Bus;Caceres Tren;653769;653769
Murcia Bus;Caceres Bus;654665;654665
Murcia Bus;Cadiz Tren;568308;568308
Murcia Bus;Cadiz Bus;568255;568255
Murcia Bus;Castellon Tren;310178;310178
Murcia Bus;Castellon Bus;310039;310039
Murcia Bus;Ciudad Real Tren;362075;362075
Murcia Bus;Ciudad Real Bus;362252;362252
Murcia Bus;Cordoba Tren;476694;476694
Murcia Bus;Cordoba Bus;476413;476413
Murcia Bus;Cuenca Tren;287205;287205
Murcia Bus;Cuenca Bus;286967;286967
Murcia Bus;Girona Tren;678452;678452
Murcia Bus;Girona Bus;680497;680497
Murcia Bus;Granada Tren;278529;278529
Murcia Bus;Granada Bus;278927;278927
Murcia Bus;Guadalajara Tren;432790;432.79
Murcia Bus;Guadalajara Bus;432479;432479
Murcia Bus;Huelva Tren;626997;626997
Murcia Bus;Huelva Bus;625364;625364
Murcia Bus;Huesca Tren;622113;622113
Murcia Bus;Huesca Bus;621993;621993
Murcia Bus;Jaen Tren;336487;336487
Murcia Bus;Jaen Bus;335882;335882
Murcia Bus;Leon Tren;740829;740829
Murcia Bus;Leon Bus;740442;740442
Murcia Bus;Lerida Tren;548723;548723
Murcia Bus;Lerida Bus;547154;547154
Murcia Bus;Logrono Tren;715408;715408
Murcia Bus;Logrono Bus;716851;716851
Murcia Bus;Lugo Tren;904512;904512
Murcia Bus;Lugo Bus;903217;903217
Murcia Bus;Madrid Tren;397704;397704
Murcia Bus;Madrid Bus;396620;396.62
Murcia Bus;Malaga Tren;408563;408563
Murcia Bus;Malaga Bus;407988;407988
Murcia Bus;Murcia Tren;4386;4386
Murcia Bus;Murcia Bus;0;0.0
Murcia Bus;Ourense Tren;906189;906189
Murcia Bus;Ourense Bus;906568;906568
Murcia Bus;Oviedo Tren;854453;854453
Murcia Bus;Oviedo Bus;851721;851721
Murcia Bus;Palencia Tren;665085;665085
Murcia Bus;Palencia Bus;667134;667134
Murcia Bus;Pamplona Tren;727100;727.1
Murcia Bus;Pamplona Bus;723594;723594
Murcia Bus;Pontevedra Tren;1016875;1016875
Murcia Bus;Pontevedra Bus;1016487;1016487
Murcia Bus;Salamanca Tren;618238;618238
Murcia Bus;Salamanca Bus;619602;619602
Murcia Bus;San Sebastian Tren;810188;810188
Murcia Bus;Santander Tren;841642;841642
Murcia Bus;Santander Bus;841340;841.34
Murcia Bus;Segovia Tren;495265;495265
Murcia Bus;Segovia Bus;496599;496599
Murcia Bus;Sevilla Tren;523537;523537
Murcia Bus;Sevilla Bus;529635;529635
Murcia Bus;Soria Tren;600611;600611
Murcia Bus;Soria Bus;602879;602879
Murcia Bus;Tarragona Tren;494699;494699
Murcia Bus;Tarragona Bus;493005;493005
Murcia Bus;Teruel Tren;377245;377245
Murcia Bus;Teruel Bus;377245;377245
Murcia Bus;Toledo Tren;390588;390588
Murcia Bus;Toledo Bus;392520;392.52
Murcia Bus;Valencia Tren;226725;226725
Murcia Bus;Valencia Bus;229956;229956
Murcia Bus;Valladolid Tren;593092;593092
Murcia Bus;Valladolid Bus;592897;592897
Murcia Bus;Vitoria Tren;739378;739378
Murcia Bus;Vitoria Bus;742946;742946
Murcia Bus;Zamora Tren;658426;658426
Murcia Bus;Zamora Bus;656835;656835
Murcia Bus;Zaragoza Tren;553097;553097
Ourense Tren;A Corunia Tren;171334;171334
Ourense Tren;A Corunia Bus;171995;171995
Ourense Tren;Albacete Tren;762115;762115
Ourense Tren;Albacete Bus;761958;761958
Ourense Tren;Alicante Tren;926257;926257
Ourense Tren;Alicante Bus;925276;925276
Ourense Tren;Almeria Tren;1043515;1043515
Ourense Tren;Avila Tren;427955;427955
Ourense Tren;Avila Bus;427457;427457
Ourense Tren;Badajoz Tren;565830;565.83
Ourense Tren;Badajoz Bus;569607;569607
Ourense Tren;Barcelona Tren;1052802;1052802
Ourense Tren;Barcelona Bus;1062720;1062.72
Ourense Tren;Bilbao Tren;611093;611093
Ourense Tren;Bilbao Bus;613366;613366
Ourense Tren;Burgos Tren;457880;457.88
Ourense Tren;Burgos Bus;456489;456489
Ourense Tren;Caceres Tren;534070;534.07
Ourense Tren;Caceres Bus;534966;534966
Ourense Tren;Cadiz Tren;906018;906018
Ourense Tren;Cadiz Bus;905964;905964
Ourense Tren;Castellon Tren;923727;923727
Ourense Tren;Castellon Bus;923588;923588
Ourense Tren;Ciudad Real Tren;685986;685986
Ourense Tren;Ciudad Real Bus;703591;703591
Ourense Tren;Cordoba Tren;894441;894441
Ourense Tren;Cordoba Bus;894160;894.16
Ourense Tren;Cuenca Tren;669718;669718
Ourense Tren;Cuenca Bus;669722;669722
Ourense Tren;Girona Tren;1137354;1137354
Ourense Tren;Girona Bus;1139400;1139.4
Ourense Tren;Granada Tren;916648;916648
Ourense Tren;Granada Bus;913749;913749
Ourense Tren;Guadalajara Tren;558649;558649
Ourense Tren;Guadalajara Bus;560644;560644
Ourense Tren;Huelva Tren;860379;860379
Ourense Tren;Huelva Bus;859213;859213
Ourense Tren;Huesca Tren;820635;820635
Ourense Tren;Huesca Bus;820515;820515
Ourense Tren;Jaen Tren;831760;831.76
Ourense Tren;Jaen Bus;833995;833995
Ourense Tren;Leon Tren;297584;297584
Ourense Tren;Leon Bus;297197;297197
Ourense Tren;Lerida Tren;900410;900.41
Ourense Tren;Lerida Bus;898840;898.84
Ourense Tren;Logrono Tren;586752;586752
Ourense Tren;Logrono Bus;586023;586023
Ourense Tren;Lugo Tren;113277;113277
Ourense Tren;Lugo Bus;92481;92481
Ourense Tren;Madrid Tren;505362;505362
Ourense Tren;Madrid Bus;507043;507043
Ourense Tren;Malaga Tren;1036683;1036683
Ourense Tren;Malaga Bus;1036108;1036108
Ourense Tren;Murcia Tren;904994;904994
Ourense Tren;Murcia Bus;905121;905121
Ourense Tren;Ourense Tren;0;0.0
Ourense Tren;Ourense Bus;793;793
Ourense Tren;Oviedo Tren;356700;356.7
Ourense Tren;Oviedo Bus;357785;357785
Ourense Tren;Palencia Tren;342470;342.47
Ourense Tren;Palencia Bus;341940;341.94
Ourense Tren;Pamplona Tren;661762;661762
Ourense Tren;Pamplona Bus;663341;663341
Ourense Tren;Pontevedra Tren;115191;115191
Ourense Tren;Pontevedra Bus;114804;114804
Ourense Tren;Salamanca Tren;327032;327032
Ourense Tren;Salamanca Bus;326400;326.4
Ourense Tren;San Sebastian Tren;666933;666933
Ourense Tren;Santander Tren;544898;544898
Ourense Tren;Santander Bus;544596;544596
Ourense Tren;Segovia Tren;436658;436658
Ourense Tren;Segovia Bus;435956;435956
Ourense Tren;Sevilla Tren;789640;789.64
Ourense Tren;Sevilla Bus;786675;786675
Ourense Tren;Soria Tren;553545;553545
Ourense Tren;Soria Bus;553332;553332
Ourense Tren;Tarragona Tren;984471;984471
Ourense Tren;Tarragona Bus;983214;983214
Ourense Tren;Teruel Tren;805698;805698
Ourense Tren;Teruel Bus;805698;805698
Ourense Tren;Toledo Tren;570142;570142
Ourense Tren;Toledo Bus;567136;567136
Ourense Tren;Valencia Tren;858331;858331
Ourense Tren;Valencia Bus;858398;858398
Ourense Tren;Valladolid Tren;348144;348144
Ourense Tren;Valladolid Bus;346277;346277
Ourense Tren;Vitoria Tren;566768;566768
Ourense Tren;Vitoria Bus;570335;570335
Ourense Tren;Zamora Tren;260803;260803
Ourense Tren;Zamora Bus;262947;262947
Ourense Tren;Zaragoza Tren;750415;750415
Ourense Bus;A Corunia Tren;172079;172079
Ourense Bus;A Corunia Bus;172740;172.74
Ourense Bus;Albacete Tren;762860;762.86
Ourense Bus;Albacete Bus;762703;762703
Ourense Bus;Alicante Tren;927002;927002
Ourense Bus;Alicante Bus;926021;926021
Ourense Bus;Almeria Tren;1044260;1044.26
Ourense Bus;Avila Tren;428700;428.7
Ourense Bus;Avila Bus;428203;428203
Ourense Bus;Badajoz Tren;566575;566575
Ourense Bus;Badajoz Bus;570353;570353
Ourense Bus;Barcelona Tren;1053547;1053547
Ourense Bus;Barcelona Bus;1063465;1063465
Ourense Bus;Bilbao Tren;611838;611838
Ourense Bus;Bilbao Bus;614111;614111
Ourense Bus;Burgos Tren;458625;458625
Ourense Bus;Burgos Bus;457234;457234
Ourense Bus;Caceres Tren;534816;534816
Ourense Bus;Caceres Bus;535711;535711
Ourense Bus;Cadiz Tren;906763;906763
Ourense Bus;Cadiz Bus;906709;906709
Ourense Bus;Castellon Tren;924472;924472
Ourense Bus;Castellon Bus;924333;924333
Ourense Bus;Ciudad Real Tren;686731;686731
Ourense Bus;Ciudad Real Bus;704336;704336
Ourense Bus;Cordoba Tren;895186;895186
Ourense Bus;Cordoba Bus;894906;894906
Ourense Bus;Cuenca Tren;670464;670464
Ourense Bus;Cuenca Bus;670467;670467
Ourense Bus;Girona Tren;1138100;1138.1
Ourense Bus;Girona Bus;1140145;1140145
Ourense Bus;Granada Tren;917393;917393
Ourense Bus;Granada Bus;914494;914494
Ourense Bus;Guadalajara Tren;559394;559394
Ourense Bus;Guadalajara Bus;561389;561389
Ourense Bus;Huelva Tren;861124;861124
Ourense Bus;Huelva Bus;859958;859958
Ourense Bus;Huesca Tren;821380;821.38
Ourense Bus;Huesca Bus;821260;821.26
Ourense Bus;Jaen Tren;832506;832506
Ourense Bus;Jaen Bus;834740;834.74
Ourense Bus;Leon Tren;298330;298.33
Ourense Bus;Leon Bus;297942;297942
Ourense Bus;Lerida Tren;901155;901155
Ourense Bus;Lerida Bus;899586;899586
Ourense Bus;Logrono Tren;587497;587497
Ourense Bus;Logrono Bus;586768;586768
Ourense Bus;Lugo Tren;114022;114022
Ourense Bus;Lugo Bus;93186;93186
Ourense Bus;Madrid Tren;506107;506107
Ourense Bus;Madrid Bus;507788;507788
Ourense Bus;Malaga Tren;1037428;1037428
Ourense Bus;Malaga Bus;1036853;1036853
Ourense Bus;Murcia Tren;905739;905739
Ourense Bus;Murcia Bus;905866;905866
Ourense Bus;Ourense Tren;1486;1486
Ourense Bus;Ourense Bus;0;0.0
Ourense Bus;Oviedo Tren;357445;357445
Ourense Bus;Oviedo Bus;358530;358.53
Ourense Bus;Palencia Tren;343215;343215
Ourense Bus;Palencia Bus;342685;342685
Ourense Bus;Pamplona Tren;662507;662507
Ourense Bus;Pamplona Bus;664086;664086
Ourense Bus;Pontevedra Tren;115936;115936
Ourense Bus;Pontevedra Bus;115549;115549
Ourense Bus;Salamanca Tren;327777;327777
Ourense Bus;Salamanca Bus;327145;327145
Ourense Bus;San Sebastian Tren;667678;667678
Ourense Bus;Santander Tren;545643;545643
Ourense Bus;Santander Bus;545341;545341
Ourense Bus;Segovia Tren;437403;437403
Ourense Bus;Segovia Bus;436702;436702
Ourense Bus;Sevilla Tren;790385;790385
Ourense Bus;Sevilla Bus;787420;787.42
Ourense Bus;Soria Tren;554290;554.29
Ourense Bus;Soria Bus;554077;554077
Ourense Bus;Tarragona Tren;985217;985217
Ourense Bus;Tarragona Bus;983960;983.96
Ourense Bus;Teruel Tren;806443;806443
Ourense Bus;Teruel Bus;806443;806443
Ourense Bus;Toledo Tren;570887;570887
Ourense Bus;Toledo Bus;567881;567881
Ourense Bus;Valencia Tren;859076;859076
Ourense Bus;Valencia Bus;859143;859143
Ourense Bus;Valladolid Tren;348889;348889
Ourense Bus;Valladolid Bus;347022;347022
Ourense Bus;Vitoria Tren;567513;567513
Ourense Bus;Vitoria Bus;571080;571.08
Ourense Bus;Zamora Tren;261548;261548
Ourense Bus;Zamora Bus;263692;263692
Ourense Bus;Zaragoza Tren;751160;751.16
Oviedo Tren;A Corunia Tren;285746;285746
Oviedo Tren;A Corunia Bus;286407;286407
Oviedo Tren;Albacete Tren;708211;708211
Oviedo Tren;Albacete Bus;708054;708054
Oviedo Tren;Alicante Tren;872353;872353
Oviedo Tren;Alicante Bus;871372;871372
Oviedo Tren;Almeria Tren;989611;989611
Oviedo Tren;Avila Tren;374051;374051
Oviedo Tren;Avila Bus;373554;373554
Oviedo Tren;Badajoz Tren;607083;607083
Oviedo Tren;Badajoz Bus;609786;609786
Oviedo Tren;Barcelona Tren;891414;891414
Oviedo Tren;Barcelona Bus;901332;901332
Oviedo Tren;Bilbao Tren;284699;284699
Oviedo Tren;Bilbao Bus;281212;281212
Oviedo Tren;Burgos Tren;296492;296492
Oviedo Tren;Burgos Bus;295101;295101
Oviedo Tren;Caceres Tren;523598;523598
Oviedo Tren;Caceres Bus;524494;524494
Oviedo Tren;Cadiz Tren;895545;895545
Oviedo Tren;Cadiz Bus;895492;895492
Oviedo Tren;Castellon Tren;869823;869823
Oviedo Tren;Castellon Bus;869684;869684
Oviedo Tren;Ciudad Real Tren;632082;632082
Oviedo Tren;Ciudad Real Bus;649687;649687
Oviedo Tren;Cordoba Tren;840537;840537
Oviedo Tren;Cordoba Bus;840257;840257
Oviedo Tren;Cuenca Tren;615814;615814
Oviedo Tren;Cuenca Bus;615818;615818
Oviedo Tren;Girona Tren;975967;975967
Oviedo Tren;Girona Bus;978012;978012
Oviedo Tren;Granada Tren;862744;862744
Oviedo Tren;Granada Bus;859845;859845
Oviedo Tren;Guadalajara Tren;504745;504745
Oviedo Tren;Guadalajara Bus;506740;506.74
Oviedo Tren;Huelva Tren;864458;864458
Oviedo Tren;Huelva Bus;862824;862824
Oviedo Tren;Huesca Tren;659247;659247
Oviedo Tren;Huesca Bus;659127;659127
Oviedo Tren;Jaen Tren;777857;777857
Oviedo Tren;Jaen Bus;780091;780091
Oviedo Tren;Leon Tren;123830;123.83
Oviedo Tren;Leon Bus;124710;124.71
Oviedo Tren;Lerida Tren;739022;739022
Oviedo Tren;Lerida Bus;737453;737453
Oviedo Tren;Logrono Tren;425364;425364
Oviedo Tren;Logrono Bus;424635;424635
Oviedo Tren;Lugo Tren;247198;247198
Oviedo Tren;Lugo Bus;251407;251407
Oviedo Tren;Madrid Tren;451458;451458
Oviedo Tren;Madrid Bus;453139;453139
Oviedo Tren;Malaga Tren;982779;982779
Oviedo Tren;Malaga Bus;982204;982204
Oviedo Tren;Murcia Tren;851090;851.09
Oviedo Tren;Murcia Bus;851217;851217
Oviedo Tren;Ourense Tren;357408;357408
Oviedo Tren;Ourense Bus;358214;358214
Oviedo Tren;Oviedo Tren;0;0.0
Oviedo Tren;Oviedo Bus;1486;1486
Oviedo Tren;Palencia Tren;237052;237052
Oviedo Tren;Palencia Bus;236522;236522
Oviedo Tren;Pamplona Tren;434611;434611
Oviedo Tren;Pamplona Bus;436191;436191
Oviedo Tren;Pontevedra Tren;389262;389262
Oviedo Tren;Pontevedra Bus;388875;388875
Oviedo Tren;Salamanca Tren;316559;316559
Oviedo Tren;Salamanca Bus;315927;315927
Oviedo Tren;San Sebastian Tren;379988;379988
Oviedo Tren;Santander Tren;194625;194625
Oviedo Tren;Santander Bus;194323;194323
Oviedo Tren;Segovia Tren;382754;382754
Oviedo Tren;Segovia Bus;382052;382052
Oviedo Tren;Sevilla Tren;779168;779168
Oviedo Tren;Sevilla Bus;776202;776202
Oviedo Tren;Soria Tren;430362;430362
Oviedo Tren;Soria Bus;430148;430148
Oviedo Tren;Tarragona Tren;823083;823083
Oviedo Tren;Tarragona Bus;821827;821827
Oviedo Tren;Teruel Tren;665182;665182
Oviedo Tren;Teruel Bus;665182;665182
Oviedo Tren;Toledo Tren;516238;516238
Oviedo Tren;Toledo Bus;513232;513232
Oviedo Tren;Valencia Tren;804427;804427
Oviedo Tren;Valencia Bus;804494;804494
Oviedo Tren;Valladolid Tren;257195;257195
Oviedo Tren;Valladolid Bus;256714;256714
Oviedo Tren;Vitoria Tren;345647;345647
Oviedo Tren;Vitoria Bus;342831;342831
Oviedo Tren;Zamora Tren;250331;250331
Oviedo Tren;Zamora Bus;252474;252474
Oviedo Tren;Zaragoza Tren;589027;589027
Oviedo Bus;A Corunia Tren;285584;285584
Oviedo Bus;A Corunia Bus;286246;286246
Oviedo Bus;Albacete Tren;708688;708688
Oviedo Bus;Albacete Bus;708532;708532
Oviedo Bus;Alicante Tren;872830;872.83
Oviedo Bus;Alicante Bus;871850;871.85
Oviedo Bus;Almeria Tren;990089;990089
Oviedo Bus;Avila Tren;374529;374529
Oviedo Bus;Avila Bus;374031;374031
Oviedo Bus;Badajoz Tren;607561;607561
Oviedo Bus;Badajoz Bus;610264;610264
Oviedo Bus;Barcelona Tren;882557;882557
Oviedo Bus;Barcelona Bus;892475;892475
Oviedo Bus;Bilbao Tren;283865;283865
Oviedo Bus;Bilbao Bus;280378;280378
Oviedo Bus;Burgos Tren;296969;296969
Oviedo Bus;Burgos Bus;295578;295578
Oviedo Bus;Caceres Tren;524075;524075
Oviedo Bus;Caceres Bus;524971;524971
Oviedo Bus;Cadiz Tren;896023;896023
Oviedo Bus;Cadiz Bus;895969;895969
Oviedo Bus;Castellon Tren;870301;870301
Oviedo Bus;Castellon Bus;870162;870162
Oviedo Bus;Ciudad Real Tren;632559;632559
Oviedo Bus;Ciudad Real Bus;650165;650165
Oviedo Bus;Cordoba Tren;841015;841015
Oviedo Bus;Cordoba Bus;840734;840734
Oviedo Bus;Cuenca Tren;616292;616292
Oviedo Bus;Cuenca Bus;616295;616295
Oviedo Bus;Girona Tren;967109;967109
Oviedo Bus;Girona Bus;969154;969154
Oviedo Bus;Granada Tren;863222;863222
Oviedo Bus;Granada Bus;860322;860322
Oviedo Bus;Guadalajara Tren;505223;505223
Oviedo Bus;Guadalajara Bus;507217;507217
Oviedo Bus;Huelva Tren;864935;864935
Oviedo Bus;Huelva Bus;863302;863302
Oviedo Bus;Huesca Tren;650390;650.39
Oviedo Bus;Huesca Bus;650270;650.27
Oviedo Bus;Jaen Tren;778334;778334
Oviedo Bus;Jaen Bus;780568;780568
Oviedo Bus;Leon Tren;124308;124308
Oviedo Bus;Leon Bus;125188;125188
Oviedo Bus;Lerida Tren;730164;730164
Oviedo Bus;Lerida Bus;728595;728595
Oviedo Bus;Logrono Tren;416507;416507
Oviedo Bus;Logrono Bus;415778;415778
Oviedo Bus;Lugo Tren;247037;247037
Oviedo Bus;Lugo Bus;251246;251246
Oviedo Bus;Madrid Tren;451935;451935
Oviedo Bus;Madrid Bus;453617;453617
Oviedo Bus;Malaga Tren;983257;983257
Oviedo Bus;Malaga Bus;982681;982681
Oviedo Bus;Murcia Tren;851567;851567
Oviedo Bus;Murcia Bus;851694;851694
Oviedo Bus;Ourense Tren;357247;357247
Oviedo Bus;Ourense Bus;358053;358053
Oviedo Bus;Oviedo Tren;545;545
Oviedo Bus;Oviedo Bus;0;0.0
Oviedo Bus;Palencia Tren;237529;237529
Oviedo Bus;Palencia Bus;236999;236999
Oviedo Bus;Pamplona Tren;433778;433778
Oviedo Bus;Pamplona Bus;435357;435357
Oviedo Bus;Pontevedra Tren;389101;389101
Oviedo Bus;Pontevedra Bus;388714;388714
Oviedo Bus;Salamanca Tren;317037;317037
Oviedo Bus;Salamanca Bus;316405;316405
Oviedo Bus;San Sebastian Tren;379154;379154
Oviedo Bus;Santander Tren;193792;193792
Oviedo Bus;Santander Bus;193490;193.49
Oviedo Bus;Segovia Tren;383231;383231
Oviedo Bus;Segovia Bus;382530;382.53
Oviedo Bus;Sevilla Tren;779645;779645
Oviedo Bus;Sevilla Bus;776680;776.68
Oviedo Bus;Soria Tren;430839;430839
Oviedo Bus;Soria Bus;430626;430626
Oviedo Bus;Tarragona Tren;814226;814226
Oviedo Bus;Tarragona Bus;812969;812969
Oviedo Bus;Teruel Tren;753165;753165
Oviedo Bus;Teruel Bus;753165;753165
Oviedo Bus;Toledo Tren;516716;516716
Oviedo Bus;Toledo Bus;513710;513.71
Oviedo Bus;Valencia Tren;804905;804905
Oviedo Bus;Valencia Bus;804972;804972
Oviedo Bus;Valladolid Tren;257672;257672
Oviedo Bus;Valladolid Bus;257192;257192
Oviedo Bus;Vitoria Tren;344813;344813
Oviedo Bus;Vitoria Bus;341997;341997
Oviedo Bus;Zamora Tren;250808;250808
Oviedo Bus;Zamora Bus;252952;252952
Oviedo Bus;Zaragoza Tren;580170;580.17
Palencia Tren;A Corunia Tren;425056;425056
Palencia Tren;A Corunia Bus;425717;425717
Palencia Tren;Albacete Tren;521681;521681
Palencia Tren;Albacete Bus;521524;521524
Palencia Tren;Alicante Tren;685823;685823
Palencia Tren;Alicante Bus;684842;684842
Palencia Tren;Almeria Tren;803081;803081
Palencia Tren;Avila Tren;187521;187521
Palencia Tren;Avila Bus;187023;187023
Palencia Tren;Badajoz Tren;462284;462284
Palencia Tren;Badajoz Bus;464987;464987
Palencia Tren;Barcelona Tren;685882;685882
Palencia Tren;Barcelona Bus;695801;695801
Palencia Tren;Bilbao Tren;244173;244173
Palencia Tren;Bilbao Bus;246446;246446
Palencia Tren;Burgos Tren;103022;103022
